Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS26, L1, 5Mn
Exported On:,2022/08/24,11:06
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), NO (ppb), NO2 (ppb), NOx (ppb), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), Temp @ 2m (deg. C)
2022-06-17 14:00:00,-0.71,0.02,0.06,0.4,0.45,20.95,115,69,18.36
2022-06-17 14:05:00,-0.81,-0.08,0.06,0.41,0.47,24.9,115.2,68,18.18
2022-06-17 14:10:00,-0.79,0.1,0.01,0.37,0.37,21.13,120.9,70,17.69
2022-06-17 14:15:00,-0.99,-0.07,-0.02,0.4,0.38,22.48,124.2,70,17.59
2022-06-17 14:20:00,-0.79,0.02,-0.02,0.39,0.37,21.05,132,70,17.44
2022-06-17 14:25:00,-0.74,0.28,0.01,0.35,0.35,18.9,126.4,71,17.34
2022-06-17 14:30:00,-0.81,0.12,0.1,0.67,0.77,20.36,111.7,72,17.14
2022-06-17 14:35:00,-0.72,0.18,0.15,0.73,0.88,22.33,106.7,73,16.9
2022-06-17 14:40:00,-0.81,0.12,0.42,1.68,2.1,22.92,110.7,74,16.7
2022-06-17 14:45:00,-0.7,0.15,0.12,0.72,0.84,22.65,110.1,74,16.64
2022-06-17 14:50:00,-0.7,0.07,0.1,0.66,0.76,25.44,110.9,75,16.52
2022-06-17 14:55:00,-0.8,-0.08,0.11,0.64,0.75,24.86,107.5,75,16.32
2022-06-17 15:00:00,-0.82,0.16,0.1,0.64,0.73,22.31,109,76,16.25
2022-06-17 15:05:00,-0.82,0.18,0.14,0.84,0.98,22.91,111,75,16.33
2022-06-17 15:10:00,-0.85,0.17,0.21,0.96,1.17,16.69,109.3,76,16.31
2022-06-17 15:15:00,-0.78,0.06,0.1,0.76,0.87,20.39,107.2,76,16.12
2022-06-17 15:20:00,-0.97,0.11,0.13,0.95,1.08,16.98,106.2,77,16.02
2022-06-17 15:25:00,-1.01,-0.01,0.16,1.22,1.37,16.25,105.8,78,15.86
2022-06-17 15:30:00,-0.7,0.22,0.2,1.36,1.56,17.04,97.7,79,15.75
2022-06-17 15:35:00,-0.82,-0.09,0.28,0.68,0.95,15.02,99.6,80,15.66
2022-06-17 15:40:00,-0.85,0.16,0.08,0.73,0.81,11.34,93.6,80,15.87
2022-06-17 15:45:00,-0.78,0.13,0.07,0.38,0.45,10.63,81.6,79,16.24
2022-06-17 15:50:00,-1.09,0.14,0.02,0.3,0.32,13.79,82.6,78,16.31
2022-06-17 15:55:00,-0.8,0.15,0.06,0.34,0.39,13.15,90.6,78,16.26
2022-06-17 16:00:00,-0.79,0.02,0.22,0.25,0.46,15.85,91.6,77,16.61
2022-06-17 16:05:00,-0.8,-0.1,0.02,0.24,0.26,16.98,76.92,75,17.15
2022-06-17 16:10:00,-0.81,0.06,0.09,0.3,0.39,13.17,82.3,76,17.02
2022-06-17 16:15:00,-0.81,0.13,0.08,0.34,0.42,12.7,79.4,76,17.14
2022-06-17 16:20:00,-0.79,0.07,0.04,0.26,0.3,16.34,70.94,76,17.25
2022-06-17 16:25:00,-0.56,0.19,0.01,0.25,0.26,16.24,65.7,76,16.95
2022-06-17 16:30:00,-0.69,0.15,-0.02,0.24,0.22,14.55,71.34,77,16.8
2022-06-17 16:35:00,-0.82,-0.14,-0.01,0.2,0.19,16.95,65.77,77,16.75
2022-06-17 16:40:00,-0.77,0.04,-0.03,0.22,0.19,13.85,71.19,78,16.74
2022-06-17 16:45:00,-0.77,0.01,-0.02,0.2,0.18,15.69,60.01,77,16.78
2022-06-17 16:50:00,-1.08,0.09,-0.02,0.25,0.23,13.43,53.41,78,16.76
2022-06-17 16:55:00,-0.89,0.09,0,0.17,0.17,15.03,64.61,78,16.86
2022-06-17 17:00:00,-0.8,0.08,-0.04,0.22,0.18,15.16,52.51,78,16.74
2022-06-17 17:05:00,-0.94,-0.04,0.32,0.54,0.86,14.07,55.08,78,17.05
2022-06-17 17:10:00,-0.85,0.13,0.04,0.27,0.31,16.01,60.82,77,17.14
2022-06-17 17:15:00,-1.02,0.21,-0.05,0.2,0.15,16.48,51.34,77,17.03
2022-06-17 17:20:00,-0.79,0.04,0.04,0.24,0.28,15.9,64.94,78,16.9
2022-06-17 17:25:00,-0.8,-0.07,-0.01,0.2,0.18,14.93,61.49,78,16.82
2022-06-17 17:30:00,-1.01,0.3,-0.01,0.16,0.15,17.84,52.95,78,16.77
2022-06-17 17:35:00,-0.87,0.32,-0.02,0.14,0.12,16.11,55.34,79,16.61
2022-06-17 17:40:00,-1,0.09,-0.03,0.14,0.11,18.34,57.74,79,16.5
2022-06-17 17:45:00,-0.73,0.1,0.17,0.23,0.4,15.5,53.88,80,16.5
2022-06-17 17:50:00,-0.75,-0.19,0.6,0.72,1.32,15.29,56.32,80,16.46
2022-06-17 17:55:00,-0.6,0.08,-0.01,0.24,0.23,14.19,59.44,80,16.36
2022-06-17 18:00:00,-0.84,-0.11,0.08,0.24,0.31,13.22,43.9,81,16.35
2022-06-17 18:05:00,-0.63,0.03,0.38,0.7,1.07,14.63,44.65,81,16.27
2022-06-17 18:10:00,-0.75,0.08,0.06,0.46,0.52,14.32,49.97,81,16.2
2022-06-17 18:15:00,-0.9,0.12,0.02,0.25,0.27,12.66,61.42,81,16.2
2022-06-17 18:20:00,-0.92,0.05,0.1,0.35,0.46,12.75,52.95,81,16.18
2022-06-17 18:25:00,-0.86,0.04,-0.04,0.28,0.24,12.36,55.45,81,16.19
2022-06-17 18:30:00,-0.83,0.3,-0.04,0.26,0.22,13.04,48.59,81,16.18
2022-06-17 18:35:00,-0.92,0.13,-0.01,0.2,0.19,12.24,47.39,82,16.17
2022-06-17 18:40:00,-0.89,-0.11,-0.04,0.21,0.18,14.13,48.77,81,16.11
2022-06-17 18:45:00,-0.7,0.2,-0.04,0.2,0.16,12.15,47.2,82,16.1
2022-06-17 18:50:00,-0.82,0.07,-0.03,0.19,0.16,12.53,44.85,82,16.1
2022-06-17 18:55:00,-0.86,-0.12,-0.03,0.2,0.17,16.22,42.65,82,16.06
2022-06-17 19:00:00,-0.72,-0.08,-0.04,0.25,0.21,13.23,49.75,82,16
2022-06-17 19:05:00,-0.84,0.08,-0.01,0.35,0.33,10.26,41.15,83,16.01
2022-06-17 19:10:00,-0.58,0.03,-0.01,0.3,0.29,10.77,38.19,83,16
2022-06-17 19:15:00,-0.99,0.11,-0.02,0.32,0.29,13.62,35.02,83,15.96
2022-06-17 19:20:00,-0.87,0,-0.02,0.2,0.19,15.67,31.3,83,15.83
2022-06-17 19:25:00,-0.77,0.1,0.02,0.41,0.43,13.34,40.78,84,15.8
2022-06-17 19:30:00,-0.83,-0.21,-0.01,0.36,0.35,14.92,40.42,83,15.8
2022-06-17 19:35:00,-0.93,0.19,0,0.45,0.45,15.02,45.53,83,15.8
2022-06-17 19:40:00,-0.84,0.26,0.02,0.61,0.63,13.19,46.4,84,15.8
2022-06-17 19:45:00,-0.84,0.02,-0.01,0.39,0.37,13.07,45.64,84,15.8
2022-06-17 19:50:00,-1.04,0.26,-0.04,0.37,0.33,13.32,48.98,84,15.72
2022-06-17 19:55:00,-0.79,-0.08,-0.01,0.4,0.39,15.22,44.96,84,15.7
2022-06-17 20:00:00,-0.83,-0.11,-0.02,0.42,0.4,13.69,49.16,84,15.64
2022-06-17 20:05:00,-0.81,-0.15,-0.02,0.41,0.39,13.16,42.83,84,15.6
2022-06-17 20:10:00,-0.76,-0.16,-0.02,0.41,0.39,12.62,48.09,85,15.54
2022-06-17 20:15:00,-0.89,0.1,-0.04,0.41,0.37,11.98,45.61,85,15.5
2022-06-17 20:20:00,-0.95,0.03,-0.02,0.35,0.33,10.99,46.88,85,15.49
2022-06-17 20:25:00,-0.94,0.01,-0.04,0.36,0.32,10.15,48.38,85,15.4
2022-06-17 20:30:00,-0.9,0.08,-0.01,0.28,0.27,11.56,50.77,85,15.4
2022-06-17 20:35:00,-0.82,0.22,-0.01,0.15,0.14,9.99,56.15,85,15.4
2022-06-17 20:40:00,-0.97,0.08,-0.04,0.12,0.08,13.91,56.51,85,15.34
2022-06-17 20:45:00,-0.79,0.21,-0.03,0.11,0.08,13.68,55.93,85,15.31
2022-06-17 20:50:00,-0.89,-0.11,-0.04,0.16,0.11,12.66,52.93,85,15.3
2022-06-17 20:55:00,-0.77,0.16,-0.04,0.13,0.09,13.91,54.33,85,15.3
2022-06-17 21:00:00,-0.84,0.05,-0.04,0.13,0.09,13.73,50.57,85,15.3
2022-06-17 21:05:00,-0.78,0.01,-0.04,0.12,0.08,14.72,45.82,85,15.21
2022-06-17 21:10:00,-0.8,-0.1,-0.02,0.07,0.05,12.51,49.65,86,15.2
2022-06-17 21:15:00,-0.76,-0.01,-0.03,0.13,0.1,13.96,50.77,86,15.14
2022-06-17 21:20:00,-0.68,0.01,-0.05,0.14,0.09,13.65,55.14,86,15.1
2022-06-17 21:25:00,-0.79,-0.03,-0.04,0.09,0.05,13.74,60.51,86,15.07
2022-06-17 21:30:00,-0.81,0.06,-0.04,0.09,0.05,12.88,52.53,86,15
2022-06-17 21:35:00,-0.86,0.13,-0.04,0.11,0.08,12.77,56.37,86,15
2022-06-17 21:40:00,-0.67,0.07,-0.05,0.1,0.06,12.7,56.44,86,15
2022-06-17 21:45:00,-0.88,-0.16,-0.04,0.08,0.05,13.14,53.09,86,14.99
2022-06-17 21:50:00,-0.7,0.08,-0.03,0.13,0.1,13.76,55.62,86,14.9
2022-06-17 21:55:00,-0.95,0.15,-0.01,0.14,0.13,12.14,59.81,86,14.9
2022-06-17 22:00:00,-0.65,0.05,-0.05,0.13,0.08,12.29,61.24,86,14.83
2022-06-17 22:05:00,-0.81,0.21,-0.06,0.13,0.07,14.44,61.63,86,14.89
2022-06-17 22:10:00,-0.71,0.1,-0.04,0.12,0.08,12.56,55.5,86,14.9
2022-06-17 22:15:00,-0.81,0.03,-0.08,0.12,0.04,13.44,61.65,86,14.9
2022-06-17 22:20:00,-0.77,0.02,-0.03,0.08,0.05,12.56,53.7,86,14.9
2022-06-17 22:25:00,-0.94,-0.06,-0.04,0.1,0.05,13.51,52.7,86,14.97
2022-06-17 22:30:00,-0.96,0.03,-0.03,0.09,0.06,14.82,51.12,86,14.98
2022-06-17 22:35:00,-0.91,0.09,-0.04,0.08,0.04,14.53,56.73,85,14.95
2022-06-17 22:40:00,-0.78,-0.1,-0.05,0.12,0.07,13.31,52.65,85,14.97
2022-06-17 22:45:00,-0.93,0.24,-0.04,0.1,0.07,14.86,49.19,85,14.97
2022-06-17 22:50:00,-0.75,-0.04,-0.02,0.36,0.34,13.04,46.6,86,14.87
2022-06-17 22:55:00,-0.98,-0.23,0.06,0.71,0.77,12.77,35.21,87,14.74
2022-06-17 23:00:00,-0.74,-0.21,-0.02,0.36,0.34,12.02,33.46,88,14.59
2022-06-17 23:05:00,-0.92,-0.33,-0.04,0.19,0.14,12.6,26.74,88,14.46
2022-06-17 23:10:00,-0.85,-0.21,-0.03,0.13,0.1,10.54,28.23,88,14.4
2022-06-17 23:15:00,-0.79,-0.05,-0.04,0.11,0.08,12.36,25.73,88,14.4
2022-06-17 23:20:00,-0.78,0.05,-0.03,0.12,0.09,12.78,29.03,89,14.37
2022-06-17 23:25:00,-0.79,-0.46,-0.05,0.17,0.12,15.49,32.86,89,14.24
2022-06-17 23:30:00,-0.62,-0.2,-0.04,0.19,0.15,14.14,26.08,91,13.89
2022-06-17 23:35:00,-0.64,0.26,-0.01,0.23,0.22,11.3,39.53,92,13.8
2022-06-17 23:40:00,-0.9,0.2,0.26,0.71,0.98,9.25,43.48,93,13.75
2022-06-17 23:45:00,-0.69,0.14,-0.03,0.51,0.48,9.22,42.23,93,13.7
2022-06-17 23:50:00,-0.81,0.22,-0.01,0.64,0.63,15.37,62.29,93,13.7
2022-06-17 23:55:00,-0.94,0.18,-0.02,0.44,0.42,17.44,58.95,94,13.56
2022-06-18 00:00:00,-0.9,0.32,-0.03,0.24,0.21,11.94,38.65,94,13.5
2022-06-18 00:05:00,-0.79,0.31,Z/S,Z/S,Z/S,9.51,359.8,95,13.5
2022-06-18 00:10:00,-0.74,0.43,Z/S,Z/S,Z/S,8.55,0.73,95,13.5
2022-06-18 00:15:00,-0.78,0.36,Z/S,Z/S,Z/S,5.55,19.42,95,13.39
2022-06-18 00:20:00,-0.71,-0.29,6.22,212.3,218.5,7.15,57.4,95,13.34
2022-06-18 00:25:00,-0.82,0.07,Z/S,Z/S,Z/S,9.88,48.96,95,13.35
2022-06-18 00:30:00,-0.98,0.14,377.7,429.5,807,5.17,64.03,95,13.3
2022-06-18 00:35:00,-0.75,0.46,Z/S,Z/S,Z/S,5.64,86.7,95,13.28
2022-06-18 00:40:00,-0.83,0.35,77.72,81.8,159.6,8.01,93.2,95,13.2
2022-06-18 00:45:00,-0.84,0.11,Z/S,Z/S,Z/S,10.14,80.3,96,13.16
2022-06-18 00:50:00,-0.72,-0.19,0.06,0.13,0.19,11.3,74.67,96,13.1
2022-06-18 00:55:00,-0.73,-0.04,Z/S,Z/S,Z/S,12.5,63.81,96,13.1
2022-06-18 01:00:00,-0.83,-0.04,0.01,0.28,0.3,12.43,65.59,97,13.05
2022-06-18 01:05:00,-0.77,0.21,-0.03,0.26,0.23,17.54,52.96,97,13
2022-06-18 01:10:00,-0.88,0.03,-0.01,0.23,0.21,12.94,63.07,97,12.98
2022-06-18 01:15:00,-0.72,-0.09,-0.03,0.2,0.17,11.46,62.37,97,12.93
2022-06-18 01:20:00,-0.75,-0.14,-0.02,0.26,0.24,10.8,61.88,97,13
2022-06-18 01:25:00,-0.74,0.17,0,0.23,0.23,12.19,74.26,97,12.9
2022-06-18 01:30:00,-0.95,-0.1,-0.02,0.16,0.15,12.62,78.16,97,12.9
2022-06-18 01:35:00,-0.89,-0.09,-0.05,0.21,0.16,10.79,76.02,97,12.9
2022-06-18 01:40:00,-0.81,0.08,-0.01,0.12,0.11,9.52,77.22,97,12.9
2022-06-18 01:45:00,-0.75,0.23,-0.02,0.17,0.15,9.87,77.85,97,12.9
2022-06-18 01:50:00,-0.75,0.19,-0.02,0.14,0.12,12.69,79.93,97,12.85
2022-06-18 01:55:00,-0.82,0.37,-0.02,0.18,0.15,11.12,80.1,97,12.8
2022-06-18 02:00:00,-0.86,0.29,-0.02,0.15,0.13,9.85,84.1,97,12.8
2022-06-18 02:05:00,Z/S,0.12,-0.03,0.17,0.13,8.36,99.7,97,12.8
2022-06-18 02:10:00,Z/S,0.26,0.12,0.24,0.36,8.6,94.5,97,12.8
2022-06-18 02:15:00,Z/S,0.13,0.19,0.33,0.52,8.09,91.3,97,12.8
2022-06-18 02:20:00,Z/S,0.24,-0.01,0.18,0.17,7.81,87.2,97,12.87
2022-06-18 02:25:00,Z/S,-0.04,-0.01,0.22,0.21,8.04,92.7,97,12.9
2022-06-18 02:30:00,Z/S,-0.16,0.15,0.4,0.55,7.29,86.1,96,13
2022-06-18 02:35:00,Z/S,0.13,-0.03,0.23,0.2,7.41,77.53,95,13.03
2022-06-18 02:40:00,Z/S,-0.12,-0.05,0.22,0.17,7.93,64.34,94,13.01
2022-06-18 02:45:00,Z/S,0.08,-0.03,0.2,0.17,9.17,84.1,93,13
2022-06-18 02:50:00,Z/S,0.2,-0.04,0.18,0.14,7.66,76.34,93,12.99
2022-06-18 02:55:00,Z/S,0.12,0.72,0.76,1.48,7.56,74.08,93,12.89
2022-06-18 03:00:00,Z/S,0.2,-0.04,0.14,0.1,9.85,73.95,94,12.8
2022-06-18 03:05:00,-0.67,Z/S,-0.05,0.13,0.08,8.15,67.64,94,12.8
2022-06-18 03:10:00,-0.86,Z/S,-0.05,0.14,0.09,7.98,75.71,94,12.72
2022-06-18 03:15:00,-0.94,Z/S,-0.05,0.13,0.08,8.43,69.09,94,12.7
2022-06-18 03:20:00,-0.93,Z/S,-0.04,0.13,0.09,12.78,76.06,94,12.67
2022-06-18 03:25:00,-0.79,Z/S,0.01,0.09,0.1,15.39,73.72,94,12.6
2022-06-18 03:30:00,-0.98,Z/S,-0.05,0.14,0.09,12.59,69.03,94,12.57
2022-06-18 03:35:00,-0.79,Z/S,-0.04,0.12,0.09,13.2,67.84,94,12.5
2022-06-18 03:40:00,-0.89,Z/S,-0.04,0.13,0.09,13.75,69.95,94,12.44
2022-06-18 03:45:00,-0.87,Z/S,-0.02,0.12,0.1,14.15,75.36,95,12.4
2022-06-18 03:50:00,-0.93,Z/S,-0.03,0.12,0.09,15.03,68.01,95,12.4
2022-06-18 03:55:00,-0.89,Z/S,-0.05,0.12,0.07,15.35,66.13,95,12.34
2022-06-18 04:00:00,-0.77,Z/S,-0.04,0.13,0.1,10.39,62.43,95,12.4
2022-06-18 04:05:00,-0.68,0.28,-0.03,0.13,0.09,5.78,101.8,95,12.41
2022-06-18 04:10:00,-0.73,0.09,-0.04,0.11,0.07,4.63,104.7,95,12.49
2022-06-18 04:15:00,-0.99,0.07,-0.03,0.16,0.14,3.62,86,95,12.5
2022-06-18 04:20:00,-1.05,0.1,0.94,0.71,1.65,8.7,56,95,12.51
2022-06-18 04:25:00,-1,0.03,-0.02,0.16,0.13,6.58,57.85,95,12.6
2022-06-18 04:30:00,-0.75,-0.12,-0.03,0.28,0.25,8.81,44.27,95,12.61
2022-06-18 04:35:00,-1,0.18,0.01,0.42,0.43,8.01,48.04,95,12.66
2022-06-18 04:40:00,-0.74,-0.02,-0.01,0.21,0.2,8.58,49.85,95,12.65
2022-06-18 04:45:00,-0.92,0.09,-0.03,0.2,0.17,9.16,57.75,95,12.68
2022-06-18 04:50:00,-0.79,0.12,0.08,0.29,0.37,8.48,59.18,95,12.62
2022-06-18 04:55:00,-0.94,0.06,-0.03,0.16,0.12,7.99,51.56,95,12.69
2022-06-18 05:00:00,-0.78,0.04,-0.03,0.22,0.19,9.08,43.65,95,12.69
2022-06-18 05:05:00,-1.09,0.13,-0.01,0.26,0.25,7.9,29.55,95,12.67
2022-06-18 05:10:00,-0.85,-0.05,-0.05,0.43,0.39,8.04,24.22,96,12.62
2022-06-18 05:15:00,-0.96,0.09,-0.02,0.23,0.21,8.02,19.35,96,12.6
2022-06-18 05:20:00,-0.81,-0.01,-0.04,0.2,0.17,7.39,21.27,96,12.6
2022-06-18 05:25:00,-0.74,-0.02,-0.03,0.18,0.15,7.67,20.6,96,12.61
2022-06-18 05:30:00,-0.78,0.42,0,0.23,0.23,7.69,14.68,96,12.66
2022-06-18 05:35:00,-0.75,0.28,-0.05,0.16,0.1,8.04,5.18,96,12.68
2022-06-18 05:40:00,-0.85,0.91,-0.05,0.16,0.11,8.71,6.64,96,12.7
2022-06-18 05:45:00,-1,0.74,-0.04,0.18,0.14,9.89,6.77,96,12.72
2022-06-18 05:50:00,-0.74,0.57,-0.02,0.25,0.23,9.82,6.22,96,12.76
2022-06-18 05:55:00,-0.79,0.84,-0.03,0.29,0.27,8.91,357.4,96,12.8
2022-06-18 06:00:00,-0.91,0.96,0.27,0.66,0.93,8.85,1.09,96,12.8
2022-06-18 06:05:00,-1,0.88,0.04,0.44,0.47,9.36,350.6,96,12.81
2022-06-18 06:10:00,-0.87,0.79,-0.04,0.2,0.16,8.87,0.15,95,12.85
2022-06-18 06:15:00,-0.55,0.64,-0.02,0.19,0.18,8.6,2.5,95,12.86
2022-06-18 06:20:00,-0.95,0.24,0.03,0.3,0.34,10.21,8.34,95,12.9
2022-06-18 06:25:00,-0.74,-0.05,0.23,0.46,0.69,11.86,18.02,95,12.9
2022-06-18 06:30:00,-0.84,0.31,0.01,0.32,0.33,11.21,16.63,95,12.89
2022-06-18 06:35:00,-0.74,0.13,0.01,0.24,0.26,12.81,21.3,95,12.89
2022-06-18 06:40:00,-0.91,0.13,0,0.39,0.39,11.12,22.8,95,12.91
2022-06-18 06:45:00,-0.84,-0.17,0,0.53,0.53,10.49,21.83,95,12.97
2022-06-18 06:50:00,-1,-0.12,0.11,0.68,0.78,12.02,15.43,95,12.94
2022-06-18 06:55:00,-0.71,-0.23,0.04,0.8,0.84,8.57,14.96,95,12.98
2022-06-18 07:00:00,-0.72,0.08,0.17,0.99,1.16,8.66,17.12,94,12.99
2022-06-18 07:05:00,-0.9,0.05,0.32,1.26,1.58,6.1,21.25,94,13
2022-06-18 07:10:00,-0.67,0.12,0.08,0.91,0.99,6.09,51.37,94,13.05
2022-06-18 07:15:00,-0.82,0.19,0.24,1.16,1.4,6.45,59.39,94,13.02
2022-06-18 07:20:00,-0.8,0.06,0.03,0.73,0.77,8.45,57.39,94,13.1
2022-06-18 07:25:00,-0.82,0.23,0.08,0.66,0.73,10.7,51.47,94,13.1
2022-06-18 07:30:00,-0.75,0.15,0.11,0.66,0.77,9.83,58.59,94,13.2
2022-06-18 07:35:00,-0.98,0.02,1.11,1.28,2.39,9.74,63.35,94,13.18
2022-06-18 07:40:00,-0.77,0.18,0.12,0.93,1.04,9.51,54.36,94,13.13
2022-06-18 07:45:00,-0.89,-0.07,0.07,1.01,1.08,9.5,64.73,95,13.1
2022-06-18 07:50:00,-0.85,0.09,0.13,1.43,1.56,10.49,56.08,95,13.1
2022-06-18 07:55:00,-0.8,0.02,0.19,1.09,1.28,10.34,50.25,95,13.14
2022-06-18 08:00:00,-0.83,-0.06,0.1,0.87,0.96,10.19,61.69,94,13.15
2022-06-18 08:05:00,-0.74,-0.02,0.03,0.7,0.73,8.09,67.4,94,13.08
2022-06-18 08:10:00,-0.8,-0.01,0.63,1.22,1.85,9.39,53.15,95,13.03
2022-06-18 08:15:00,-0.87,0.09,0.08,0.7,0.77,8.52,55.36,94,13.06
2022-06-18 08:20:00,-0.72,-0.06,0.24,1.22,1.46,9.75,38.7,95,13.11
2022-06-18 08:25:00,-0.88,0.22,0.03,0.77,0.8,8.62,37.65,95,13.04
2022-06-18 08:30:00,-0.91,0.04,0.33,1.23,1.56,7.18,58.63,95,13.09
2022-06-18 08:35:00,-0.95,0.06,0.11,0.81,0.92,9.52,56.05,95,13.03
2022-06-18 08:40:00,-0.92,0.02,0.09,0.82,0.91,10.13,51.1,95,13.1
2022-06-18 08:45:00,-0.77,0.16,0.48,1.55,2.02,10.81,44.46,95,13.1
2022-06-18 08:50:00,-0.79,-0.23,0.1,0.84,0.93,13.66,32.04,96,13.1
2022-06-18 08:55:00,-0.78,-0.14,0.04,0.43,0.47,18.86,29.74,96,13.02
2022-06-18 09:00:00,-0.74,-0.07,0.04,0.35,0.39,18.25,29.87,96,12.94
2022-06-18 09:05:00,-0.99,-0.39,-0.02,0.34,0.32,15.46,17.08,96,12.92
2022-06-18 09:10:00,-0.77,0.01,0.16,0.46,0.62,18.68,16.3,96,12.9
2022-06-18 09:15:00,-0.7,-0.13,0.01,0.36,0.37,16.04,20.99,96,12.91
2022-06-18 09:20:00,-0.77,-0.17,-0.01,0.35,0.34,17.53,28.94,96,12.91
2022-06-18 09:25:00,-0.92,-0.23,0.17,0.7,0.87,16.57,39.84,96,13.01
2022-06-18 09:30:00,-0.91,-0.17,0.38,1.42,1.8,12.23,55.07,96,13.1
2022-06-18 09:35:00,-0.9,0.04,0.2,0.95,1.15,10.3,75.59,96,13.1
2022-06-18 09:40:00,-0.92,-0.12,0.04,0.67,0.71,10.16,102.4,95,13.09
2022-06-18 09:45:00,-0.77,-0.01,0.01,0.44,0.45,12.97,157.7,95,13.1
2022-06-18 09:50:00,-0.75,-0.2,0.27,1.54,1.81,7.68,133.8,96,13.1
2022-06-18 09:55:00,-0.89,-0.14,0.15,1.1,1.25,7.85,98.6,96,13.1
2022-06-18 10:00:00,-0.96,-0.05,0.21,1,1.21,10.95,44.11,96,13.2
2022-06-18 10:05:00,-0.85,-0.05,0.11,0.53,0.64,14.27,25.01,96,13.37
2022-06-18 10:10:00,-0.97,-0.26,0.07,0.36,0.43,15.41,34.81,96,13.4
2022-06-18 10:15:00,-1.01,-0.2,0.36,0.78,1.14,16.02,28.02,96,13.46
2022-06-18 10:20:00,-0.93,-0.32,0.08,0.3,0.38,12.79,15.14,96,13.56
2022-06-18 10:25:00,-1.01,-0.24,0.44,0.48,0.92,9.07,32.56,96,13.66
2022-06-18 10:30:00,-0.72,-0.04,0.03,0.24,0.27,7.44,18.43,95,13.6
2022-06-18 10:35:00,-0.87,0.11,0.02,0.24,0.27,11.15,14.19,95,13.63
2022-06-18 10:40:00,-0.86,-0.06,0,0.22,0.21,13.78,21.77,94,13.63
2022-06-18 10:45:00,-0.89,0.16,0.01,0.2,0.21,9.08,7.64,94,13.77
2022-06-18 10:50:00,-0.95,0.21,0.03,0.21,0.25,9.87,7.39,93,13.89
2022-06-18 10:55:00,-0.99,0.36,0.22,0.7,0.93,11.17,11.99,93,13.89
2022-06-18 11:00:00,-0.78,0.06,0.28,1.06,1.35,7.86,24.87,93,13.81
2022-06-18 11:05:00,-0.95,0.4,0.15,0.85,0.99,5.84,34.46,93,13.88
2022-06-18 11:10:00,-0.87,-0.04,0.13,0.93,1.06,6.46,78.56,93,13.84
2022-06-18 11:15:00,-0.9,0.11,0.11,0.78,0.88,4.95,104.9,93,13.8
2022-06-18 11:20:00,-0.94,0.13,0.11,0.77,0.87,9.89,121.1,93,13.89
2022-06-18 11:25:00,-0.69,-0.02,0,0.42,0.42,10.06,140.6,93,13.9
2022-06-18 11:30:00,-0.93,0,0.11,0.77,0.88,10.22,153.8,93,13.9
2022-06-18 11:35:00,-0.86,-0.14,0.08,0.66,0.74,9.44,164.9,93,13.97
2022-06-18 11:40:00,-0.97,0.35,0.01,0.28,0.28,7.54,175.8,93,13.94
2022-06-18 11:45:00,-1.24,0.14,-0.02,0.24,0.22,8.01,236.1,94,14
2022-06-18 11:50:00,-0.97,0.11,0.07,0.5,0.57,8.25,253.9,94,14.07
2022-06-18 11:55:00,-0.99,0.07,0.3,1.04,1.34,8.63,249,94,14.1
2022-06-18 12:00:00,-0.98,-0.04,0.3,0.88,1.17,8.09,251.1,94,14.1
2022-06-18 12:05:00,-1.01,0.17,0.64,1.48,2.12,9.66,262.4,94,14.1
2022-06-18 12:10:00,-0.82,0.49,0.24,0.93,1.17,8.99,272.1,94,14.14
2022-06-18 12:15:00,-0.62,0.31,0.36,0.99,1.35,9.6,260.1,94,14.18
2022-06-18 12:20:00,-0.06,0.48,1.63,2.21,3.84,9.25,290,93,14.4
2022-06-18 12:25:00,1.27,0.65,3,2.59,5.6,13.16,318,93,14.65
2022-06-18 12:30:00,-0.11,0.28,1.46,1.8,3.27,11.14,315.8,92,14.56
2022-06-18 12:35:00,-0.37,0.01,1.1,1.41,2.51,16.19,316.8,93,14.43
2022-06-18 12:40:00,-0.36,0.16,2.02,2.45,4.46,13.17,319.1,93,14.3
2022-06-18 12:45:00,-0.51,0.22,1.68,2.28,3.96,13.46,319.4,93,14.24
2022-06-18 12:50:00,-0.48,0.45,0.84,1.51,2.35,16.09,321.7,93,14.16
2022-06-18 12:55:00,-0.25,0.32,1.99,2.36,4.35,10.15,310.1,93,14.1
2022-06-18 13:00:00,-0.67,0.72,0.89,1.64,2.53,13.62,340.1,93,14.1
2022-06-18 13:05:00,-0.5,0.48,0.85,1.35,2.2,13.01,7.96,93,14.12
2022-06-18 13:10:00,-0.58,0.21,0.19,0.97,1.16,12.5,24.43,93,14
2022-06-18 13:15:00,-0.42,0.01,0.16,0.93,1.08,13.9,23.35,94,14.01
2022-06-18 13:20:00,-0.58,0.09,0.16,0.95,1.1,14.09,33.35,94,13.99
2022-06-18 13:25:00,-0.72,0.29,0.12,0.99,1.11,13.33,16.29,94,13.83
2022-06-18 13:30:00,-0.6,0.24,0.09,0.91,0.99,12.1,26.25,94,13.83
