Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS19, L1, 5Mn
Exported On:,2022/08/24,11:04
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), NO (ppb), NO2 (ppb), NOx (ppb), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), Temp @ 2m (deg. C)
2022-06-08 05:40:00,0.06,21.66,2.4,1.65,8.28,9.93,4.16,147.4,48,15.12
2022-06-08 05:45:00,-0.1,Z/S,2.3,0.93,5.89,6.81,4.5,145.8,47,15.6
2022-06-08 05:50:00,-0.04,Z/S,2.29,0.83,5.48,6.31,3.12,176.8,45,16.2
2022-06-08 05:55:00,0.04,Z/S,2.31,2.41,8.94,11.35,4.24,182,45,16.63
2022-06-08 06:00:00,-0.01,Z/S,2.27,2.48,9.7,12.18,5.43,166.4,45,16.5
2022-06-08 06:05:00,0.06,1.7,2.29,1.02,5.34,6.36,4.72,157,45,16.73
2022-06-08 06:10:00,-0.14,1.48,2.24,1.32,6.26,7.58,5.25,141.8,44,17.17
2022-06-08 06:15:00,0.03,1.07,2.15,6.9,16.64,23.54,5.51,138.4,41,17.6
2022-06-08 06:20:00,0.12,1.01,2.15,1.15,5.44,6.59,5.97,145.4,40,17.75
2022-06-08 06:25:00,-0.1,0.88,2.15,0.5,3.88,4.38,5.59,151.6,40,17.99
2022-06-08 06:30:00,0.03,0.82,2.17,0.64,3.79,4.43,6.37,145.1,39,18.27
2022-06-08 06:35:00,0.01,0.79,2.17,0.38,3.04,3.42,7.2,146.4,37,18.59
2022-06-08 06:40:00,-0.05,0.93,2.17,1.14,4.85,5.98,6.55,137.3,36,18.72
2022-06-08 06:45:00,0.02,0.81,2.18,0.24,2.49,2.74,7.49,121.6,36,19.06
2022-06-08 06:50:00,0.16,0.79,2.13,0.09,1.66,1.75,7.86,119.7,34,19.36
2022-06-08 06:55:00,0.02,0.92,2.15,-0.03,1.27,1.24,9.14,122.6,32,19.43
2022-06-08 07:00:00,0.13,0.94,2.15,-0.02,1.14,1.13,8,126.9,32,19.45
2022-06-08 07:05:00,0.19,0.89,2.13,0.02,1.18,1.2,8.96,134.9,31,19.54
2022-06-08 07:10:00,0.06,1.12,2.17,0,1.19,1.19,7.89,140.2,31,19.51
2022-06-08 07:15:00,-0.04,1.18,2.18,0.01,1.24,1.25,7.08,139.1,31,19.87
2022-06-08 07:20:00,0.09,1.25,2.19,0.07,1.38,1.44,8.09,159.8,31,19.74
2022-06-08 07:25:00,-0.16,1.09,2.19,0.07,1.11,1.17,7.52,127.8,31,20.04
2022-06-08 07:30:00,0.08,0.93,2.21,0.03,1.22,1.24,7.78,143.8,30,20.13
2022-06-08 07:35:00,0.11,0.82,2.2,-0.04,1.04,1.01,7.13,152,30,20.03
2022-06-08 07:40:00,0.06,1.03,2.18,-0.08,0.86,0.78,8.01,166.5,30,20.02
2022-06-08 07:45:00,0.07,1.08,2.14,0.07,1.23,1.3,7.25,157.6,29,20.27
2022-06-08 07:50:00,0.21,1.07,2.16,-0.04,0.89,0.85,7.74,124.7,29,20.48
2022-06-08 07:55:00,0.13,1.05,2.21,-0.08,0.84,0.77,5.28,179.3,27,20.49
2022-06-08 08:00:00,0.08,1.1,2.21,-0.04,0.85,0.81,10.28,137.5,26,20.53
2022-06-08 08:05:00,-0.13,0.91,2.15,-0.18,0.71,0.53,7.34,175.4,26,20.37
2022-06-08 08:10:00,-0.02,1,2.15,-0.12,0.78,0.66,4.52,126.8,26,20.69
2022-06-08 08:15:00,0.09,1.1,2.17,-0.05,0.76,0.71,9.32,119.9,24,21.02
2022-06-08 08:20:00,0.09,0.91,2.23,-0.15,0.66,0.51,11.45,154.8,24,20.83
2022-06-08 08:25:00,-0.01,1.11,2.16,-0.12,0.47,0.35,10.11,191,23,20.71
2022-06-08 08:30:00,0.03,1.01,2.15,-0.12,0.42,0.3,12.69,180.8,24,20.77
2022-06-08 08:35:00,0.07,1.02,2.19,-0.14,0.62,0.49,12.1,201.9,24,20.7
2022-06-08 08:40:00,0.17,0.83,2.17,-0.14,0.59,0.45,9.41,189.3,24,20.89
2022-06-08 08:45:00,0.12,0.71,2.14,-0.09,0.76,0.67,13.32,105.2,24,21.04
2022-06-08 08:50:00,-0.02,0.8,2.17,-0.16,0.55,0.39,11.22,71.75,24,20.95
2022-06-08 08:55:00,-0.03,0.71,2.2,-0.15,0.61,0.46,11.72,140.6,24,21.31
2022-06-08 09:00:00,-0.08,0.71,2.16,-0.14,0.49,0.35,15.4,183.9,24,20.58
2022-06-08 09:05:00,0.04,0.83,2.15,-0.08,0.54,0.47,13.12,173.4,25,20.29
2022-06-08 09:10:00,0.05,0.95,2.19,-0.16,0.53,0.37,9.33,176.8,25,20.51
2022-06-08 09:15:00,-0.12,0.85,2.2,-0.14,0.51,0.38,14.45,166.6,23,20.87
2022-06-08 09:20:00,-0.03,0.63,2.18,-0.09,0.56,0.47,10.95,166.8,23,20.81
2022-06-08 09:25:00,-0.06,0.81,2.18,-0.13,0.47,0.34,10.27,140.2,23,21.21
2022-06-08 09:30:00,-0.02,0.6,2.2,-0.14,0.49,0.35,16.38,154.2,23,21.32
2022-06-08 09:35:00,-0.05,0.75,2.18,-0.13,0.56,0.43,13.18,175.1,24,20.65
2022-06-08 09:40:00,-0.08,0.72,2.2,-0.04,0.93,0.89,11.72,169,25,20.52
2022-06-08 09:45:00,-0.16,0.63,2.25,-0.11,0.77,0.66,11.26,172.8,25,20.5
2022-06-08 09:50:00,-0.04,0.63,2.22,-0.12,0.75,0.62,9.52,175.4,24,20.4
2022-06-08 09:55:00,-0.04,0.76,2.18,-0.07,0.78,0.71,9.68,168.7,25,20.42
2022-06-08 10:00:00,0.03,0.65,2.22,-0.15,0.56,0.41,9.61,165,24,20.5
2022-06-08 10:05:00,-0.06,0.48,2.2,-0.11,0.46,0.36,7.21,146.1,24,20.54
2022-06-08 10:10:00,-0.03,0.66,2.18,-0.12,0.49,0.36,6.03,133.4,24,20.54
2022-06-08 10:15:00,-0.09,0.87,2.17,-0.09,0.57,0.49,5.65,113.8,24,20.61
2022-06-08 10:20:00,-0.05,0.59,2.23,-0.12,0.69,0.58,10.78,189.5,24,20.67
2022-06-08 10:25:00,-0.11,0.75,2.2,-0.08,0.65,0.57,10.95,208.4,23,21.24
2022-06-08 10:30:00,0.05,0.75,2.18,0,0.29,0.29,8.61,180.1,22,21.71
2022-06-08 10:35:00,-0.13,0.53,2.23,-0.11,0.5,0.39,20.1,157.8,22,21.94
2022-06-08 10:40:00,-0.01,0.57,2.17,-0.04,0.45,0.41,17.27,162.3,22,21.91
2022-06-08 10:45:00,0.01,0.65,2.18,-0.18,0.4,0.22,17.57,150.3,22,21.61
2022-06-08 10:50:00,0.02,0.67,2.22,-0.19,0.4,0.21,13.09,162.3,22,21.53
2022-06-08 10:55:00,-0.05,0.78,2.17,-0.18,0.43,0.25,16.16,151,21,22.09
2022-06-08 11:00:00,0.09,0.62,2.19,-0.04,0.53,0.49,13.79,169.1,21,22.1
2022-06-08 11:05:00,0.02,0.48,2.23,-0.04,0.58,0.54,11,143,21,22.12
2022-06-08 11:10:00,-0.03,0.62,2.23,-0.17,0.45,0.28,12.96,163.2,21,22.49
2022-06-08 11:15:00,-0.06,0.73,2.21,-0.16,0.37,0.21,22.98,191.3,22,22.25
2022-06-08 11:20:00,0.04,1.05,2.22,-0.19,0.36,0.17,18.69,191.7,22,21.81
2022-06-08 11:25:00,0.04,0.51,2.18,-0.15,0.3,0.15,16.87,220.7,22,22.72
2022-06-08 11:30:00,0.02,0.82,2.22,-0.18,0.37,0.19,15.59,184.6,21,22.64
2022-06-08 11:35:00,-0.1,0.77,2.23,-0.13,0.36,0.24,14.38,163.7,21,22.61
2022-06-08 11:40:00,0.03,0.7,2.18,-0.11,0.64,0.53,19.54,162.9,22,22.26
2022-06-08 11:45:00,-0.11,0.57,2.22,-0.13,0.42,0.29,15.84,146.6,23,21.78
2022-06-08 11:50:00,0.07,0.67,2.25,-0.12,0.44,0.32,13.89,187.7,23,21.58
2022-06-08 11:55:00,-0.02,0.83,2.22,-0.1,0.87,0.77,13.16,162.4,23,21.37
2022-06-08 12:00:00,-0.07,0.67,2.22,-0.1,0.67,0.57,10.5,127.8,23,21.39
2022-06-08 12:05:00,0.02,0.65,2.2,-0.04,0.48,0.44,8.19,135.1,23,21.41
2022-06-08 12:10:00,0.01,0.67,2.21,-0.15,0.36,0.22,5.64,182.5,22,21.74
2022-06-08 12:15:00,-0.04,0.54,2.18,-0.19,0.37,0.18,6.16,184,22,22.29
2022-06-08 12:20:00,-0.07,0.54,2.17,-0.11,0.37,0.27,7.86,139.1,21,22.5
2022-06-08 12:25:00,-0.03,0.78,2.21,-0.14,0.39,0.25,12.85,153.2,22,22.53
2022-06-08 12:30:00,0.1,0.76,2.19,-0.17,0.4,0.23,18.34,172.1,23,21.84
2022-06-08 12:35:00,-0.03,0.7,2.2,-0.08,0.38,0.3,21.49,170.6,23,21.8
2022-06-08 12:40:00,0,0.59,2.23,-0.13,0.39,0.26,17.44,173.1,23,21.75
2022-06-08 12:45:00,-0.04,0.78,2.21,-0.12,0.48,0.36,13.32,163.7,23,22.31
2022-06-08 12:50:00,-0.06,0.85,2.25,-0.11,0.41,0.3,15.62,169,23,22.09
2022-06-08 12:55:00,0.03,0.69,2.18,-0.19,0.41,0.22,12.61,147,23,21.87
2022-06-08 13:00:00,-0.01,0.72,2.19,-0.16,0.33,0.17,11.69,170.8,23,21.87
2022-06-08 13:05:00,-0.08,0.58,2.23,-0.14,0.45,0.3,9.49,153.9,23,21.78
2022-06-08 13:10:00,-0.02,0.73,2.17,-0.13,0.52,0.39,7.85,113.9,23,22.21
2022-06-08 13:15:00,0,0.66,2.22,-0.15,0.41,0.26,8.27,113.1,22,22.4
2022-06-08 13:20:00,-0.04,0.93,2.24,-0.15,0.41,0.26,13.12,133.3,22,22.78
2022-06-08 13:25:00,0.02,0.65,2.19,-0.16,0.34,0.18,20.21,178.4,22,22.74
2022-06-08 13:30:00,0.07,0.71,2.2,-0.19,0.42,0.23,20.11,179.6,23,22.24
2022-06-08 13:35:00,-0.03,0.63,2.19,-0.17,0.32,0.15,11.69,179.8,23,22.08
2022-06-08 13:40:00,-0.08,0.67,2.18,-0.15,0.41,0.26,10.14,127.4,22,22.12
2022-06-08 13:45:00,0.07,0.62,2.22,-0.06,0.73,0.67,11.25,113.3,23,22.11
2022-06-08 13:50:00,0.01,0.72,2.2,-0.14,0.65,0.51,10.95,112.9,23,22.04
2022-06-08 13:55:00,0.06,0.66,2.2,-0.1,0.64,0.54,7.92,138.5,22,22.59
2022-06-08 14:00:00,-0.12,0.56,2.19,-0.01,0.72,0.71,9.96,176.2,22,22.65
2022-06-08 14:05:00,-0.1,0.68,2.17,-0.11,0.48,0.36,19.76,158.6,22,22.52
2022-06-08 14:10:00,0.12,0.73,2.22,-0.14,0.52,0.39,18.46,153.1,23,22.29
2022-06-08 14:15:00,-0.16,0.74,2.19,-0.13,0.58,0.45,14.92,145.1,23,22.4
2022-06-08 14:20:00,-0.1,1.07,2.19,-0.03,0.57,0.54,17.93,170.1,22,22.34
2022-06-08 14:25:00,0.02,0.89,2.22,0.06,0.71,0.77,15.87,168.6,22,22.23
2022-06-08 14:30:00,-0.02,0.86,2.16,-0.01,0.97,0.96,10.38,159.6,23,22.12
2022-06-08 14:35:00,-0.09,0.88,2.23,-0.05,1.14,1.1,11.97,125.9,23,22.2
2022-06-08 14:40:00,0,0.91,2.22,-0.1,0.91,0.81,11.59,134.5,23,22.12
2022-06-08 14:45:00,0.12,0.77,2.2,-0.08,0.86,0.77,9.71,125.8,23,22.18
2022-06-08 14:50:00,-0.06,0.69,2.22,-0.05,0.92,0.87,10.3,118.5,23,22.16
2022-06-08 14:55:00,-0.07,0.46,2.19,-0.16,0.41,0.25,10.43,97.7,23,22.22
2022-06-08 15:00:00,-0.06,0.62,2.21,-0.14,0.42,0.28,16.1,115.8,23,22.45
2022-06-08 15:05:00,0.09,0.72,2.22,-0.13,0.58,0.45,20.94,109.7,22,22.76
2022-06-08 15:10:00,0.1,0.61,2.16,-0.1,0.52,0.42,21.46,144.4,22,22.57
2022-06-08 15:15:00,0.06,0.68,2.19,-0.14,0.43,0.3,20.27,164.4,23,22.57
2022-06-08 15:20:00,0,0.83,2.22,-0.14,0.44,0.3,19.48,160,23,22.41
2022-06-08 15:25:00,-0.01,0.66,2.21,-0.12,0.49,0.37,12.16,162.2,22,22.55
2022-06-08 15:30:00,-0.02,0.53,2.23,-0.17,0.37,0.2,9.6,177.7,21,22.91
2022-06-08 15:35:00,-0.04,0.65,2.21,-0.14,0.48,0.34,16.93,140.3,21,23.27
2022-06-08 15:40:00,-0.16,0.75,2.21,-0.13,0.65,0.52,19.62,143.4,20,23.61
2022-06-08 15:45:00,-0.05,0.66,2.26,-0.13,0.59,0.46,19.1,145.8,21,23.33
2022-06-08 15:50:00,-0.02,0.66,2.19,-0.15,0.48,0.33,20.5,155.3,22,23.34
2022-06-08 15:55:00,0.05,0.59,2.2,-0.11,0.46,0.36,17.67,153.6,22,23.38
2022-06-08 16:00:00,-0.02,0.52,2.25,-0.14,0.56,0.42,16.75,128.9,21,23.36
2022-06-08 16:05:00,-0.03,0.73,2.19,-0.14,0.49,0.36,13.46,128.6,22,23.31
2022-06-08 16:10:00,0.05,0.79,2.22,-0.11,0.47,0.36,15.55,156.9,21,23.56
2022-06-08 16:15:00,-0.01,0.58,2.21,-0.1,0.53,0.43,12.8,147.3,22,23.44
2022-06-08 16:20:00,0.06,0.79,2.25,-0.1,0.59,0.5,16.33,170.5,22,23.42
2022-06-08 16:25:00,0.05,0.66,2.27,-0.12,0.63,0.5,18.16,166.2,23,23.52
2022-06-08 16:30:00,-0.05,0.77,2.2,-0.06,0.75,0.69,21.05,168.6,23,23.18
2022-06-08 16:35:00,0.22,0.93,2.24,-0.06,0.8,0.75,17.29,161.6,24,22.63
2022-06-08 16:40:00,0.01,0.9,2.21,-0.16,0.67,0.51,18.1,178.1,25,22.44
2022-06-08 16:45:00,0.09,1.05,2.2,-0.14,0.85,0.71,22.08,202.7,28,22.04
2022-06-08 16:50:00,0.02,0.97,2.24,-0.19,0.98,0.79,17.22,222.9,29,21.85
2022-06-08 16:55:00,0.17,0.61,2.19,-0.15,0.65,0.5,12.64,223.6,28,21.94
2022-06-08 17:00:00,0.15,0.78,2.21,-0.15,0.86,0.71,13.88,218.6,29,22.2
2022-06-08 17:05:00,-0.02,0.99,2.19,-0.14,0.81,0.67,21.59,218.1,29,22.62
2022-06-08 17:10:00,0.1,0.95,2.17,-0.15,0.7,0.55,25.55,212.5,30,21.9
2022-06-08 17:15:00,0.08,1.18,2.21,-0.19,0.76,0.57,18.76,226.7,30,21.88
2022-06-08 17:20:00,0.12,0.97,2.18,-0.17,0.73,0.56,15.27,225.2,31,21.67
2022-06-08 17:25:00,0.08,0.88,2.21,-0.13,0.72,0.59,18.78,213.6,31,21.8
2022-06-08 17:30:00,0.16,0.94,2.21,-0.17,0.74,0.57,18.92,211.7,31,21.35
2022-06-08 17:35:00,0.05,0.87,2.16,-0.21,0.83,0.62,18.74,210.1,32,21.1
2022-06-08 17:40:00,0.03,1,2.19,-0.15,0.81,0.66,16.39,207.7,32,21.06
2022-06-08 17:45:00,0.16,0.89,2.21,-0.13,0.8,0.67,13.24,208.5,32,21.07
2022-06-08 17:50:00,0.02,0.92,2.19,-0.17,0.92,0.76,12.4,203.4,33,21.1
2022-06-08 17:55:00,0.11,0.94,2.19,-0.15,0.71,0.56,12.89,199.4,32,21
2022-06-08 18:00:00,0.04,0.79,2.19,-0.17,0.9,0.74,11.84,199.5,33,20.9
2022-06-08 18:05:00,0.12,0.88,2.17,-0.14,0.86,0.72,12.06,194.6,33,20.9
2022-06-08 18:10:00,0.03,0.73,2.2,-0.11,0.93,0.83,10.28,191.3,33,20.9
2022-06-08 18:15:00,0.03,0.79,2.23,-0.24,0.76,0.52,9.91,196.5,33,20.85
2022-06-08 18:20:00,0.1,0.77,2.24,-0.16,0.72,0.56,9.17,196.6,32,20.8
2022-06-08 18:25:00,0.08,0.92,2.24,-0.17,0.73,0.56,8.16,197.5,33,20.8
2022-06-08 18:30:00,-0.04,0.88,2.2,-0.17,0.94,0.77,7.38,196.1,34,20.78
2022-06-08 18:35:00,0.04,1.14,2.17,-0.13,1.15,1.02,6.74,196,34,20.7
2022-06-08 18:40:00,0.1,0.91,2.19,-0.14,1.13,0.98,6.49,198.3,35,20.7
2022-06-08 18:45:00,0.03,0.76,2.22,-0.12,0.99,0.87,6.8,200.3,35,20.7
2022-06-08 18:50:00,-0.03,0.96,2.2,-0.14,1.04,0.9,6.39,190.4,35,20.61
2022-06-08 18:55:00,0.13,0.66,2.25,-0.11,0.88,0.77,6.79,189,35,20.6
2022-06-08 19:00:00,0.06,0.82,2.24,-0.09,1.95,1.86,6.35,172.4,35,20.6
2022-06-08 19:05:00,0.16,0.75,2.21,-0.04,2.7,2.66,7.53,165,35,20.56
2022-06-08 19:10:00,0.19,0.65,2.21,-0.04,2.15,2.11,8.06,168.6,36,20.5
2022-06-08 19:15:00,0.19,0.93,2.24,-0.09,1.83,1.74,7.07,164.6,36,20.4
2022-06-08 19:20:00,0.02,0.76,2.2,-0.1,1.51,1.41,6.57,169.6,35,20.4
2022-06-08 19:25:00,0,0.85,2.2,-0.13,1.18,1.05,6.55,165.7,36,20.31
2022-06-08 19:30:00,-0.01,0.83,2.24,-0.12,1.56,1.43,6.35,155.7,36,20.3
2022-06-08 19:35:00,-0.02,0.94,2.27,-0.09,2.46,2.38,6.2,138.6,36,20.21
2022-06-08 19:40:00,-0.05,1.21,2.2,-0.06,2.83,2.78,7.59,134.9,36,20.28
2022-06-08 19:45:00,-0.05,0.95,2.21,-0.08,2.5,2.42,6.59,124.7,37,20.15
2022-06-08 19:50:00,0.08,0.92,2.24,0,4.28,4.28,6.44,125.3,38,20
2022-06-08 19:55:00,0.06,0.83,2.2,-0.01,3.89,3.88,6.83,139.4,38,19.9
2022-06-08 20:00:00,0.08,0.84,2.21,-0.16,1.96,1.8,6.85,131.7,38,19.8
2022-06-08 20:05:00,0.01,0.79,2.24,-0.15,1.57,1.42,7.23,135.5,38,19.8
2022-06-08 20:10:00,0.23,0.8,2.26,-0.15,1.5,1.36,7.03,135.9,38,19.74
2022-06-08 20:15:00,0.01,0.84,2.23,-0.13,2.18,2.05,6.52,121.9,40,19.6
2022-06-08 20:20:00,0.06,0.73,2.26,-0.06,3.38,3.33,7.15,116.2,41,19.35
2022-06-08 20:25:00,0.09,0.83,2.25,-0.07,2.57,2.5,7.38,116.6,41,19.21
2022-06-08 20:30:00,-0.01,0.89,2.25,-0.12,2.62,2.5,7.85,114.4,41,19.07
2022-06-08 20:35:00,-0.1,0.93,2.23,-0.09,2.78,2.69,8.67,117.5,41,19
2022-06-08 20:40:00,0.09,0.9,2.28,-0.11,2.33,2.23,8.26,119.1,41,18.95
2022-06-08 20:45:00,0.16,0.92,2.24,-0.12,1.56,1.44,9.34,114.7,41,18.9
2022-06-08 20:50:00,0.08,0.81,2.26,-0.11,1.54,1.43,9.45,115.7,41,18.9
2022-06-08 20:55:00,0.06,0.81,2.22,-0.14,1.07,0.93,9.63,117.2,41,18.8
2022-06-08 21:00:00,-0.03,0.99,2.18,-0.16,1.57,1.41,8.88,115.7,40,18.8
2022-06-08 21:05:00,0.2,0.69,2.24,-0.17,1.85,1.68,8.86,117.7,40,18.75
2022-06-08 21:10:00,-0.09,0.64,2.26,-0.13,2.28,2.15,9.97,118.9,40,18.78
2022-06-08 21:15:00,0.02,0.71,2.24,-0.18,1.48,1.3,10.12,118.8,40,18.78
2022-06-08 21:20:00,-0.05,0.72,2.2,-0.07,1.82,1.75,9.92,117.9,40,18.64
2022-06-08 21:25:00,0.13,1.13,2.19,-0.12,1.9,1.79,10.14,115.4,40,18.55
2022-06-08 21:30:00,0.19,0.84,2.25,-0.17,1.88,1.71,9.88,114.4,40,18.48
2022-06-08 21:35:00,0.6,1.04,2.27,-0.16,1.49,1.33,10.27,115.9,40,18.51
2022-06-08 21:40:00,0.19,1.29,2.25,-0.12,2.12,2,10.84,117.3,40,18.46
2022-06-08 21:45:00,0.11,0.91,2.24,-0.16,1.57,1.41,10.36,118.1,41,18.35
2022-06-08 21:50:00,0.13,1.06,2.23,-0.14,1.49,1.35,10.83,117.1,42,18.15
2022-06-08 21:55:00,-0.07,1.05,2.24,-0.16,1.01,0.85,10.03,118.2,43,17.98
2022-06-08 22:00:00,0.02,0.66,2.22,-0.15,0.75,0.61,9.18,119.1,44,17.77
2022-06-08 22:05:00,0.1,0.94,2.24,-0.16,0.89,0.73,10.11,118.4,45,17.57
2022-06-08 22:10:00,0.13,0.77,2.24,-0.15,0.8,0.65,11.12,122.4,45,17.45
2022-06-08 22:15:00,-0.12,0.71,2.26,-0.15,1.34,1.19,10.58,123.7,45,17.34
2022-06-08 22:20:00,0.13,0.76,2.27,-0.14,1.27,1.13,10.25,123.4,46,17.2
2022-06-08 22:25:00,-0.06,0.99,2.23,-0.19,1.17,0.98,9.95,124.4,47,17.04
2022-06-08 22:30:00,-0.03,0.98,2.24,-0.14,1.5,1.36,10.28,124.9,47,16.97
2022-06-08 22:35:00,0.05,0.79,2.28,-0.17,1.26,1.1,8.89,130.4,47,16.93
2022-06-08 22:40:00,0.09,0.96,2.25,-0.09,1.93,1.83,9.17,130.4,47,16.85
2022-06-08 22:45:00,-0.05,0.92,2.27,-0.17,1.35,1.19,10.15,128.6,46,16.8
2022-06-08 22:50:00,-0.04,0.94,2.28,-0.13,1.82,1.69,10.12,129.3,46,16.69
2022-06-08 22:55:00,-0.09,0.98,2.27,-0.11,1.81,1.7,9.2,129.2,47,16.5
2022-06-08 23:00:00,-0.09,0.88,2.25,-0.12,1.94,1.82,9.75,125.8,48,16.21
2022-06-08 23:05:00,-0.04,0.8,2.27,-0.13,1.48,1.35,10.47,126.1,48,16.04
2022-06-08 23:10:00,-0.15,0.79,2.29,-0.06,1.43,1.38,10.83,124.9,49,15.93
2022-06-08 23:15:00,0.01,1.05,2.32,-0.12,1.64,1.52,10.85,127.6,49,15.8
2022-06-08 23:20:00,0.04,1.07,2.33,-0.11,1.55,1.45,11.29,126.6,49,15.7
2022-06-08 23:25:00,0.1,0.87,2.31,-0.15,1.11,0.95,10.92,125.3,49,15.56
2022-06-08 23:30:00,-0.04,0.85,2.31,-0.13,1.11,0.98,11.25,126.6,49,15.36
2022-06-08 23:35:00,-0.15,0.83,2.3,-0.14,1.05,0.91,10.51,127.2,50,15.17
2022-06-08 23:40:00,-0.11,0.96,2.31,-0.15,0.77,0.62,10.13,121.3,50,15.01
2022-06-08 23:45:00,-0.16,0.9,2.3,-0.16,0.66,0.49,9.45,120.1,52,14.65
2022-06-08 23:50:00,0.01,0.78,2.29,-0.16,0.58,0.42,10.97,123,51,14.61
2022-06-08 23:55:00,-0.12,0.78,2.28,-0.14,0.73,0.59,11.56,127.1,50,14.79
2022-06-09 00:00:00,-0.05,0.74,2.26,-0.08,0.91,0.83,11.42,129.8,48,14.96
2022-06-09 00:05:00,-0.07,Z/S,2.25,-0.07,1.09,1.02,11.89,133.3,48,15.03
2022-06-09 00:10:00,-0.02,Z/S,2.25,-0.07,1.58,1.51,11.07,132,48,15.04
2022-06-09 00:15:00,-0.01,Z/S,2.27,-0.09,1.35,1.26,9.89,130.5,48,14.8
2022-06-09 00:20:00,-0.14,Z/S,2.28,-0.1,1.26,1.16,10.48,130.4,49,14.59
2022-06-09 00:25:00,-0.15,Z/S,2.25,-0.13,1.12,0.99,11.48,132.5,49,14.5
2022-06-09 00:30:00,-0.22,Z/S,2.23,-0.11,1.43,1.32,12.38,136.3,48,14.62
2022-06-09 00:35:00,-0.05,Z/S,2.21,-0.13,1.28,1.16,12.46,133.6,48,14.7
2022-06-09 00:40:00,-0.11,Z/S,2.21,-0.07,1.76,1.69,12.24,135.5,48,14.65
2022-06-09 00:45:00,-0.11,Z/S,2.22,-0.09,1.25,1.16,12.67,136.2,48,14.54
2022-06-09 00:50:00,-0.11,Z/S,2.23,-0.11,1.44,1.33,12.64,135.8,48,14.5
2022-06-09 00:55:00,0.07,Z/S,2.22,-0.05,2.01,1.96,11.26,135.5,48,14.55
2022-06-09 01:00:00,-0.13,Z/S,2.22,-0.11,2.37,2.25,10.46,131.6,49,14.45
2022-06-09 01:05:00,-0.09,0.65,2.24,0.02,3.13,3.15,10.85,131,50,14.16
2022-06-09 01:10:00,-0.12,0.75,2.26,0.06,3.06,3.12,11.22,125,51,14.05
2022-06-09 01:15:00,0.04,0.57,2.28,-0.02,1.98,1.97,11.04,122.8,51,13.82
2022-06-09 01:20:00,0.02,0.7,2.21,-0.09,1.16,1.07,10.66,121.7,52,13.58
2022-06-09 01:25:00,-0.18,0.45,2.2,-0.11,0.6,0.48,10.9,117.9,53,13.48
2022-06-09 01:30:00,-0.15,0.77,2.19,-0.1,0.65,0.55,11.45,121.1,53,13.5
2022-06-09 01:35:00,-0.03,0.69,2.2,0.03,1.37,1.4,12.77,119.9,53,13.5
2022-06-09 01:40:00,0.05,0.45,2.24,-0.06,1.49,1.43,12.16,121.3,53,13.47
2022-06-09 01:45:00,-0.07,0.63,2.24,-0.1,0.78,0.68,12.35,122.7,53,13.46
2022-06-09 01:50:00,-0.1,0.67,2.18,-0.14,0.92,0.78,14.56,124.9,52,13.57
2022-06-09 01:55:00,-0.17,0.79,2.17,-0.12,0.78,0.67,14.05,125.4,52,13.56
2022-06-09 02:00:00,-0.11,0.65,2.19,-0.09,0.68,0.58,13.68,123.7,53,13.41
2022-06-09 02:05:00,-0.42,0.89,2.18,-0.15,0.63,0.48,13.99,124.2,53,13.31
2022-06-09 02:10:00,0.06,0.77,2.18,-0.15,0.56,0.41,12.52,120.9,54,13.02
2022-06-09 02:15:00,-0.06,0.7,2.15,-0.15,0.53,0.38,12.23,120.2,55,12.74
2022-06-09 02:20:00,-0.15,0.79,2.13,-0.15,0.38,0.23,11.23,118.3,56,12.45
2022-06-09 02:25:00,-0.22,0.76,2.12,-0.16,0.42,0.26,11.56,120.1,57,12.21
2022-06-09 02:30:00,-0.1,0.6,2.11,-0.07,0.66,0.58,11.17,120.7,57,12.07
2022-06-09 02:35:00,-0.09,0.56,2.09,-0.15,0.52,0.37,11.25,121,58,11.91
2022-06-09 02:40:00,-0.22,0.61,2.12,-0.16,0.43,0.28,12.59,118.3,57,11.84
2022-06-09 02:45:00,-0.12,0.64,2.16,-0.13,0.55,0.43,12.29,118.3,58,11.83
2022-06-09 02:50:00,0.09,0.71,2.13,-0.16,0.44,0.27,12.58,118.6,58,11.71
2022-06-09 02:55:00,-0.03,0.77,2.13,-0.18,0.38,0.21,13.17,117.2,58,11.7
2022-06-09 03:00:00,-0.03,0.56,2.16,-0.09,0.64,0.56,12.57,118.2,58,11.7
2022-06-09 03:05:00,-0.25,0.74,2.14,Z/S,Z/S,Z/S,11.26,121.9,58,11.67
2022-06-09 03:10:00,-0.23,0.79,2.16,Z/S,Z/S,Z/S,11.74,120.7,58,11.6
2022-06-09 03:15:00,-0.2,0.83,2.17,Z/S,Z/S,Z/S,12.82,117,58,11.57
2022-06-09 03:20:00,-0.14,0.6,2.15,Z/S,Z/S,Z/S,13.42,115.7,58,11.51
2022-06-09 03:25:00,-0.14,0.66,2.15,Z/S,Z/S,Z/S,14.39,115.7,58,11.69
2022-06-09 03:30:00,-0.12,0.77,2.15,Z/S,Z/S,Z/S,11.84,118.7,57,11.83
