Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS11, L1, 5Mn
Exported On:,2022/08/24,10:54
Date Range:,2021/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), CH4 (ppm), NMHC (ppm), Temp @ 2m (deg. C), RH (%), Wind Speed @ 10m (km/h), Wind Dir. @ 10m (deg.)
2022-06-21 07:20:00,0.17,1.55,2.86,2.73,0.123,15.65,70,6.09,149
2022-06-21 07:25:00,0.09,1.21,2.71,2.59,0.115,15.46,72,6.56,150
2022-06-21 07:30:00,0.24,1.26,2.55,2.45,0.108,15.78,72,6.19,158.2
2022-06-21 07:35:00,0.05,1.08,2.54,2.43,0.109,16.22,70,7.59,149.4
2022-06-21 07:40:00,0.12,1.19,2.61,2.5,0.114,16.06,70,7.7,143
2022-06-21 07:45:00,0.23,1.06,2.57,2.46,0.116,15.97,71,6.86,152.5
2022-06-21 07:50:00,0.36,1.17,2.49,2.38,0.104,16.57,70,5.83,154.4
2022-06-21 07:55:00,0.27,1.15,2.69,2.58,0.114,17.05,68,5.86,159
2022-06-21 08:00:00,0.18,1.25,2.9,2.77,0.125,17.27,68,5.43,159.4
2022-06-21 08:05:00,0.4,1.05,2.81,2.67,0.141,17.4,68,5.96,157.4
2022-06-21 08:10:00,0.31,1.21,2.53,2.4,0.128,17.67,67,6.72,159.1
2022-06-21 08:15:00,0.32,1.3,2.45,2.34,0.115,18,65,6.85,153.2
2022-06-21 08:20:00,0.24,0.97,2.45,2.33,0.117,18.24,64,7.48,150.2
2022-06-21 08:25:00,0.41,1.11,2.42,2.31,0.113,18.51,64,6.8,155.6
2022-06-21 08:30:00,0.33,0.96,2.44,2.32,0.12,18.56,64,7.25,151.8
2022-06-21 08:35:00,0.5,1.02,2.54,2.42,0.122,18.82,63,7.62,149.5
2022-06-21 08:40:00,0.44,1.14,2.6,2.48,0.121,18.76,63,7.33,146.5
2022-06-21 08:45:00,0.43,0.99,2.54,2.41,0.129,18.84,64,7.39,150
2022-06-21 08:50:00,0.77,0.93,2.46,2.33,0.126,19.46,62,7.51,148.4
2022-06-21 08:55:00,0.85,0.85,2.51,2.38,0.127,18.94,64,7.82,144.7
2022-06-21 09:00:00,0.65,0.9,2.43,2.31,0.113,18.75,66,7.44,147.8
2022-06-21 09:05:00,0.51,0.82,2.35,2.25,0.104,19.73,63,6.78,155.9
2022-06-21 09:10:00,0.9,0.72,2.36,2.25,0.11,20.17,60,6.33,154.8
2022-06-21 09:15:00,0.97,0.9,2.36,2.25,0.113,20.63,58,5.83,154.5
2022-06-21 09:20:00,1.14,0.8,2.34,2.23,0.11,21.12,56,6.34,151
2022-06-21 09:25:00,1.05,0.7,2.29,2.2,0.094,21.38,54,5.87,153.8
2022-06-21 09:30:00,0.8,0.75,2.35,2.25,0.098,21.52,54,6.27,153.1
2022-06-21 09:35:00,0.87,0.7,2.35,2.26,0.087,21.56,53,5.74,155.7
2022-06-21 09:40:00,0.88,0.76,2.38,2.29,0.097,21.72,55,4.94,151
2022-06-21 09:45:00,0.76,0.79,2.39,2.29,0.1,21.56,54,5.27,154
2022-06-21 09:50:00,0.66,0.55,2.4,2.29,0.104,21.72,54,6.47,150.1
2022-06-21 09:55:00,0.55,0.56,2.35,2.25,0.095,21.82,52,7.63,146.8
2022-06-21 10:00:00,0.39,0.43,2.22,2.14,0.08,21.8,50,8.16,142
2022-06-21 10:05:00,1.03,0.17,2.12,2.09,0.032,21.36,48,8.54,121.4
2022-06-21 10:10:00,1.11,0.26,2.12,2.07,0.052,21.76,48,12.07,129.2
2022-06-21 10:15:00,0.32,0,2.1,2.06,0.042,22.05,47,13.57,124.6
2022-06-21 10:20:00,0.42,0.24,2.1,2.06,0.038,22.17,47,13.44,131.8
2022-06-21 10:25:00,0.41,0.37,2.07,2.04,0.022,22.4,41,9.07,142.1
2022-06-21 10:30:00,0.41,0.42,2.08,2.05,0.021,22.66,40,11.04,133.1
2022-06-21 10:35:00,0.31,0.14,2.07,2.04,0.023,22.3,41,11.38,139.7
2022-06-21 10:40:00,0.31,0.38,2.05,2.04,0.009,22.61,45,12.04,140.1
2022-06-21 10:45:00,0.26,0.21,2.08,2.04,0.039,22.5,44,13.77,130.4
2022-06-21 10:50:00,0.35,0.19,2.07,2.04,0.025,22.84,42,6.52,149
2022-06-21 10:55:00,0.31,0.38,2.06,2.04,0.022,23.47,40,10.63,139.7
2022-06-21 11:00:00,0.33,0.37,2.04,2.03,0.009,23.28,39,10.66,142.5
2022-06-21 11:05:00,0.82,0.22,2.02,2.02,0.002,23.6,40,7.88,150.7
2022-06-21 11:10:00,0.63,0.33,2.06,2.03,0.027,23.89,39,7.11,153.2
2022-06-21 11:15:00,1,0.12,2.07,2.04,0.029,23.85,36,7.17,153.9
2022-06-21 11:20:00,0.65,0.13,2.07,2.04,0.026,23.81,39,9.72,145.5
2022-06-21 11:25:00,0.66,0.2,2.09,2.04,0.042,23.38,42,10.48,139.5
2022-06-21 11:30:00,1.05,0.09,2.08,2.05,0.027,22.94,40,9.75,116.1
2022-06-21 11:35:00,1.47,0.15,2.07,2.05,0.019,23.24,40,10.87,145.5
2022-06-21 11:40:00,1.89,0.24,2.09,2.06,0.029,23.73,34,7.05,146.2
2022-06-21 11:45:00,3.3,0.66,2.12,2.08,0.038,23.91,34,7.01,164.7
2022-06-21 11:50:00,1.39,0.27,2.1,2.06,0.04,24.07,33,7.79,154.9
2022-06-21 11:55:00,1.19,0.05,2.08,2.06,0.024,23.98,33,5.51,135.6
2022-06-21 12:00:00,1.75,0.17,2.11,2.07,0.038,24.2,33,5.34,171.3
2022-06-21 12:05:00,1.42,0.2,2.12,2.09,0.032,24.08,33,5.53,120.1
2022-06-21 12:10:00,6.05,0.29,2.09,2.07,0.025,24.16,36,6.8,130.9
2022-06-21 12:15:00,4.01,0.41,2.11,2.07,0.045,24.48,35,9.4,138.6
2022-06-21 12:20:00,2.2,0.3,2.11,2.07,0.045,24.4,34,7.9,157.6
2022-06-21 12:25:00,1.19,0.52,2.1,2.06,0.036,24.99,33,9.04,159.5
2022-06-21 12:30:00,1.01,0.2,2.08,2.06,0.021,24.85,31,7.47,186.8
2022-06-21 12:35:00,1.11,0.1,2.08,2.05,0.027,24.81,32,5.32,198.6
2022-06-21 12:40:00,1.61,0.05,2.08,2.07,0.007,25,35,6.89,148.3
2022-06-21 12:45:00,1.12,0.17,2.1,2.08,0.017,25.08,33,6.86,139.4
2022-06-21 12:50:00,1.11,0.37,2.09,2.06,0.025,24.69,36,11.86,131.9
2022-06-21 12:55:00,3.44,0.5,2.07,2.06,0.018,24.49,33,6.8,142.8
2022-06-21 13:00:00,5.34,0.33,2.09,2.05,0.035,24.26,33,10.41,155.6
2022-06-21 13:05:00,2.36,0.29,2.07,2.05,0.024,24.82,37,10.02,136.7
2022-06-21 13:10:00,2.72,0.23,2.07,2.05,0.021,24.66,37,11.51,137.6
2022-06-21 13:15:00,1.68,0.2,2.09,2.05,0.035,24.66,35,10.63,129.5
2022-06-21 13:20:00,7.73,0.16,2.07,2.05,0.021,24.82,37,14,121.5
2022-06-21 13:25:00,2.33,0.28,2.08,2.05,0.032,25.2,38,9.73,142.6
2022-06-21 13:30:00,4.95,0,2.07,2.05,0.023,25.05,32,8.97,122.1
2022-06-21 13:35:00,1.5,0.2,2.07,2.05,0.022,24.95,36,9.83,114.7
2022-06-21 13:40:00,0.92,0.08,2.06,2.05,0.009,24.77,37,13.13,142.3
2022-06-21 13:45:00,2.74,0.18,2.11,2.07,0.04,24.99,37,9.77,149.2
2022-06-21 13:50:00,1.06,0.09,2.08,2.05,0.027,25.72,36,8.51,147.8
2022-06-21 13:55:00,2.18,0.09,2.07,2.06,0.012,25.59,31,8.63,134.8
2022-06-21 14:00:00,1.32,0.18,2.09,2.06,0.031,25.43,34,8.88,142.2
2022-06-21 14:05:00,2.39,0.28,2.11,2.08,0.038,25.58,36,10.93,138.6
2022-06-21 14:10:00,4.83,0.05,2.09,2.06,0.027,25.75,32,8.51,149
2022-06-21 14:15:00,6.48,0.19,2.07,2.05,0.021,25.67,32,9,143.9
2022-06-21 14:20:00,1.54,0.13,2.08,2.05,0.038,25.6,37,9.22,147.6
2022-06-21 14:25:00,4.59,0,2.06,2.05,0.011,25.58,31,9.38,152.1
2022-06-21 14:30:00,2.4,0.08,2.06,2.05,0.016,25.49,30,7.17,139.4
2022-06-21 14:35:00,2.32,0.02,2.07,2.05,0.022,25.33,33,9.04,139.9
2022-06-21 14:40:00,1.33,0.32,2.09,2.05,0.04,24.61,40,8.88,144.9
2022-06-21 14:45:00,0.85,0.44,2.09,2.05,0.043,23.89,38,7.71,152.8
2022-06-21 14:50:00,1.18,0.04,2.06,2.04,0.011,24.32,37,7.6,148.9
2022-06-21 14:55:00,1.16,0.14,2.07,2.05,0.025,24.52,38,6.2,145.8
2022-06-21 15:00:00,1.02,0.19,2.06,2.05,0.017,24.19,35,6.53,197.7
2022-06-21 15:05:00,2,0.15,2.07,2.04,0.03,24.02,34,7.87,211.4
2022-06-21 15:10:00,6.95,0.6,2.12,2.09,0.028,23.31,39,20.45,274.5
2022-06-21 15:15:00,0.33,0.24,2.05,2.04,0.008,22.67,42,21.16,276.5
2022-06-21 15:20:00,0.42,0.26,2.07,2.05,0.023,22.66,43,12.09,275.3
2022-06-21 15:25:00,0.45,0.07,2.07,2.05,0.019,23.4,42,18.1,262.9
2022-06-21 15:30:00,0.48,0.28,2.06,2.05,0.013,23.89,41,16.24,270.8
2022-06-21 15:35:00,0.69,0.29,2.13,2.1,0.03,23.32,44,18.5,310.3
2022-06-21 15:40:00,0.67,0.32,2.2,2.16,0.04,22.38,46,15.1,331.6
2022-06-21 15:45:00,1.79,0.24,2.19,2.14,0.044,22.59,48,11.62,348.6
2022-06-21 15:50:00,0.42,0.09,2.09,2.07,0.024,22.23,50,9.29,344.7
2022-06-21 15:55:00,0.19,0.15,2.08,2.05,0.033,22.01,50,15.14,10.02
2022-06-21 16:00:00,0.21,0.25,2.05,2.03,0.017,21.29,54,17.48,11.44
2022-06-21 16:05:00,0.05,0.15,2.06,2.03,0.028,20.68,56,14.06,12.63
2022-06-21 16:10:00,0.02,0.1,2.06,2.03,0.027,20.88,54,10.15,2.41
2022-06-21 16:15:00,0,0.3,2.05,2.03,0.02,21.09,51,10.1,4.81
2022-06-21 16:20:00,0.23,0.41,2.06,2.03,0.034,20.93,51,9.34,2.82
2022-06-21 16:25:00,0.18,0.21,2.06,2.03,0.035,20.92,51,7.64,359.1
2022-06-21 16:30:00,0.11,0.05,2.04,2.02,0.011,20.93,51,8.44,4.29
2022-06-21 16:35:00,0.25,0.43,2.05,2.02,0.022,20.81,53,8.43,10.41
2022-06-21 16:40:00,0.23,0.01,2.06,2.02,0.037,20.83,54,7.17,8.89
2022-06-21 16:45:00,0.3,0.1,2.04,2.02,0.02,21.19,51,5.8,355.2
2022-06-21 16:50:00,0.14,0.02,2.06,2.02,0.041,21.78,49,4.41,348.3
2022-06-21 16:55:00,0.24,0.02,2.05,2.03,0.022,21.81,49,3.24,357
2022-06-21 17:00:00,0.24,0.03,2.06,2.03,0.031,21.76,50,2.35,321.8
2022-06-21 17:05:00,0.3,0.01,2.05,2.02,0.026,21.42,50,3.44,16.26
2022-06-21 17:10:00,0.24,0.16,2.05,2.03,0.025,21,56,4.47,22.53
2022-06-21 17:15:00,0.18,0,2.06,2.04,0.019,20.62,60,5.49,18.55
2022-06-21 17:20:00,0.16,0.07,2.08,2.04,0.034,20.5,58,4.47,352.8
2022-06-21 17:25:00,0.14,0.2,2.08,2.05,0.031,20.66,58,11.49,298.1
2022-06-21 17:30:00,0.25,0.27,2.11,2.08,0.026,21.1,52,24.51,282.1
2022-06-21 17:35:00,0.29,0.24,2.09,2.06,0.027,20.72,53,25.89,281.7
2022-06-21 17:40:00,0,0.14,2.06,2.03,0.024,19.76,59,24.15,279.1
2022-06-21 17:45:00,0.08,0.24,2.05,2.03,0.021,19.32,62,27.6,271.4
2022-06-21 17:50:00,0.11,0.09,2.04,2.02,0.026,18.9,63,24.83,259.6
2022-06-21 17:55:00,0.01,0.27,2.05,2.02,0.032,18.31,67,24.54,263
2022-06-21 18:00:00,0.03,0.14,2.06,2.02,0.031,17.81,70,19.76,262.1
2022-06-21 18:05:00,0.25,0.2,2.07,2.03,0.041,17.5,73,18.07,248.3
2022-06-21 18:10:00,0.17,0.11,2.06,2.03,0.032,17.21,76,19.87,254
2022-06-21 18:15:00,0.28,0.11,2.04,2.02,0.02,17.22,76,16.36,248.3
2022-06-21 18:20:00,0.59,0.35,2.06,2.03,0.032,17.25,76,14.07,244.9
2022-06-21 18:25:00,0.85,0.21,2.05,2.03,0.02,17.08,76,10.75,228.7
2022-06-21 18:30:00,10.2,1.8,2.13,2.1,0.034,16.96,76,7.93,216.7
2022-06-21 18:35:00,19.49,3.14,2.19,2.16,0.033,16.93,78,7.67,237.6
2022-06-21 18:40:00,5.61,0.46,2.08,2.04,0.037,17.14,77,4.5,262
2022-06-21 18:45:00,1.92,0.34,2.07,2.04,0.029,17.18,81,8.5,61.84
2022-06-21 18:50:00,1.73,0.62,2.11,2.09,0.027,16.89,83,8.92,3.5
2022-06-21 18:55:00,0.91,1,2.14,2.11,0.029,16.8,83,6.05,318.8
2022-06-21 19:00:00,0.76,1.42,2.17,2.11,0.055,16.8,82,3.5,302.9
2022-06-21 19:05:00,0.62,0.65,2.14,2.08,0.06,16.98,81,4.94,5.38
2022-06-21 19:10:00,0.42,0.68,2.13,2.06,0.065,17.16,80,3.32,309.8
2022-06-21 19:15:00,0.46,0.7,2.13,2.06,0.071,17.04,83,4.49,30.93
2022-06-21 19:20:00,0.38,0.51,2.15,2.07,0.074,16.93,83,3.54,317.6
2022-06-21 19:25:00,0.22,0.67,2.14,2.08,0.064,16.9,83,2.98,306.2
2022-06-21 19:30:00,0.28,0.51,2.16,2.09,0.067,16.93,83,6,291.3
2022-06-21 19:35:00,0.32,0.68,2.12,2.08,0.037,17.39,81,10.41,256.2
2022-06-21 19:40:00,0.76,0.41,2.13,2.08,0.045,17.43,81,9.27,246.3
2022-06-21 19:45:00,1.04,0.36,2.11,2.08,0.031,17.44,77,7.57,236.5
2022-06-21 19:50:00,1.62,0.55,2.1,2.06,0.038,17.5,75,3.85,235.1
2022-06-21 19:55:00,5.18,0.59,2.1,2.07,0.024,17.53,76,3.5,149
2022-06-21 20:00:00,11.09,1.69,2.2,2.14,0.051,17.5,76,3.8,153.1
2022-06-21 20:05:00,9.24,1.81,2.21,2.17,0.038,17.37,77,3.47,208
2022-06-21 20:10:00,6.73,0.88,2.15,2.11,0.031,17.37,74,8,235.5
2022-06-21 20:15:00,1.88,0.25,2.05,2.03,0.024,17.72,71,7.92,277
2022-06-21 20:20:00,0.92,0,2.04,2.03,0.013,17.7,70,6.92,286.2
2022-06-21 20:25:00,0.85,0,2.06,2.04,0.018,17.66,72,3.82,263.3
2022-06-21 20:30:00,0.91,0.01,2.07,2.04,0.028,17.46,73,3.9,264.4
2022-06-21 20:35:00,0.53,0.02,2.06,2.03,0.025,17.26,73,4.17,289.8
2022-06-21 20:40:00,0.46,0.12,2.05,2.03,0.019,17.27,73,5.85,304
2022-06-21 20:45:00,0.42,0.08,2.06,2.04,0.027,17.21,74,7.68,305.5
2022-06-21 20:50:00,0.44,0.21,2.06,2.04,0.022,17.16,75,5.77,313.7
2022-06-21 20:55:00,0.52,0.31,2.09,2.07,0.02,17.15,75,6.47,315
2022-06-21 21:00:00,2.08,0.11,2.14,2.09,0.049,17.15,71,6.46,295.7
2022-06-21 21:05:00,2.27,0.15,2.12,2.09,0.027,17.24,71,7,300.9
2022-06-21 21:10:00,1.23,0.17,2.17,2.13,0.044,17.17,70,8.39,309.4
2022-06-21 21:15:00,0.57,0.16,2.23,2.18,0.049,17.06,72,4.18,305.9
2022-06-21 21:20:00,0.77,0.16,2.21,2.17,0.039,16.96,72,2.31,316.9
2022-06-21 21:25:00,1.59,0.2,2.17,2.13,0.04,16.81,75,3.7,165.5
2022-06-21 21:30:00,2.36,0.57,2.15,2.12,0.03,16.45,78,4.52,147.6
2022-06-21 21:35:00,2.16,0.29,2.19,2.14,0.044,16.3,79,2.71,25.95
2022-06-21 21:40:00,1.66,0.42,2.19,2.17,0.024,16.2,81,3.62,321.7
2022-06-21 21:45:00,1.28,0.24,2.25,2.2,0.046,16.38,80,2.46,352
2022-06-21 21:50:00,1.07,0.27,2.24,2.21,0.024,16.14,80,2.72,309.6
2022-06-21 21:55:00,1.72,0.27,2.22,2.16,0.056,15.86,82,5.71,246.4
2022-06-21 22:00:00,5.45,0.14,2.23,2.17,0.052,16.07,79,6.46,221.7
2022-06-21 22:05:00,9.35,0.57,2.24,2.2,0.044,15.99,79,4.38,200.6
2022-06-21 22:10:00,51.85,10.15,2.47,2.41,0.066,16.04,78,4.25,206.4
2022-06-21 22:15:00,67.43,10.43,2.77,2.69,0.079,16.16,77,4.79,227.7
2022-06-21 22:20:00,36.07,4.87,2.42,2.36,0.062,16.31,76,3.94,199.9
2022-06-21 22:25:00,40,8.37,2.65,2.57,0.082,16,82,4.61,141.2
2022-06-21 22:30:00,17.61,3.1,2.38,2.32,0.067,15.79,83,4.11,192.1
2022-06-21 22:35:00,13.19,2.52,2.32,2.26,0.062,15.86,81,3.92,142.2
2022-06-21 22:40:00,10.45,2.81,2.34,2.29,0.048,15.65,84,4.33,141.6
2022-06-21 22:45:00,7.81,2.84,2.37,2.3,0.064,15.36,86,3.34,170.7
2022-06-21 22:50:00,6.1,1.87,2.34,2.27,0.07,15.22,88,4.08,140.5
2022-06-21 22:55:00,4.95,1.43,2.29,2.25,0.042,15.06,89,5.35,132.5
2022-06-21 23:00:00,3.96,1.68,2.32,2.25,0.065,14.77,89,2.77,167.3
2022-06-21 23:05:00,3.96,1.15,2.32,2.27,0.055,14.65,90,3.48,179.8
2022-06-21 23:10:00,2.9,1.42,2.32,2.26,0.058,14.42,90,5.91,147
2022-06-21 23:15:00,2.47,0.97,2.39,2.32,0.063,14.3,90,4.56,166.8
2022-06-21 23:20:00,3,0.6,2.4,2.33,0.071,14.77,86,2.4,277.3
2022-06-21 23:25:00,3.14,0.59,2.4,2.32,0.08,15.26,86,7.59,15.14
2022-06-21 23:30:00,2.68,0.59,2.37,2.3,0.073,15.32,85,5.28,0.53
2022-06-21 23:35:00,2.08,0.89,2.37,2.3,0.064,15.14,87,5.93,65.12
2022-06-21 23:40:00,1.58,0.49,2.32,2.27,0.056,15,88,5.25,347.8
2022-06-21 23:45:00,1.24,0.65,2.3,2.25,0.052,14.92,87,6.21,123.8
2022-06-21 23:50:00,1.14,0.66,2.31,2.25,0.06,14.46,89,5.36,251.5
2022-06-21 23:55:00,1.41,0.6,2.32,2.28,0.038,14.7,88,4.4,234.1
2022-06-22 00:00:00,3.92,0.67,2.34,2.28,0.055,14.48,88,5.41,175.4
2022-06-22 00:05:00,3.87,0.89,2.32,2.26,0.068,14.37,86,3.06,196.1
2022-06-22 00:10:00,4.89,1.24,2.37,2.28,0.097,14.78,84,5.53,162.2
2022-06-22 00:15:00,3.62,1.25,2.4,2.29,0.105,14.53,87,4.84,151.9
2022-06-22 00:20:00,2.45,0.75,2.39,2.3,0.096,14.43,89,6.58,117.3
2022-06-22 00:25:00,1.61,0.73,2.4,2.31,0.088,13.98,91,8.57,123.2
2022-06-22 00:30:00,1.36,1.06,2.4,2.3,0.1,13.84,92,7.38,147.5
2022-06-22 00:35:00,1.54,0.99,2.36,2.27,0.094,14.05,91,7.16,152.9
2022-06-22 00:40:00,1.84,0.98,2.35,2.26,0.089,14.23,90,8.08,162.1
2022-06-22 00:45:00,1.98,0.68,2.44,2.33,0.11,14.7,88,8.18,163.5
2022-06-22 00:50:00,2.01,0.71,2.5,2.39,0.11,14.87,87,7.84,172.1
2022-06-22 00:55:00,1.77,0.82,2.45,2.35,0.103,14.92,87,8.67,167.4
2022-06-22 01:00:00,1.77,0.67,Z/S,Z/S,Z/S,14.79,87,7.53,167.8
2022-06-22 01:05:00,Z/S,0.77,Z/S,Z/S,Z/S,14.59,88,6.48,156.2
2022-06-22 01:10:00,Z/S,0.85,Z/S,Z/S,Z/S,14.43,89,6.33,156.9
2022-06-22 01:15:00,Z/S,0.79,Z/S,Z/S,Z/S,14.41,90,6.58,152.7
2022-06-22 01:20:00,Z/S,0.8,Z/S,Z/S,Z/S,14.36,90,5.16,149
2022-06-22 01:25:00,Z/S,0.75,Z/S,Z/S,Z/S,14.34,90,4.92,140.3
2022-06-22 01:30:00,Z/S,0.78,Z/S,Z/S,Z/S,14.33,90,4.24,153.9
2022-06-22 01:35:00,Z/S,0.66,Z/S,Z/S,Z/S,14.25,89,4.59,157.5
2022-06-22 01:40:00,Z/S,0.44,Z/S,Z/S,Z/S,14.21,88,4.52,163.8
2022-06-22 01:45:00,Z/S,0.68,Z/S,Z/S,Z/S,14.12,88,4.19,173.5
2022-06-22 01:50:00,Z/S,0.72,Z/S,Z/S,Z/S,14.34,87,4.82,249.7
2022-06-22 01:55:00,Z/S,1.06,Z/S,Z/S,Z/S,14.58,86,4.01,305.9
2022-06-22 02:00:00,Z/S,1.15,Z/S,Z/S,Z/S,14.51,86,4.21,307.6
2022-06-22 02:05:00,2.24,Z/S,2.43,2.33,0.097,14.56,87,3.88,330.8
2022-06-22 02:10:00,2.11,Z/S,2.4,2.31,0.089,14.46,87,3.99,336.5
2022-06-22 02:15:00,1.91,Z/S,2.4,2.33,0.076,14.3,88,4.53,333.3
2022-06-22 02:20:00,1.28,Z/S,2.39,2.31,0.079,14.21,87,5.09,349.5
2022-06-22 02:25:00,0.87,Z/S,2.33,2.25,0.074,14.13,87,3.36,299.3
2022-06-22 02:30:00,1.37,Z/S,2.22,2.17,0.045,13.75,89,4.01,243.4
2022-06-22 02:35:00,2.22,Z/S,2.21,2.17,0.047,13.74,89,4.01,248.2
2022-06-22 02:40:00,3.87,Z/S,2.22,2.16,0.061,13.74,89,4.59,251.8
2022-06-22 02:45:00,3.98,Z/S,2.22,2.17,0.051,13.64,89,3.57,268.7
2022-06-22 02:50:00,3.83,Z/S,2.22,2.17,0.054,13.7,90,2.23,320.8
2022-06-22 02:55:00,4.04,Z/S,2.21,2.17,0.045,13.76,90,2.56,111.6
2022-06-22 03:00:00,2.07,Z/S,2.22,2.17,0.049,13.51,91,6.75,89.7
2022-06-22 03:05:00,1.4,0.67,2.39,2.31,0.075,13.27,93,2.61,204.8
2022-06-22 03:10:00,1.19,0.34,2.36,2.29,0.074,13.39,93,3.29,233.7
2022-06-22 03:15:00,1.53,0.49,2.3,2.24,0.066,13.57,91,3.96,234.8
2022-06-22 03:20:00,1.68,0.73,2.31,2.25,0.065,13.57,91,2.19,218.4
2022-06-22 03:25:00,1.91,0.68,2.31,2.25,0.057,13.59,92,2.3,117.2
2022-06-22 03:30:00,1.39,0.65,2.34,2.27,0.065,13.33,92,4.57,126.5
2022-06-22 03:35:00,1.05,0.76,2.38,2.3,0.078,13.06,94,2.99,164.2
2022-06-22 03:40:00,0.88,0.5,2.43,2.36,0.072,13.03,95,4.07,142.6
2022-06-22 03:45:00,0.59,0.73,2.46,2.38,0.081,13.13,95,2.45,220.9
2022-06-22 03:50:00,0.99,0.68,2.47,2.39,0.079,13.23,95,0.78,301
2022-06-22 03:55:00,0.86,0.9,2.48,2.39,0.084,13.26,95,2.91,167.6
2022-06-22 04:00:00,0.63,0.87,2.42,2.34,0.082,13.08,95,5.58,98.1
2022-06-22 04:05:00,0.61,0.71,2.42,2.34,0.078,12.93,95,3.15,171.1
2022-06-22 04:10:00,0.72,0.64,2.42,2.34,0.078,13,95,1.96,170.4
2022-06-22 04:15:00,0.58,0.41,2.44,2.36,0.083,13,94,3.08,86.9
2022-06-22 04:20:00,0.65,0.49,2.48,2.39,0.084,13.11,93,1.93,61.55
2022-06-22 04:25:00,0.54,0.73,2.48,2.39,0.087,13.1,93,1.76,2.18
2022-06-22 04:30:00,0.4,0.79,2.47,2.39,0.086,13.15,93,1.81,209.4
2022-06-22 04:35:00,0.45,0.56,2.43,2.35,0.083,13.18,94,3.07,259
2022-06-22 04:40:00,0.73,0.51,2.44,2.35,0.086,13.38,93,0.8,283
2022-06-22 04:45:00,0.53,0.65,2.45,2.36,0.091,13.5,92,2.48,317.4
2022-06-22 04:50:00,0.64,0.9,2.46,2.38,0.084,13.64,92,0.28,258.5
2022-06-22 04:55:00,0.66,0.69,2.46,2.36,0.091,13.76,92,1.34,359.5
2022-06-22 05:00:00,0.38,0.51,2.48,2.39,0.086,13.8,92,4.81,88.2
2022-06-22 05:05:00,0.24,0.81,2.47,2.39,0.081,13.83,92,2.97,101.9
2022-06-22 05:10:00,0.39,0.54,2.46,2.38,0.081,13.9,92,2.29,83.8
2022-06-22 05:15:00,0.35,0.52,2.46,2.38,0.087,13.9,92,2.95,118.9
2022-06-22 05:20:00,0.61,0.82,2.47,2.38,0.086,13.88,93,2.93,135.8
2022-06-22 05:25:00,0.47,0.51,2.48,2.39,0.088,13.83,93,3.25,145.2
2022-06-22 05:30:00,0.38,0.71,2.49,2.41,0.085,13.84,93,4.5,128.6
2022-06-22 05:35:00,0.33,0.82,2.51,2.42,0.088,13.9,94,5.27,142.3
2022-06-22 05:40:00,0.45,0.93,2.54,2.45,0.09,13.9,95,4.64,127.9
2022-06-22 05:45:00,0.55,0.76,2.6,2.5,0.097,14.07,94,4.23,155.3
2022-06-22 05:50:00,0.49,0.89,2.51,2.42,0.093,14.29,93,4.17,153.8
2022-06-22 05:55:00,0.45,0.87,2.4,2.31,0.085,14.47,93,5.69,148.3
2022-06-22 06:00:00,0.47,1.12,2.33,2.24,0.089,14.6,91,6.12,142.4
2022-06-22 06:05:00,0.84,1.01,2.36,2.27,0.094,14.71,91,4.22,142.8
2022-06-22 06:10:00,0.82,0.95,2.4,2.3,0.096,14.8,91,3.71,163.2
2022-06-22 06:15:00,0.6,0.93,2.4,2.3,0.099,14.8,91,4.68,149.9
2022-06-22 06:20:00,0.81,1.21,2.34,2.24,0.093,14.8,91,4.95,154.5
2022-06-22 06:25:00,0.65,1.01,2.27,2.18,0.09,14.8,92,5.09,150.8
2022-06-22 06:30:00,0.69,0.9,2.25,2.16,0.083,14.79,92,4.36,154.7
2022-06-22 06:35:00,0.36,0.64,2.21,2.14,0.074,14.79,92,3.99,163.4
2022-06-22 06:40:00,0.4,0.93,2.2,2.14,0.065,14.8,93,4.26,149.6
2022-06-22 06:45:00,0.3,0.63,2.18,2.13,0.055,14.71,92,4.13,143.8
2022-06-22 06:50:00,0.36,0.93,2.21,2.14,0.071,14.74,93,4.88,156.3
2022-06-22 06:55:00,0.3,0.98,2.22,2.15,0.072,14.69,93,4.3,148
2022-06-22 07:00:00,0.12,1.01,2.27,2.19,0.084,14.6,93,6.38,140.1
2022-06-22 07:05:00,0.28,1.15,2.33,2.23,0.101,14.68,93,6.14,140.3
2022-06-22 07:10:00,0.22,1.18,2.3,2.21,0.088,14.78,93,5.24,143.9
2022-06-22 07:15:00,0.32,0.94,2.29,2.2,0.093,14.94,93,5.62,142.3
2022-06-22 07:20:00,0.23,0.93,2.27,2.18,0.091,15.05,93,3.74,156.6
2022-06-22 07:25:00,0.27,1.04,2.27,2.18,0.089,15.13,93,5.08,151.1
2022-06-22 07:30:00,0.41,1.13,2.26,2.18,0.084,15.24,92,4.95,150.5
2022-06-22 07:35:00,0.34,1.18,2.3,2.21,0.091,15.38,92,4.34,160.1
2022-06-22 07:40:00,0.22,1.34,2.3,2.22,0.085,15.82,91,4.82,151
2022-06-22 07:45:00,0.59,1.24,2.29,2.2,0.087,16.24,87,5.28,151.2
