Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS507, L1, 5Mn
Exported On:,2022/08/24,11:07
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), NO (ppb), NO2 (ppb), NOx (ppb), THC (ppm), Temperature (deg. C), Relative Humidity (%), Wind Speed (km/h), Wind Dir (deg)
2022-05-28 19:50:00,-0.52,-0.24,2.69,0.02,2.71,2.09,15.56,47,4.48,69.89
2022-05-28 19:55:00,-0.73,-0.1,2.74,0.04,2.77,2.14,15.46,49,3.91,79.62
2022-05-28 20:00:00,-0.65,-0.12,2.82,0,2.81,2.13,15.58,48,3.84,92.7
2022-05-28 20:05:00,-0.62,-0.07,2.91,-0.02,2.89,2.06,15.78,47,4.17,109.1
2022-05-28 20:10:00,-0.41,-0.17,2.87,-0.06,2.81,2.09,15.53,49,3.22,105.3
2022-05-28 20:15:00,-0.65,-0.06,2.83,-0.13,2.7,2.11,15.44,50,4.08,111.3
2022-05-28 20:20:00,-0.6,-0.05,2.71,-0.12,2.59,2.14,15.34,57,3.74,117.6
2022-05-28 20:25:00,-0.73,-0.12,2.52,0.06,2.58,2.11,14.93,55,3.63,125.8
2022-05-28 20:30:00,-0.78,-0.1,2.55,0.05,2.59,2.12,14.6,54,3.69,120.5
2022-05-28 20:35:00,-0.57,-0.23,2.56,0.09,2.65,2.12,13.13,61,4.43,105.4
2022-05-28 20:40:00,-0.51,-0.09,2.61,0.07,2.67,2.09,12.29,59,5.69,105.1
2022-05-28 20:45:00,-0.86,-0.23,2.55,0.11,2.66,2.09,12.38,59,6.07,100.7
2022-05-28 20:50:00,-0.6,-0.11,2.61,0.13,2.75,2.12,12.14,59,6.1,109.3
2022-05-28 20:55:00,-0.6,-0.14,2.68,0.08,2.76,2.15,11.85,61,5.91,133.6
2022-05-28 21:00:00,-0.59,-0.09,2.66,0.06,2.72,2.11,10.51,66,6.56,139.8
2022-05-28 21:05:00,-0.61,-0.12,2.66,0.05,2.71,2.1,10.01,71,5.71,127
2022-05-28 21:10:00,-0.43,-0.2,2.67,0.01,2.69,2.14,9.62,74,5.41,129.2
2022-05-28 21:15:00,-0.44,-0.13,2.77,-0.02,2.75,2.11,9.67,70,5.02,141.5
2022-05-28 21:20:00,-0.46,-0.13,2.72,-0.01,2.71,2.12,9.6,71,4.56,145.8
2022-05-28 21:25:00,-0.26,0.02,2.75,0.01,2.76,2.1,9.46,71,4.49,145.7
2022-05-28 21:30:00,-0.39,0.03,2.76,0.07,2.82,2.13,9.66,70,5.41,146
2022-05-28 21:35:00,-0.32,-0.01,2.74,0.06,2.8,2.11,9.59,70,5.55,142.7
2022-05-28 21:40:00,-0.18,0.05,2.62,0.27,2.89,2.08,9.4,71,5.75,138.4
2022-05-28 21:45:00,-0.41,-0.08,2.76,0.1,2.87,2.1,9.1,72,5.46,131.4
2022-05-28 21:50:00,-0.74,-0.17,2.76,0.12,2.87,2.11,8.72,72,5.54,131.5
2022-05-28 21:55:00,-0.75,-0.11,2.75,0.16,2.91,2.11,8.51,74,6.25,136.3
2022-05-28 22:00:00,-0.68,-0.15,2.75,0.18,2.93,2.06,8.41,74,6.03,133.9
2022-05-28 22:05:00,-0.66,-0.09,2.79,0.13,2.92,2.04,8.2,74,5.84,139
2022-05-28 22:10:00,-0.54,-0.21,2.77,0.26,3.02,2.05,8.11,74,6.09,144.3
2022-05-28 22:15:00,-0.65,-0.07,2.75,0.57,3.32,2.11,8.35,74,6.92,148.8
2022-05-28 22:20:00,-0.59,0,2.8,1,3.8,2.12,8.67,72,7.2,150.2
2022-05-28 22:25:00,-0.59,-0.03,2.71,0.84,3.54,2.14,8.92,72,7.36,153.4
2022-05-28 22:30:00,-0.81,-0.09,2.71,0.66,3.37,2.13,9,71,8.04,153.8
2022-05-28 22:35:00,-0.54,-0.07,2.8,0.51,3.31,2.12,9.09,71,8.38,149.8
2022-05-28 22:40:00,-0.46,-0.02,2.83,0.33,3.16,2.13,9.2,70,7.57,145.2
2022-05-28 22:45:00,-0.56,-0.09,2.68,0.37,3.05,2.1,9.3,70,7.11,143.9
2022-05-28 22:50:00,-0.4,0.02,2.6,0.29,2.89,2.09,9.3,70,6.43,154
2022-05-28 22:55:00,-0.5,-0.01,2.77,0.12,2.89,2.11,9.23,70,4.61,150.3
2022-05-28 23:00:00,-0.69,-0.11,2.82,0.24,3.06,2.13,8.93,73,4.61,146.5
2022-05-28 23:05:00,-0.71,0,2.83,0.25,3.08,2.53,8.62,77,4.16,146.6
2022-05-28 23:10:00,-0.55,-0.04,2.84,0.27,3.11,2.44,8.4,77,4.65,142.8
2022-05-28 23:15:00,-0.38,-0.04,2.79,0.21,3,2.27,8.28,75,4.78,146.1
2022-05-28 23:20:00,-0.59,-0.2,2.8,0.05,2.85,2.29,8.27,75,4.02,156.3
2022-05-28 23:25:00,-0.55,-0.06,2.64,0.17,2.82,2.32,8.54,74,2.05,201.1
2022-05-28 23:30:00,-0.58,-0.08,2.69,0.26,2.94,2.38,8.4,75,5.72,270.8
2022-05-28 23:35:00,-0.55,-0.04,2.75,0.15,2.9,2.21,8.68,78,13.82,300.4
2022-05-28 23:40:00,-0.35,0.13,2.73,0.53,3.26,2.21,10.19,70,12.49,323.9
2022-05-28 23:45:00,-0.33,0.11,2.82,0.73,3.56,2.53,10.55,72,7.5,353.8
2022-05-28 23:50:00,0.05,0.05,2.79,0.78,3.57,2.69,10.27,76,6.65,351.9
2022-05-28 23:55:00,0.15,0.09,2.62,0.99,3.6,2.73,9.91,77,9.75,356.9
2022-05-29 00:00:00,0.06,-0.07,2.59,0.83,3.42,Z/S,10.1,76,9.23,12.58
2022-05-29 00:05:00,Z/S,0.05,2.6,0.62,3.22,Z/S,9.78,78,7.36,12.45
2022-05-29 00:10:00,Z/S,-0.05,2.6,0.54,3.15,Z/S,9.25,81,3.94,8.15
2022-05-29 00:15:00,Z/S,-0.17,2.64,0.48,3.12,Z/S,8.39,83,3.9,203.1
2022-05-29 00:20:00,Z/S,-0.05,2.68,0.45,3.13,Z/S,8.26,84,2.45,266.7
2022-05-29 00:25:00,Z/S,-0.03,2.69,0.49,3.18,Z/S,7.76,85,3.32,259.1
2022-05-29 00:30:00,Z/S,-0.05,2.75,0.43,3.18,Z/S,7.21,88,11.66,235.7
2022-05-29 00:35:00,Z/S,-0.01,2.77,0.39,3.16,Z/S,8.07,85,11.23,238.4
2022-05-29 00:40:00,Z/S,-0.05,2.79,0.27,3.06,Z/S,8.35,83,10.18,249.9
2022-05-29 00:45:00,Z/S,-0.04,2.79,0.28,3.08,Z/S,8.48,84,11.74,275.8
2022-05-29 00:50:00,Z/S,0.21,2.74,0.42,3.16,Z/S,9.33,81,12.18,312.2
2022-05-29 00:55:00,Z/S,-0.02,2.69,0.34,3.03,Z/S,9.54,84,12.34,340.8
2022-05-29 01:00:00,Z/S,0.09,2.66,0.21,2.87,Z/S,9.21,86,14.35,347.1
2022-05-29 01:05:00,-0.2,Z/S,2.55,0.19,2.74,2.33,9.36,84,11.43,348.4
2022-05-29 01:10:00,-0.09,Z/S,2.59,0.14,2.73,2.52,9.64,83,10.25,347.5
2022-05-29 01:15:00,0.2,Z/S,2.61,0.2,2.8,2.35,9.55,83,9.17,350.9
2022-05-29 01:20:00,0,Z/S,2.65,0.37,3.02,2.4,9.37,84,8.28,350.2
2022-05-29 01:25:00,0.11,Z/S,2.7,0.26,2.95,2.58,9.4,84,6.4,5.15
2022-05-29 01:30:00,-0.12,Z/S,2.73,0.21,2.95,2.19,8.99,85,6.32,15.7
2022-05-29 01:35:00,0.08,Z/S,2.71,0.28,2.99,2.56,8.91,86,5.2,20.1
2022-05-29 01:40:00,0.08,Z/S,2.65,0.28,2.93,2.11,8.24,88,6.07,37.7
2022-05-29 01:45:00,-0.11,Z/S,2.66,0.21,2.87,2.1,7.87,89,6.55,60.52
2022-05-29 01:50:00,-0.25,Z/S,2.7,0.12,2.82,2.08,7.52,91,5.79,98.3
2022-05-29 01:55:00,-0.15,Z/S,2.71,0.07,2.78,2.08,7.31,92,5.8,115.5
2022-05-29 02:00:00,-0.16,0.06,2.8,0.17,2.97,2.07,7.26,93,5.22,106
2022-05-29 02:05:00,-0.24,-0.02,2.8,0.21,3.01,2.22,7.51,94,2.52,340.2
2022-05-29 02:10:00,-0.32,-0.04,2.8,0.13,2.93,2.17,7.22,92,2.89,175.3
2022-05-29 02:15:00,-0.38,0.08,2.74,0.07,2.81,2.15,6.87,94,6.83,140.3
2022-05-29 02:20:00,-0.27,-0.05,2.74,0.04,2.77,2.1,6.83,95,8.12,123
2022-05-29 02:25:00,-0.21,-0.02,2.72,0.13,2.85,2.12,7.17,94,6.2,124.6
2022-05-29 02:30:00,-0.22,-0.06,2.68,0.2,2.88,2.12,7.23,93,7.2,130.3
2022-05-29 02:35:00,-0.33,-0.06,2.65,0.23,2.87,2.09,7.2,93,8.5,129.8
2022-05-29 02:40:00,-0.32,-0.07,2.68,0.13,2.8,2.1,7.26,92,5.01,116.5
2022-05-29 02:45:00,-0.28,-0.06,2.72,0.09,2.81,2.25,7.29,92,2.7,305.3
2022-05-29 02:50:00,-0.52,0.03,2.76,0.07,2.83,2.21,7.15,93,2.57,330.3
2022-05-29 02:55:00,-0.35,0.03,2.82,0.1,2.92,2.37,7.49,92,2.57,44.6
2022-05-29 03:00:00,-0.49,-0.02,2.78,0.07,2.86,2.46,7.5,91,2.79,346
2022-05-29 03:05:00,-0.51,-0.06,2.62,0.15,2.77,2.31,7.23,92,1.69,10.81
2022-05-29 03:10:00,-0.57,0.01,2.61,0.01,2.62,2.22,6.43,93,2.2,214.9
2022-05-29 03:15:00,-0.48,-0.09,2.7,0.01,2.71,2.09,6.11,94,1.8,182
2022-05-29 03:20:00,-0.61,-0.09,2.73,0.06,2.79,2.14,5.94,95,1.99,171.4
2022-05-29 03:25:00,-0.36,-0.11,2.81,-0.05,2.76,2.18,5.26,93,1.92,221.8
2022-05-29 03:30:00,-0.51,-0.05,2.72,-0.02,2.7,2.13,5.52,96,2.28,235
2022-05-29 03:35:00,-0.44,-0.1,2.68,0.04,2.72,2.19,5.26,96,3.68,217.8
2022-05-29 03:40:00,-0.31,0.01,2.78,-0.07,2.71,2.15,5.02,96,5.41,195.1
2022-05-29 03:45:00,-0.35,-0.06,2.77,0,2.78,2.12,4.92,96,7.25,188.8
2022-05-29 03:50:00,-0.14,-0.07,2.85,-0.03,2.82,2.22,4.7,96,7.81,184.3
2022-05-29 03:55:00,-0.23,0,2.86,-0.07,2.79,2.22,4.64,96,6.29,184
2022-05-29 04:00:00,-0.33,0.19,2.78,0,2.78,2.25,4.57,96,4.8,219.3
2022-05-29 04:05:00,-0.22,0.15,Z/S,Z/S,Z/S,2.38,5.53,97,13.56,303.8
2022-05-29 04:10:00,-0.01,0.15,Z/S,Z/S,Z/S,2.23,6.88,95,9.26,306.9
2022-05-29 04:15:00,-0.34,0.07,Z/S,Z/S,Z/S,2.31,6.94,93,11.33,304.9
2022-05-29 04:20:00,-0.38,0.07,Z/S,Z/S,Z/S,2.26,6.86,91,5.74,275.2
2022-05-29 04:25:00,-0.29,0.04,Z/S,Z/S,Z/S,2.22,6.54,91,5.56,280.2
2022-05-29 04:30:00,-0.6,0.64,Z/S,Z/S,Z/S,2.33,6.33,91,5.18,263.8
2022-05-29 04:35:00,-0.49,0.44,Z/S,Z/S,Z/S,2.23,6.43,91,4.13,257.6
2022-05-29 04:40:00,-0.46,0.26,Z/S,Z/S,Z/S,2.23,6.53,90,4.95,289.5
2022-05-29 04:45:00,-0.43,0.74,Z/S,Z/S,Z/S,2.52,6.42,90,6.07,298.7
2022-05-29 04:50:00,-0.64,0.92,Z/S,Z/S,Z/S,2.28,6.64,90,5.2,275.8
2022-05-29 04:55:00,-0.27,1,Z/S,Z/S,Z/S,2.27,6.82,90,5.22,276.2
2022-05-29 05:00:00,-0.29,0.74,2.73,1.64,4.36,2.26,6.99,89,8.62,285.7
2022-05-29 05:05:00,-0.4,0.26,2.79,1.28,4.07,2.17,7.34,88,9.83,288.8
2022-05-29 05:10:00,-0.68,-0.09,2.82,0.64,3.46,2.21,7.47,88,9.17,296
2022-05-29 05:15:00,-0.46,-0.01,2.84,0.46,3.29,2.17,7.5,89,10.84,300.3
2022-05-29 05:20:00,-0.37,-0.01,2.89,0.45,3.34,2.14,7.41,90,11.31,302.9
2022-05-29 05:25:00,-0.54,0.06,2.85,0.37,3.21,2.16,7.35,90,11.27,299.3
2022-05-29 05:30:00,-0.36,-0.05,2.82,0.45,3.27,2.13,7.4,90,11.48,304.5
2022-05-29 05:35:00,-0.43,-0.06,2.89,0.76,3.65,2.18,7.43,89,11.47,305.1
2022-05-29 05:40:00,-0.15,-0.06,3.05,1.13,4.17,2.19,7.55,88,10.52,306.1
2022-05-29 05:45:00,-0.21,-0.08,3.14,1.51,4.64,2.2,7.6,86,10.94,310.3
2022-05-29 05:50:00,-0.19,-0.05,3.24,1.78,5.02,2.2,7.65,86,8.69,310.6
2022-05-29 05:55:00,-0.22,-0.05,3.24,1.91,5.15,2.19,7.83,84,10.6,311.9
2022-05-29 06:00:00,-0.34,0.01,3.2,2.1,5.3,2.2,8.02,83,9.65,301.3
2022-05-29 06:05:00,-0.31,-0.11,3.49,2.3,5.79,2.21,8.19,80,10.54,303.2
2022-05-29 06:10:00,-0.25,-0.07,3.68,2.54,6.21,2.2,8.34,79,12.68,297.8
2022-05-29 06:15:00,-0.5,-0.06,3.15,1.33,4.48,2.17,8.3,79,14.05,295.9
2022-05-29 06:20:00,-0.47,-0.19,2.81,0.31,3.12,2.16,8.35,79,14.13,293.8
2022-05-29 06:25:00,-0.59,-0.09,2.81,0.18,2.98,2.14,8.43,79,13.54,297.3
2022-05-29 06:30:00,-0.63,-0.1,2.86,0.14,3,2.14,8.61,79,12.95,288.1
2022-05-29 06:35:00,-0.44,-0.08,2.84,0.25,3.09,2.16,8.67,78,13.51,287.4
2022-05-29 06:40:00,-0.63,0.1,2.91,0.35,3.26,2.17,8.7,77,14.28,284.9
2022-05-29 06:45:00,-0.6,0.11,2.9,0.41,3.31,2.16,8.8,77,14.19,292.6
2022-05-29 06:50:00,-0.59,0.03,2.87,0.35,3.22,2.15,8.73,76,17.03,293.7
2022-05-29 06:55:00,-0.6,0.11,2.81,0.31,3.12,2.17,8.92,77,15.96,288.7
2022-05-29 07:00:00,-0.65,0,2.87,0.47,3.34,2.18,8.9,77,17.74,291.3
2022-05-29 07:05:00,-0.59,0.04,2.78,0.34,3.12,2.15,8.9,75,18.6,295.4
2022-05-29 07:10:00,-0.38,-0.04,2.73,0.11,2.84,2.16,9.05,75,18.23,292.1
2022-05-29 07:15:00,-0.54,0.08,3.1,0.63,3.74,2.19,9.34,76,15.26,281.6
2022-05-29 07:20:00,-0.47,0.26,3.62,1.71,5.34,2.2,9.5,75,18.24,280.7
2022-05-29 07:25:00,-0.42,0.19,3.2,1.23,4.43,2.19,9.38,74,18.95,286
2022-05-29 07:30:00,-0.44,-0.02,2.72,0.38,3.1,2.22,9.38,74,15.48,292.8
2022-05-29 07:35:00,-0.49,-0.01,2.72,0.19,2.92,2.21,9.48,74,17.25,296.3
2022-05-29 07:40:00,-0.46,0.12,2.81,0.29,3.11,2.23,9.38,74,18.99,292
2022-05-29 07:45:00,-0.15,0.04,2.88,0.34,3.22,2.24,9.52,73,17.47,280.2
2022-05-29 07:50:00,-0.22,0.38,3.26,0.72,3.98,2.24,9.68,72,19.6,278.2
2022-05-29 07:55:00,-0.29,0.21,3.06,0.45,3.52,2.24,9.73,72,14.47,292.7
2022-05-29 08:00:00,-0.31,0.2,2.99,0.4,3.39,2.27,9.86,73,15.06,296.3
2022-05-29 08:05:00,-0.25,0.14,3.01,0.11,3.11,2.27,9.82,72,16.47,299.6
2022-05-29 08:10:00,-0.33,0.12,2.82,0.1,2.91,2.25,9.97,72,15.55,290.5
2022-05-29 08:15:00,-0.68,0.12,2.84,0.29,3.13,2.26,10.05,73,14.55,304.7
2022-05-29 08:20:00,2.31,0.28,3.02,0.48,3.5,2.2,10.22,72,14.02,290.5
2022-05-29 08:25:00,6.62,0.28,4.79,2.23,7.02,2.22,10.31,70,15.79,283.5
2022-05-29 08:30:00,16.05,0.35,6.01,3.34,9.36,2.26,10.47,70,17.34,280.1
2022-05-29 08:35:00,12.36,0.23,6.52,3.55,10.07,2.21,10.67,70,13.83,279.7
2022-05-29 08:40:00,17.56,0.19,7.43,3.88,11.32,2.22,10.81,69,15.94,278.2
2022-05-29 08:45:00,5.11,0.15,5.55,2.95,8.5,2.28,11.27,67,15.24,260
2022-05-29 08:50:00,5.91,0.3,4.43,1.8,6.24,2.23,11.37,66,16.6,274.9
2022-05-29 08:55:00,1.61,0.15,3.92,1.45,5.36,2.21,11.68,66,12.32,264.9
2022-05-29 09:00:00,13.53,0.24,5.03,2.56,7.6,2.23,11.41,66,16.94,269.3
2022-05-29 09:05:00,16.27,0.21,6.32,3.9,10.22,2.25,11.22,67,14.62,282.1
2022-05-29 09:10:00,15.49,0.18,7.29,4.11,11.4,2.22,11.17,66,17.51,286.7
2022-05-29 09:15:00,14.16,0.19,6.56,3.76,10.31,2.2,11.33,66,12.1,277.7
2022-05-29 09:20:00,3.11,0.1,4.27,2.01,6.28,2.19,11.77,65,14.17,279
2022-05-29 09:25:00,16.31,0.23,4.56,1.92,6.48,2.25,11.93,64,17.69,269.8
2022-05-29 09:30:00,21.37,0.13,7.84,4.82,12.66,2.26,11.92,63,14.33,256.1
2022-05-29 09:35:00,4.32,-0.1,5.57,3.37,8.94,2.17,11.82,64,14.82,271.9
2022-05-29 09:40:00,0.43,0.01,3.46,0.99,4.45,2.19,12.09,64,19.62,285.7
2022-05-29 09:45:00,0.75,-0.01,2.85,0.27,3.11,2.17,11.8,63,19.03,288.4
2022-05-29 09:50:00,4.3,0.08,3.17,0.48,3.65,2.2,12.08,64,20.42,282.1
2022-05-29 09:55:00,4.78,0.14,4.43,1.73,6.16,2.14,12.49,62,19.54,283.1
2022-05-29 10:00:00,0.09,-0.02,2.97,0.59,3.56,2.16,12.52,60,22.15,286.2
2022-05-29 10:05:00,10.06,0.1,4.37,1.73,6.09,2.17,12.75,59,19.18,276.3
2022-05-29 10:10:00,21.79,0.19,7.8,4.62,12.41,2.16,12.85,58,21.93,282.8
2022-05-29 10:15:00,44.04,0.2,10.4,6,16.4,2.14,12.61,58,19.36,270.7
2022-05-29 10:20:00,18.12,0.1,10.76,6.91,17.68,2.18,13.26,57,17.93,264.8
2022-05-29 10:25:00,13.88,0.16,7.58,4.41,11.99,2.19,13,57,18.32,271
2022-05-29 10:30:00,5.29,0.03,5.09,2.81,7.9,2.17,12.78,56,18.73,272.4
2022-05-29 10:35:00,1.6,-0.08,3.69,1.53,5.21,2.18,13.2,55,17.59,263.3
2022-05-29 10:40:00,16.94,0.09,4.33,1.69,6.03,2.21,13.24,53,18.58,278.4
2022-05-29 10:45:00,1.72,-0.06,6.16,3.29,9.45,2.17,13.55,53,16.89,260.7
2022-05-29 10:50:00,19.79,0.08,5.69,2.95,8.65,2.14,13.6,55,17.23,305
2022-05-29 10:55:00,0.05,-0.11,4.92,2.5,7.42,2.19,12.52,59,19.26,314.1
2022-05-29 11:00:00,-0.16,-0.24,2.91,0.2,3.1,2.17,12.39,58,19.29,297.5
2022-05-29 11:05:00,-0.28,-0.11,2.78,0.2,2.98,2.12,12.27,58,15.86,305.7
2022-05-29 11:10:00,-0.08,-0.12,2.81,0.2,3.01,2.16,12.79,58,12.93,294.3
2022-05-29 11:15:00,15.16,0.08,4.79,2.09,6.88,2.2,13.09,56,18.54,285.7
2022-05-29 11:20:00,0.04,-0.02,4.09,1.66,5.76,2.15,12.7,56,18.1,292.4
2022-05-29 11:25:00,16.5,-0.05,4.62,2.49,7.1,2.16,12.79,56,16.36,297.7
2022-05-29 11:30:00,0,-0.1,3.89,1.88,5.76,2.13,12.8,56,17.32,290.9
2022-05-29 11:35:00,-0.12,-0.17,2.76,0.08,2.84,2.18,12.86,56,17.76,289.8
2022-05-29 11:40:00,12.41,0.08,3.95,1.38,5.33,2.14,12.82,57,17.42,278.4
2022-05-29 11:45:00,3.3,0.08,4.79,2.64,7.43,2.14,12.69,58,18.65,289.8
2022-05-29 11:50:00,0.17,-0.15,2.87,0.44,3.31,2.18,12.35,60,17.84,298.2
2022-05-29 11:55:00,35.6,0.13,6.25,3.69,9.94,2.2,12.71,61,15.54,282
2022-05-29 12:00:00,1.82,0.12,7.67,5.41,13.08,2.15,12.39,60,16.94,291.7
2022-05-29 12:05:00,1.7,-0.02,3.09,0.42,3.51,2.17,12.16,60,15.32,293.7
2022-05-29 12:10:00,7.15,0.08,4.14,1.81,5.96,2.18,12.36,60,17.58,279.7
2022-05-29 12:15:00,13.26,0.07,4.49,2.87,7.36,2.19,12.09,60,15.94,277.7
2022-05-29 12:20:00,6.2,0.07,5.19,3.9,9.08,2.21,12.19,61,18.45,280.2
2022-05-29 12:25:00,0,0.07,3.51,1.56,5.08,2.17,12,62,17.6,288.3
2022-05-29 12:30:00,-0.1,-0.08,2.9,0.78,3.68,2.17,11.79,62,16.49,283.8
2022-05-29 12:35:00,-0.23,0.03,2.75,0.85,3.59,2.2,11.69,63,16.74,282.2
2022-05-29 12:40:00,-0.17,-0.05,2.7,0.57,3.27,2.18,11.67,63,12.88,311.7
2022-05-29 12:45:00,-0.32,-0.19,2.57,0.16,2.73,2.2,11.81,63,14.47,301.6
2022-05-29 12:50:00,-0.04,-0.14,2.6,0.05,2.65,2.13,12.11,61,11.55,288
2022-05-29 12:55:00,0.19,-0.17,2.77,0.47,3.24,2.15,12.28,61,12.75,280.6
2022-05-29 13:00:00,-0.09,-0.02,2.66,0.43,3.09,2.19,12.02,63,14.43,325.6
2022-05-29 13:05:00,-0.25,-0.24,2.61,0.21,2.82,2.23,12.18,63,11.49,328.6
2022-05-29 13:10:00,-0.36,-0.21,2.71,0.27,2.98,2.18,12,63,12.41,316.3
2022-05-29 13:15:00,-0.5,-0.21,2.63,0.21,2.84,2.16,12.14,62,13.74,316.2
2022-05-29 13:20:00,-0.49,-0.19,2.64,0.1,2.75,2.22,12.39,59,14.97,294.4
2022-05-29 13:25:00,-0.06,-0.08,2.76,0.09,2.85,2.17,13.06,59,14.19,291.9
2022-05-29 13:30:00,-0.45,-0.03,2.82,0.25,3.07,2.17,12.31,61,9.12,321.4
2022-05-29 13:35:00,-0.23,-0.16,2.82,0.2,3.02,2.17,12.66,62,12.21,302.3
2022-05-29 13:40:00,0.05,-0.17,2.83,0.15,2.97,2.19,12.68,61,12.42,307.2
2022-05-29 13:45:00,10.03,0.07,3.56,1.07,4.64,2.23,13,59,11.51,278.9
2022-05-29 13:50:00,0.63,-0.02,4.1,1.89,6,2.17,13.32,57,9.82,297.7
2022-05-29 13:55:00,1.63,-0.15,3.08,0.52,3.59,2.16,13.85,55,16.93,297.7
2022-05-29 14:00:00,-0.28,-0.03,2.87,0.32,3.19,2.16,13.2,54,14.35,308.6
2022-05-29 14:05:00,1.52,-0.27,2.7,0.29,2.99,2.21,13.63,54,11.73,296.7
2022-05-29 14:10:00,0.36,-0.1,2.97,0.68,3.65,2.19,14.14,52,17.1,291.2
2022-05-29 14:15:00,-0.42,-0.16,2.75,0.19,2.94,2.15,14.23,51,15.33,285.1
2022-05-29 14:20:00,0.87,-0.1,2.84,0.37,3.2,2.19,13.9,51,16.09,306.3
2022-05-29 14:25:00,-0.41,-0.24,2.72,0.18,2.9,2.18,13.57,53,19.77,302.2
2022-05-29 14:30:00,-0.36,-0.17,2.62,0.11,2.73,2.11,13.22,55,18.6,312.5
2022-05-29 14:35:00,-0.24,-0.11,2.7,0.18,2.88,2.14,13.28,57,17.47,317.5
2022-05-29 14:40:00,-0.46,-0.23,2.74,0.18,2.92,2.17,13.1,58,14.66,317.6
2022-05-29 14:45:00,-0.47,-0.23,2.82,0.16,2.98,2.22,13.35,57,13.24,343
2022-05-29 14:50:00,-0.38,-0.13,2.79,0.16,2.95,2.27,13.69,56,10.18,348.1
2022-05-29 14:55:00,-0.65,-0.21,2.72,0.02,2.73,2.23,13.87,55,14.66,349.5
2022-05-29 15:00:00,-0.46,-0.29,2.76,0.08,2.85,2.32,14.16,53,13.97,6.9
2022-05-29 15:05:00,-0.35,-0.09,2.85,0.01,2.86,2.36,14.37,53,13.69,356.2
2022-05-29 15:10:00,-0.4,-0.14,2.84,0,2.85,2.22,14.23,52,10.9,338.9
2022-05-29 15:15:00,-0.22,-0.25,2.77,0.21,2.98,2.14,14.7,53,15.27,287.9
2022-05-29 15:20:00,-0.43,-0.21,2.76,0.41,3.17,2.15,14.83,50,17.94,285.9
2022-05-29 15:25:00,-0.37,-0.16,2.96,0.29,3.25,2.13,14.74,49,19.24,295.8
2022-05-29 15:30:00,-0.24,-0.16,2.9,0.35,3.25,2.11,14.92,49,17.77,306.1
2022-05-29 15:35:00,-0.6,-0.21,2.94,0.34,3.28,2.13,14.15,50,17.02,306.2
2022-05-29 15:40:00,-0.32,-0.3,2.83,0.29,3.12,2.15,13.89,51,14.97,310.8
2022-05-29 15:45:00,-0.18,-0.24,2.88,0.37,3.25,2.13,14.15,52,15.87,309.2
2022-05-29 15:50:00,-0.2,-0.21,2.88,0.26,3.14,2.1,14.36,49,12.54,324.5
2022-05-29 15:55:00,-0.31,-0.18,2.8,0.16,2.95,2.19,14.24,49,14.81,332
2022-05-29 16:00:00,-0.43,-0.21,2.7,0.1,2.8,2.13,13.97,50,15.32,323.9
2022-05-29 16:05:00,-0.32,-0.17,2.68,0.13,2.8,2.19,14.38,50,13.17,339
2022-05-29 16:10:00,-0.25,-0.21,2.65,0.24,2.9,2.2,14.98,47,12.9,350.4
2022-05-29 16:15:00,-0.42,-0.21,2.67,0.22,2.89,2.16,15.17,47,16.23,327.8
2022-05-29 16:20:00,0.19,-0.22,2.63,0.1,2.72,2.2,15.03,47,17.47,338.3
2022-05-29 16:25:00,-0.1,-0.29,2.55,0.04,2.59,2.31,14.79,47,15.17,354.2
2022-05-29 16:30:00,-0.23,-0.34,2.53,0.07,2.6,2.3,14.75,47,15.39,358.9
2022-05-29 16:35:00,-0.2,-0.29,2.55,0.08,2.62,2.27,14.84,48,16.05,358.5
2022-05-29 16:40:00,-0.41,-0.34,2.6,0.15,2.74,2.19,15.05,47,15.81,342.2
2022-05-29 16:45:00,-0.4,-0.36,2.69,0.13,2.83,2.16,14.95,48,18.49,330.4
2022-05-29 16:50:00,-0.53,-0.47,2.7,0.1,2.79,2.13,14.86,49,15.59,329.8
2022-05-29 16:55:00,-0.46,-0.23,2.68,0.11,2.79,2.13,14.83,49,16.94,334.8
2022-05-29 17:00:00,-0.3,-0.27,2.7,0.08,2.78,2.18,14.53,50,15.18,342.7
2022-05-29 17:05:00,-0.54,-0.38,2.77,0.12,2.89,2.28,15.08,49,12.58,356.5
2022-05-29 17:10:00,-0.43,-0.15,2.79,0.13,2.92,2.23,15.32,48,16.69,330.2
2022-05-29 17:15:00,-0.26,-0.35,2.84,0.07,2.91,2.19,15.72,46,17.02,340.7
2022-05-29 17:20:00,-0.43,-0.22,2.91,0.04,2.95,2.21,15.4,47,14.13,340.4
2022-05-29 17:25:00,-0.22,-0.27,2.74,0.15,2.9,2.37,15.17,48,14.31,5.43
2022-05-29 17:30:00,-0.26,-0.31,2.73,0.12,2.85,2.29,14.82,50,14.35,356.3
2022-05-29 17:35:00,-0.13,-0.28,2.71,0.25,2.96,2.25,14.33,54,19.39,11.39
2022-05-29 17:40:00,0.02,-0.35,2.63,0.43,3.06,2.3,13.79,58,13.23,14.62
