Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS02, L1, 5Mn
Exported On:,2022/08/24,10:45
Date Range:,2010/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), NMHC (ppm), CH4 (ppm), Temp @ 2m (deg. C), RH (%), Wind Speed @ 10m (km/h), Wind Dir. @ 10m (deg.)
2022-06-12 02:05:00,0.55,1.06,2.06,0,2.06,14.01,75,3.09,232.3
2022-06-12 02:10:00,0.2,1.41,2.08,0,2.08,14.27,73,3.68,223.1
2022-06-12 02:15:00,0.03,1.29,2.06,0,2.06,13.93,75,2.64,181.9
2022-06-12 02:20:00,0.22,1.2,2.06,0,2.06,13.15,80,0.7,214.1
2022-06-12 02:25:00,0.04,1.23,2.06,0,2.06,12.79,82,0.83,107.4
2022-06-12 02:30:00,0.1,1.48,2.06,0,2.06,12.61,83,2.74,53.46
2022-06-12 02:35:00,0.2,1.73,2.07,0,2.07,12.41,83,3.39,74.04
2022-06-12 02:40:00,0.02,1.55,2.08,0,2.08,12.39,84,2.99,139.9
2022-06-12 02:45:00,0,1.74,2.08,0,2.08,12.54,83,2.04,53.22
2022-06-12 02:50:00,0.12,1.39,2.09,0,2.09,12.44,85,1,341.5
2022-06-12 02:55:00,0.06,1.44,2.09,0,2.09,12.33,86,2.76,344.3
2022-06-12 03:00:00,0,1.08,2.08,0,2.08,12.08,87,2.21,42.72
2022-06-12 03:05:00,0.04,1.6,2.08,0,2.08,11.53,88,3.68,79.07
2022-06-12 03:10:00,0,1.61,2.09,0,2.09,11.48,89,4.48,64.13
2022-06-12 03:15:00,0.21,1.8,2.12,0,2.12,11.41,89,3.66,60.53
2022-06-12 03:20:00,0.35,1.62,2.1,0,2.1,11.42,88,5.09,95.1
2022-06-12 03:25:00,0.71,1.78,2.12,0,2.12,11.47,89,4.17,109.2
2022-06-12 03:30:00,0.34,1.64,2.12,0,2.12,11.38,89,3.89,98.7
2022-06-12 03:35:00,0.87,2.35,2.14,0,2.14,11.19,90,5.01,135.8
2022-06-12 03:40:00,1.2,2.35,2.17,0,2.17,11.29,91,4.59,174.2
2022-06-12 03:45:00,1.64,2.74,2.19,0,2.19,11.56,91,3.98,177.3
2022-06-12 03:50:00,0.84,2.21,2.19,0,2.19,11.64,89,4.12,158.7
2022-06-12 03:55:00,0.9,2.31,2.18,0,2.18,11.7,89,3.69,195.3
2022-06-12 04:00:00,0.4,1.57,2.12,0,2.12,12.03,86,5.25,176
2022-06-12 04:05:00,0.31,1.22,2.11,0,2.11,11.98,86,5.69,176.3
2022-06-12 04:10:00,0.26,1.3,2.09,0,2.09,11.93,87,7.19,173.7
2022-06-12 04:15:00,0.13,1.19,2.07,0,2.07,11.99,86,6.07,167.9
2022-06-12 04:20:00,0.06,1.02,2.07,0,2.07,11.93,88,5.7,170.3
2022-06-12 04:25:00,0.15,1.03,2.06,0,2.06,11.7,88,4.13,130.7
2022-06-12 04:30:00,0.02,0.86,2.07,0,2.07,11.4,90,5.17,142.1
2022-06-12 04:35:00,0,1.18,2.06,0,2.06,11.5,91,4.13,148
2022-06-12 04:40:00,0,1.15,2.06,0,2.06,11.73,91,2.31,107.6
2022-06-12 04:45:00,0.05,1.16,2.06,0,2.06,11.71,89,4.76,106.9
2022-06-12 04:50:00,0,1.03,2.07,0,2.07,11.89,89,5.69,135.3
2022-06-12 04:55:00,0,1.08,2.07,0,2.07,12.3,87,6.47,140.6
2022-06-12 05:00:00,0,1.22,Z/S,Z/S,Z/S,12.56,86,5.89,141.9
2022-06-12 05:05:00,Z/S,1.02,Z/S,Z/S,Z/S,12.82,85,6.4,132.3
2022-06-12 05:10:00,Z/S,0.96,Z/S,Z/S,Z/S,12.91,84,5.23,147.1
2022-06-12 05:15:00,Z/S,1.26,Z/S,Z/S,Z/S,13.16,82,6.06,153.7
2022-06-12 05:20:00,Z/S,1,Z/S,Z/S,Z/S,13.5,80,6.99,177
2022-06-12 05:25:00,Z/S,0.78,Z/S,Z/S,Z/S,13.77,79,8.38,174.8
2022-06-12 05:30:00,Z/S,0.93,Z/S,Z/S,Z/S,13.84,77,9.72,167.3
2022-06-12 05:35:00,Z/S,1.13,Z/S,Z/S,Z/S,13.73,77,8.35,163.6
2022-06-12 05:40:00,Z/S,1.18,Z/S,Z/S,Z/S,13.75,77,6.57,158.9
2022-06-12 05:45:00,Z/S,0.95,Z/S,Z/S,Z/S,13.84,78,5.54,150.4
2022-06-12 05:50:00,Z/S,0.83,Z/S,Z/S,Z/S,13.97,77,6.15,142.6
2022-06-12 05:55:00,Z/S,0.94,Z/S,Z/S,Z/S,14.3,76,5.88,163.4
2022-06-12 06:00:00,Z/S,0.94,Z/S,Z/S,Z/S,14.49,74,7.66,174.1
2022-06-12 06:05:00,0.08,0.94,2.05,0,2.05,14.83,72,7.84,183.7
2022-06-12 06:10:00,0,0.82,2.03,0,2.03,14.85,72,8.45,179.9
2022-06-12 06:15:00,0.1,0.54,2.04,0,2.04,14.78,73,8.02,187.1
2022-06-12 06:20:00,0,0.9,2.06,0,2.06,14.81,73,8.86,192.1
2022-06-12 06:25:00,0.15,0.81,2.06,0,2.06,15.07,72,9.39,181.6
2022-06-12 06:30:00,0,0.8,2.07,0,2.07,15.09,71,10.82,176.9
2022-06-12 06:35:00,0.01,0.72,2.06,0,2.06,15.05,71,12.53,185.9
2022-06-12 06:40:00,0,0.72,2.08,0,2.08,15.27,70,10.16,194.4
2022-06-12 06:45:00,0,0.75,2.11,0,2.11,15.32,69,11.97,200.4
2022-06-12 06:50:00,0,1.24,2.09,0,2.09,15.32,68,12.95,199.4
2022-06-12 06:55:00,0.17,0.87,2.09,0,2.09,15.56,67,9.87,204.5
2022-06-12 07:00:00,0,0.53,2.1,0,2.1,16,66,10.39,206.8
2022-06-12 07:05:00,0,1.01,2.1,0,2.1,16.04,65,10.64,198.4
2022-06-12 07:10:00,0.09,1.03,2.09,0,2.09,16.38,64,9.32,209.4
2022-06-12 07:15:00,0,0.91,2.07,0,2.07,16.36,63,9.91,201.8
2022-06-12 07:20:00,0,0.77,2.07,0,2.07,16.71,62,11.45,198.5
2022-06-12 07:25:00,0,0.44,2.05,0,2.05,16.75,62,11.16,193.6
2022-06-12 07:30:00,0,0.85,2.05,0,2.05,17.18,60,11.79,192.9
2022-06-12 07:35:00,0,0.18,2.07,0,2.07,16.94,61,10.61,202.4
2022-06-12 07:40:00,0,0.46,2.06,0,2.06,17.36,60,10.2,193.8
2022-06-12 07:45:00,0.39,0.52,2.05,0,2.05,17.54,59,8.7,206.7
2022-06-12 07:50:00,0.3,0.4,2.04,0,2.04,17.95,57,7.68,213.2
2022-06-12 07:55:00,0.8,0.25,2.04,0,2.04,18.47,55,7.3,212.6
2022-06-12 08:00:00,0.16,0.56,2.05,0,2.05,18.49,54,7.99,212.2
2022-06-12 08:05:00,0,0.45,2.05,0,2.05,18.53,54,8.89,196
2022-06-12 08:10:00,0.07,0.86,2.05,0,2.05,18.41,54,9.01,202.3
2022-06-12 08:15:00,0.39,0.26,2.05,0,2.05,18.77,53,8.85,184.9
2022-06-12 08:20:00,0.42,0.39,2.05,0,2.05,18.93,52,8.72,195.8
2022-06-12 08:25:00,0.17,0.29,2.05,0,2.05,18.93,53,9.57,190.3
2022-06-12 08:30:00,3.41,0,2.04,0,2.04,19.01,53,10.96,183.9
2022-06-12 08:35:00,2.12,0.44,2.02,0,2.02,19.14,52,9.88,183.7
2022-06-12 08:40:00,0.76,0.32,2.02,0,2.02,19.45,52,9.96,200.3
2022-06-12 08:45:00,0.02,0.18,2,0,2,19.33,51,11.38,200
2022-06-12 08:50:00,0,0.2,1.99,0,1.99,19.5,52,9.67,196.6
2022-06-12 08:55:00,0,0.21,1.99,0,1.99,20.15,50,9.24,212.3
2022-06-12 09:00:00,0,0.28,2.01,0,2.01,19.87,49,11.9,197.4
2022-06-12 09:05:00,0,0.35,2.01,0,2.01,20.16,48,10.78,212.7
2022-06-12 09:10:00,0,0.54,1.99,0,1.99,20.16,48,9.97,221.4
2022-06-12 09:15:00,0,0.49,1.99,0,1.99,20.1,47,9.91,210.1
2022-06-12 09:20:00,0,0.87,1.99,0,1.99,20.67,47,7.93,200
2022-06-12 09:25:00,0.15,0.34,1.99,0,1.99,21.2,45,9.83,190.7
2022-06-12 09:30:00,0,0.38,1.98,0,1.98,21.22,45,9.78,184.5
2022-06-12 09:35:00,0,0.31,1.97,0,1.97,21.3,44,8.88,201.8
2022-06-12 09:40:00,0.09,0.37,1.98,0,1.98,21.53,43,7.9,191.2
2022-06-12 09:45:00,0.04,0.71,1.97,0,1.97,21.71,42,8.69,181.7
2022-06-12 09:50:00,0.05,0.56,1.96,0,1.96,21.8,41,9.21,185.5
2022-06-12 09:55:00,0,0.26,1.97,0,1.97,22.01,41,8.54,177.2
2022-06-12 10:00:00,0.26,0.46,1.98,0,1.98,22.27,40,9.58,182.5
2022-06-12 10:05:00,0.42,0.22,2,0,2,22.39,39,9.78,192.6
2022-06-12 10:10:00,0.11,0.27,2,0,2,22.49,39,10.23,191.8
2022-06-12 10:15:00,0.78,0.53,1.98,0,1.98,22.51,38,7.98,208.8
2022-06-12 10:20:00,0.1,0.54,1.96,0,1.96,22.71,37,9.31,181
2022-06-12 10:25:00,0,0.55,1.97,0,1.97,23.12,36,11.52,180.9
2022-06-12 10:30:00,0,0.44,1.95,0,1.95,22.96,35,10.02,188.1
2022-06-12 10:35:00,0.12,0.48,1.95,0,1.95,22.8,34,10.48,212.7
2022-06-12 10:40:00,0,0.06,1.95,0,1.95,22.72,34,8.05,224
2022-06-12 10:45:00,0,0,1.95,0,1.95,23.49,34,9.39,220.3
2022-06-12 10:50:00,0,0.29,1.94,0,1.94,23.35,30,12.53,205.1
2022-06-12 10:55:00,0,0.04,1.93,0,1.93,23.52,28,12.85,210
2022-06-12 11:00:00,0,0.07,1.93,0,1.93,23.44,26,13.85,208.6
2022-06-12 11:05:00,0,0.15,1.94,0,1.94,23.76,27,10.78,217.5
2022-06-12 11:10:00,0,0,1.93,0,1.93,23.85,26,9.09,234.7
2022-06-12 11:15:00,0,0,1.93,0,1.93,24.25,26,12.38,203.4
2022-06-12 11:20:00,0,0.19,1.92,0,1.92,24.11,25,11.23,206.4
2022-06-12 11:25:00,0,0,1.92,0,1.92,24.03,26,11.1,214.4
2022-06-12 11:30:00,0,0,1.94,0,1.94,23.94,25,12.8,224.3
2022-06-12 11:35:00,0,0.21,1.94,0,1.94,24.09,25,10.7,212.7
2022-06-12 11:40:00,0,0.38,1.94,0,1.94,24.21,24,11.21,229.1
2022-06-12 11:45:00,0,0.57,1.94,0,1.94,24.47,25,12.2,207.2
2022-06-12 11:50:00,0,0.78,1.94,0,1.94,24.43,25,14.25,197.1
2022-06-12 11:55:00,0,0.86,1.93,0,1.93,24.5,24,15.52,194.1
2022-06-12 12:00:00,0,0.61,1.94,0,1.94,24.31,24,13.46,197.4
2022-06-12 12:05:00,0,0.94,1.94,0,1.94,24.59,24,10.28,212.2
2022-06-12 12:10:00,0,0.62,1.94,0,1.94,24.68,24,14.46,219.4
2022-06-12 12:15:00,0,0.6,1.92,0,1.92,24.63,25,13.44,217.4
2022-06-12 12:20:00,0,0.6,1.92,0,1.92,24.58,25,9.96,239.6
2022-06-12 12:25:00,0,0.41,1.92,0,1.92,24.69,25,9.96,219.5
2022-06-12 12:30:00,0,0.49,1.92,0,1.92,25.03,25,12.14,201.9
2022-06-12 12:35:00,0,0.05,1.93,0,1.93,25,25,14.27,214.5
2022-06-12 12:40:00,0.01,0.5,1.93,0,1.93,24.8,24,13.16,213.9
2022-06-12 12:45:00,0,0.7,1.93,0,1.93,24.89,25,13.58,202.1
2022-06-12 12:50:00,0,0.37,1.91,0,1.91,24.98,24,11.94,209.2
2022-06-12 12:55:00,0,0.45,1.91,0.01,1.9,25.04,24,11.89,192.7
2022-06-12 13:00:00,0,0.65,1.92,0,1.92,24.97,24,13.74,228
2022-06-12 13:05:00,0,0.56,1.9,0,1.9,24.91,23,9.92,223.6
2022-06-12 13:10:00,0.2,0.5,1.9,0,1.9,25.27,24,14.61,247.1
2022-06-12 13:15:00,46.56,0.3,1.89,0,1.89,25.03,25,15.8,250
2022-06-12 13:20:00,5.64,0.28,1.89,0,1.89,24.96,25,10.6,254.9
2022-06-12 13:25:00,0,0.45,1.88,0,1.88,25.07,25,11.11,223.3
2022-06-12 13:30:00,0.13,0.31,1.88,0,1.88,25.52,24,12.69,219.6
2022-06-12 13:35:00,0,0.7,1.87,0,1.87,25.52,23,7.18,247
2022-06-12 13:40:00,0,0.83,1.89,0,1.89,26.02,24,9.29,215.9
2022-06-12 13:45:00,0,0,1.88,0,1.88,25.53,23,10.32,218.8
2022-06-12 13:50:00,0.3,0.75,1.9,0,1.9,25.3,24,9.8,252.2
2022-06-12 13:55:00,4.98,0.7,1.89,0,1.89,25.54,23,10.98,248.9
2022-06-12 14:00:00,8.69,0.12,1.9,0,1.9,25.32,24,12.98,213.7
2022-06-12 14:05:00,0.09,0.78,1.88,0,1.88,25.44,23,9.66,211.5
2022-06-12 14:10:00,0,0.46,1.86,0,1.86,25.49,23,11.56,224.2
2022-06-12 14:15:00,1.23,0.87,1.87,0,1.87,25.63,23,11.89,222
2022-06-12 14:20:00,0.07,0.89,1.88,0,1.88,25.63,22,8.96,219.5
2022-06-12 14:25:00,1.24,0.47,1.88,0,1.88,25.78,22,11.79,244.1
2022-06-12 14:30:00,3.18,0.2,1.88,0,1.88,25.64,22,9.35,220.6
2022-06-12 14:35:00,0.19,0.42,1.88,0,1.88,25.94,22,12.2,227.9
2022-06-12 14:40:00,0.11,0.29,1.88,0,1.88,25.64,22,10.49,250.2
2022-06-12 14:45:00,0,0.13,1.88,0,1.88,25.63,22,13.04,230.2
2022-06-12 14:50:00,0,0.71,1.87,0,1.87,25.83,23,8.89,235.4
2022-06-12 14:55:00,0,0.78,1.88,0,1.88,25.62,22,11.63,234.4
2022-06-12 15:00:00,0,0.78,1.88,0,1.88,25.75,23,9.67,223.8
2022-06-12 15:05:00,6.65,0.5,1.88,0,1.88,25.86,23,13.97,219.6
2022-06-12 15:10:00,2.56,1.11,1.88,0,1.88,25.81,23,13.34,209.6
2022-06-12 15:15:00,0,0.8,1.86,0,1.86,25.85,22,12.27,206
2022-06-12 15:20:00,0,0.85,1.87,0,1.87,25.37,21,11.15,216.6
2022-06-12 15:25:00,0,0.64,1.87,0,1.87,25.45,23,12.94,195.6
2022-06-12 15:30:00,0,0.73,1.87,0,1.87,25.41,22,12.15,229.6
2022-06-12 15:35:00,0,1.05,1.87,0,1.87,25.46,23,8.9,233.4
2022-06-12 15:40:00,0,1.23,1.87,0,1.87,25.65,23,12.76,190.4
2022-06-12 15:45:00,0,1.15,1.88,0,1.88,25.74,23,11.57,169.6
2022-06-12 15:50:00,0,0.81,1.89,0,1.89,25.45,23,11.57,204
2022-06-12 15:55:00,0,0.82,1.88,0,1.88,25.56,23,10.19,192.9
2022-06-12 16:00:00,0,0.97,1.88,0,1.88,25.61,23,12.58,189.3
2022-06-12 16:05:00,2.57,1.33,1.88,0,1.88,25.73,24,10.72,243.9
2022-06-12 16:10:00,0.02,1.16,1.88,0,1.88,25.84,23,10.58,177.4
2022-06-12 16:15:00,0,0.73,1.89,0,1.89,25.59,23,13.14,182.5
2022-06-12 16:20:00,0,0.69,1.88,0,1.88,25.51,24,9.63,188.3
2022-06-12 16:25:00,0.36,0.69,1.88,0,1.88,25.74,23,10.12,217.1
2022-06-12 16:30:00,2.76,0.68,1.89,0,1.89,25.95,23,7.65,205
2022-06-12 16:35:00,1.75,0.53,1.9,0,1.9,25.99,24,10.33,201.4
2022-06-12 16:40:00,1.1,0.62,1.89,0,1.89,25.99,25,8.9,206.5
2022-06-12 16:45:00,0.07,0.62,1.88,0,1.88,26.19,24,9.27,201.8
2022-06-12 16:50:00,0.49,0.25,1.89,0,1.89,25.96,24,10.93,239.5
2022-06-12 16:55:00,8.16,0.76,1.88,0,1.88,25.59,22,7.72,269.1
2022-06-12 17:00:00,8.95,0.78,1.88,0,1.88,25.67,23,9.12,249.3
2022-06-12 17:05:00,0.82,0.91,1.87,0,1.87,25.5,24,10.42,202.6
2022-06-12 17:10:00,0,0.41,1.88,0,1.88,25.48,24,8.59,177.1
2022-06-12 17:15:00,0,0.75,1.88,0,1.88,25.6,24,8.2,204.8
2022-06-12 17:20:00,0,0.43,1.88,0,1.88,25.68,23,10.51,264.8
2022-06-12 17:25:00,0,0.72,1.88,0,1.88,25.95,23,7.92,212.4
2022-06-12 17:30:00,3.88,0.8,1.9,0,1.9,25.9,24,9.56,223.1
2022-06-12 17:35:00,2.38,0.52,1.91,0,1.91,25.49,23,7.24,226
2022-06-12 17:40:00,15.92,0.79,1.9,0,1.9,25.8,24,6.8,227.8
2022-06-12 17:45:00,35.31,0.58,1.9,0,1.9,25.83,24,11.66,237.2
2022-06-12 17:50:00,4.01,0.21,1.9,0,1.9,25.79,24,6.53,247.3
2022-06-12 17:55:00,1.26,0.26,1.9,0,1.9,25.69,23,7.86,192.6
2022-06-12 18:00:00,0,0.31,1.89,0,1.89,25.51,24,8.23,200.6
2022-06-12 18:05:00,0,0,1.89,0,1.89,25.55,24,7.07,212
2022-06-12 18:10:00,0,0.43,1.9,0,1.9,25.63,23,6.94,191
2022-06-12 18:15:00,0,0.43,1.9,0,1.9,25.64,24,8.26,189
2022-06-12 18:20:00,0,0.41,1.89,0,1.89,25.46,24,8.07,206.2
2022-06-12 18:25:00,0,0.76,1.9,0,1.9,25.44,24,8.39,201.1
2022-06-12 18:30:00,0,0.6,1.91,0,1.91,25.5,25,6.42,211.3
2022-06-12 18:35:00,0.03,0.92,1.9,0,1.9,24.93,25,8.23,218.6
2022-06-12 18:40:00,0,0.67,1.91,0,1.91,25.08,25,8.03,216.5
2022-06-12 18:45:00,0,0.27,1.9,0,1.9,25.33,24,7.03,219.5
2022-06-12 18:50:00,0,0.6,1.9,0,1.9,25.4,25,6.45,216
2022-06-12 18:55:00,0,1.01,1.92,0,1.92,25.24,25,6.24,231
2022-06-12 19:00:00,0,0.65,1.91,0,1.91,25.3,25,4.39,230.5
2022-06-12 19:05:00,0.07,0.41,1.92,0,1.92,25.71,25,5,226.4
2022-06-12 19:10:00,0.02,0.41,1.9,0,1.9,25.47,25,5.86,213.3
2022-06-12 19:15:00,0,0.68,1.89,0,1.89,25.42,25,6.5,202.9
2022-06-12 19:20:00,0,0.56,1.91,0,1.91,25.24,25,6.06,215
2022-06-12 19:25:00,0.1,0.32,1.91,0,1.91,25.43,25,4.46,222.4
2022-06-12 19:30:00,0,0.5,1.91,0,1.91,25.61,25,3.98,224.9
2022-06-12 19:35:00,0,0.54,1.89,0,1.89,25.23,25,5.22,225.6
2022-06-12 19:40:00,0,0.69,1.92,0,1.92,24.9,25,6.03,222.7
2022-06-12 19:45:00,0,0.35,1.97,0,1.97,24.93,27,3.88,216.7
2022-06-12 19:50:00,0,0.85,1.94,0,1.94,25.2,27,3.35,212.8
2022-06-12 19:55:00,0.04,0.52,1.96,0,1.96,24.79,27,5.2,217.7
2022-06-12 20:00:00,0,0.65,1.98,0,1.98,24.4,29,4.62,183.3
2022-06-12 20:05:00,0,0.38,1.99,0,1.99,24.07,30,4.94,204.7
2022-06-12 20:10:00,0,0.3,2.01,0,2.01,23.93,31,3.9,210.1
2022-06-12 20:15:00,0,0.23,2.1,0,2.1,23.67,31,2.77,193.5
2022-06-12 20:20:00,0,0.11,2.22,0,2.22,23.03,34,2.04,218.6
2022-06-12 20:25:00,0.04,0.45,2.24,0,2.24,22.32,37,2.18,276.5
2022-06-12 20:30:00,0.04,0.41,2.17,0,2.17,21.41,41,2.78,228.3
2022-06-12 20:35:00,0,0.28,2.17,0,2.17,20.8,41,2.87,239.8
2022-06-12 20:40:00,0.13,0.22,2.2,0,2.2,20.41,42,2.67,114.5
2022-06-12 20:45:00,0,0.53,2.14,0,2.14,20.02,45,2.34,55.96
2022-06-12 20:50:00,0.08,0.69,2.14,0,2.14,19.8,45,2.75,334.5
2022-06-12 20:55:00,0.11,0,2.18,0,2.18,19.83,45,1.14,324.9
2022-06-12 21:00:00,0.06,0.19,2.23,0,2.23,19.52,47,3.57,168.9
2022-06-12 21:05:00,0,0.29,2.46,0,2.46,19.02,50,3.92,178.3
2022-06-12 21:10:00,0,0.61,2.56,0,2.56,18.8,52,2.58,40.26
2022-06-12 21:15:00,0.1,0.8,2.4,0,2.4,18.85,50,2.09,18.13
2022-06-12 21:20:00,0,0.86,2.33,0,2.33,18.57,51,2.4,274.7
2022-06-12 21:25:00,0,0.82,2.23,0,2.23,18.3,53,3.6,240.1
2022-06-12 21:30:00,0.01,0.95,2.2,0,2.2,18.19,51,5.04,319.1
2022-06-12 21:35:00,0,0.64,2.09,0,2.09,18.26,49,6.33,271.1
2022-06-12 21:40:00,0,0.7,2,0,2,19.26,42,5.62,255.6
2022-06-12 21:45:00,0,1.23,1.96,0,1.96,20.01,39,6.29,253.9
2022-06-12 21:50:00,0.03,0.49,1.96,0,1.96,20.19,38,6.6,243.4
2022-06-12 21:55:00,0.63,0.82,2.02,0.036,1.98,20.42,38,7.69,262.1
2022-06-12 22:00:00,0.44,1.1,2.55,0.347,2.2,20.34,40,5.35,247.5
2022-06-12 22:05:00,0.62,1.6,2.95,0.611,2.34,20.37,42,4.97,275.8
2022-06-12 22:10:00,0.16,1.41,3.09,0.754,2.34,20.05,40,5.66,267.5
2022-06-12 22:15:00,0,1.5,3.19,0.769,2.42,20.06,40,7.42,279.4
2022-06-12 22:20:00,0,1.06,3.29,0.934,2.35,20.17,38,7.67,282.4
2022-06-12 22:25:00,0.14,1.08,3.27,1.051,2.21,20.25,37,8.73,284.7
2022-06-12 22:30:00,0.22,1.47,3.48,1.307,2.17,20.18,38,8.24,273.9
2022-06-12 22:35:00,0.23,1.78,3.68,1.478,2.2,19.96,40,6.2,274.5
2022-06-12 22:40:00,0.24,1.97,3.93,1.668,2.26,19.36,44,4.54,285.3
2022-06-12 22:45:00,0.16,1.99,3.66,1.371,2.28,17.62,49,2.15,307.3
2022-06-12 22:50:00,0.02,1.18,3.12,0.8,2.32,15.69,61,4.97,49.59
2022-06-12 22:55:00,0.15,1.29,2.97,0.666,2.31,14.76,62,4.28,69.6
2022-06-12 23:00:00,0.04,1.36,3.15,0.817,2.33,15.11,56,3.89,110.7
2022-06-12 23:05:00,0.45,1.51,3.32,0.908,2.41,16.18,52,5.13,139.8
2022-06-12 23:10:00,0.32,1.21,3.18,0.771,2.41,16.25,52,2.66,220.7
2022-06-12 23:15:00,0.6,1.2,3.27,0.795,2.47,16.28,52,3.73,254.3
2022-06-12 23:20:00,0.73,1.43,3.41,0.792,2.61,16.57,52,6.44,277
2022-06-12 23:25:00,0.26,1.42,3.71,0.906,2.8,16.52,54,5.18,281.1
2022-06-12 23:30:00,0.44,1.95,3.77,0.921,2.85,15.89,56,5.58,281.5
2022-06-12 23:35:00,0.52,1.4,3.83,0.915,2.92,15.47,59,5.33,276.2
2022-06-12 23:40:00,0.22,1.28,3.74,0.919,2.82,14.43,60,3.97,328.3
2022-06-12 23:45:00,0.34,1.54,3.45,0.756,2.69,13.51,64,2.62,44.14
2022-06-12 23:50:00,0.41,2.46,3.66,0.814,2.85,13.8,64,1.72,341.9
2022-06-12 23:55:00,0.24,2.23,3.64,0.834,2.81,13.62,66,1.33,160.7
2022-06-13 00:00:00,0.26,1.9,Z/S,Z/S,Z/S,13.93,64,3.7,166.7
2022-06-13 00:05:00,Z/S,1.56,Z/S,Z/S,Z/S,12.82,67,2.68,130.7
2022-06-13 00:10:00,Z/S,1.69,Z/S,Z/S,Z/S,12,71,4.31,115.8
2022-06-13 00:15:00,Z/S,1.2,Z/S,Z/S,Z/S,12.08,70,6.59,142.3
2022-06-13 00:20:00,Z/S,1.09,Z/S,Z/S,Z/S,12.79,68,7.33,172.1
2022-06-13 00:25:00,Z/S,0.9,Z/S,Z/S,Z/S,14.22,66,7.35,177.1
2022-06-13 00:30:00,Z/S,0.87,Z/S,Z/S,Z/S,14.69,65,5.98,197.1
2022-06-13 00:35:00,Z/S,0.47,Z/S,Z/S,Z/S,15.08,64,4.98,211.9
2022-06-13 00:40:00,Z/S,0.47,Z/S,Z/S,Z/S,14.64,64,5.18,183.2
2022-06-13 00:45:00,Z/S,0.64,Z/S,Z/S,Z/S,12.51,70,5.52,155.6
2022-06-13 00:50:00,Z/S,0.21,Z/S,Z/S,Z/S,12.68,71,4.46,175.9
2022-06-13 00:55:00,Z/S,0.21,Z/S,Z/S,Z/S,13.9,64,4.94,203.9
2022-06-13 01:00:00,Z/S,0.64,Z/S,Z/S,Z/S,14.55,60,6.17,214.2
2022-06-13 01:05:00,0,Z/S,2.04,0,2.04,14.59,61,6.59,197.8
2022-06-13 01:10:00,0,Z/S,2.04,0,2.04,14.37,62,5.55,203.5
2022-06-13 01:15:00,0,Z/S,2.03,0,2.03,14.25,61,4.49,233.7
2022-06-13 01:20:00,0,Z/S,2.03,0,2.03,14.02,63,4.18,316.6
2022-06-13 01:25:00,0,Z/S,2.05,0,2.05,13.51,66,6.42,305.5
2022-06-13 01:30:00,0,Z/S,2.04,0,2.04,13.55,65,7.07,275
2022-06-13 01:35:00,0,Z/S,2.06,0,2.06,13.37,65,4.82,251.8
2022-06-13 01:40:00,0,Z/S,2.06,0,2.06,12.7,68,3.36,276.4
2022-06-13 01:45:00,0,Z/S,2.07,0,2.07,12.4,69,1.48,307.3
2022-06-13 01:50:00,0,Z/S,2.1,0,2.1,11.66,72,1.64,142.6
2022-06-13 01:55:00,0,Z/S,2.12,0,2.12,10.93,75,4.06,168.4
2022-06-13 02:00:00,0,Z/S,2.12,0,2.12,11.21,74,2.65,250.5
2022-06-13 02:05:00,0,1.77,2.13,0,2.13,11.42,75,0.52,278.3
2022-06-13 02:10:00,0,0.91,2.13,0,2.13,10.91,76,0,0
2022-06-13 02:15:00,0,0.85,2.15,0,2.15,9.86,82,0,0
2022-06-13 02:20:00,0.05,0.94,2.14,0,2.14,9.84,82,0.56,128.3
2022-06-13 02:25:00,0,0.97,2.15,0,2.15,9.68,84,2.4,135.7
2022-06-13 02:30:00,0.19,0.86,2.13,0,2.13,9.78,84,3.16,162.2
2022-06-13 02:35:00,0.15,0.75,2.1,0,2.1,9.93,83,4.93,183.1
2022-06-13 02:40:00,0,0.69,2.13,0,2.13,10.02,81,5.3,200.1
2022-06-13 02:45:00,0,0.65,2.12,0,2.12,10.53,80,5.42,209.1
2022-06-13 02:50:00,0,0.59,2.17,0,2.17,10.74,78,3.11,245.1
2022-06-13 02:55:00,0,0.72,2.13,0,2.13,9.84,79,0.2,249.8
2022-06-13 03:00:00,0,1.16,2.15,0,2.15,9.45,84,0.73,244
2022-06-13 03:05:00,0,1.08,2.18,0,2.18,9.75,82,1.11,198.5
2022-06-13 03:10:00,0,1.82,2.13,0,2.13,9.15,82,2.71,135.2
2022-06-13 03:15:00,0,1.41,2.18,0,2.18,8.88,88,2.7,67.89
2022-06-13 03:20:00,0,1.27,2.29,0,2.29,9.9,83,1.27,315.2
2022-06-13 03:25:00,0.06,1.39,2.5,0.207,2.3,10.27,81,2.52,309.4
2022-06-13 03:30:00,0,1.25,2.35,0.118,2.23,9.27,81,2.22,350.8
2022-06-13 03:35:00,0,0.8,2.19,0,2.19,8.36,90,3.85,63.12
2022-06-13 03:40:00,0,1.19,2.21,0,2.21,8.77,89,0.99,106.2
2022-06-13 03:45:00,0,1.11,2.32,0.049,2.27,9.18,87,0.58,192.9
2022-06-13 03:50:00,0,1.33,2.31,0.03,2.28,9.61,85,1.18,72.54
