Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS25, L1, 5Mn
Exported On:,2022/08/24,11:06
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), Temperature (deg. C), Relative Humidity (%), Wind Speed @ 10m (km/h), Wind Dir @ 10m (deg)
2022-06-15 18:10:00,-0.47,-0.01,21.94,41,15.74,340
2022-06-15 18:15:00,-0.33,0.07,21.9,41,13.59,337.6
2022-06-15 18:20:00,-0.3,0.01,21.9,41,17.73,339.1
2022-06-15 18:25:00,-0.27,-0.04,21.81,42,12.62,338.6
2022-06-15 18:30:00,-0.33,-0.01,21.75,42,15.46,338.2
2022-06-15 18:35:00,-0.4,-0.02,21.78,42,16.25,338.5
2022-06-15 18:40:00,-0.34,0.02,21.73,42,11.66,349.5
2022-06-15 18:45:00,-0.35,0,21.73,42,14.79,337.5
2022-06-15 18:50:00,-0.21,0,21.7,41,14.39,341.1
2022-06-15 18:55:00,-0.31,0.01,21.57,43,10.37,336.8
2022-06-15 19:00:00,-0.38,-0.01,21.5,43,13.16,339.4
2022-06-15 19:05:00,-0.24,-0.04,21.5,42,13.16,336.6
2022-06-15 19:10:00,-0.23,-0.01,21.45,43,11.65,335.3
2022-06-15 19:15:00,-0.3,0.03,21.4,43,15.23,338.2
2022-06-15 19:20:00,-0.46,-0.01,21.43,43,10.79,338.3
2022-06-15 19:25:00,-0.3,0,21.27,44,12.51,337.3
2022-06-15 19:30:00,-0.03,0.03,21.29,44,11.2,337.1
2022-06-15 19:35:00,-0.38,-0.01,21.21,44,12.29,339.1
2022-06-15 19:40:00,-0.3,-0.01,21.25,44,13.2,337.8
2022-06-15 19:45:00,-0.16,0.03,21.21,44,11.8,335.6
2022-06-15 19:50:00,-0.51,0.04,21.19,45,12.55,341.9
2022-06-15 19:55:00,-0.35,0.03,21.1,45,11.55,342.6
2022-06-15 20:00:00,-0.19,0,21.01,45,9.76,343.2
2022-06-15 20:05:00,-0.44,0.03,20.93,46,11.4,340.3
2022-06-15 20:10:00,-0.38,-0.01,20.95,45,11.07,334.5
2022-06-15 20:15:00,-0.38,-0.01,20.79,46,10.3,334.8
2022-06-15 20:20:00,-0.31,0,20.79,46,11.86,331.4
2022-06-15 20:25:00,-0.38,-0.01,20.69,47,11.63,334.4
2022-06-15 20:30:00,-0.2,-0.02,20.69,47,12.23,332.4
2022-06-15 20:35:00,-0.14,-0.01,20.54,47,11.29,333.6
2022-06-15 20:40:00,-0.3,-0.03,20.46,48,11.36,329.2
2022-06-15 20:45:00,-0.38,0.01,20.33,48,12.06,336.8
2022-06-15 20:50:00,-0.41,0.01,20.35,48,10.94,325.8
2022-06-15 20:55:00,-0.2,-0.05,20.21,48,11.72,332
2022-06-15 21:00:00,-0.33,0,20.19,48,12.81,329.9
2022-06-15 21:05:00,-0.33,-0.01,20.05,48,10.79,329.9
2022-06-15 21:10:00,-0.35,-0.01,19.97,49,10.59,335.4
2022-06-15 21:15:00,-0.37,0.01,19.88,49,11.16,330.2
2022-06-15 21:20:00,-0.12,0.04,19.78,49,12.05,332.1
2022-06-15 21:25:00,-0.24,0.04,19.8,49,10.33,331
2022-06-15 21:30:00,-0.25,0.03,19.66,50,11.21,338.2
2022-06-15 21:35:00,-0.19,-0.03,19.63,50,12.33,330.2
2022-06-15 21:40:00,-0.17,0.03,19.58,50,9.66,331.6
2022-06-15 21:45:00,-0.04,0.07,19.45,51,11.91,327.8
2022-06-15 21:50:00,-0.27,-0.01,19.37,51,10.22,331.9
2022-06-15 21:55:00,-0.19,0.04,19.3,52,10.86,329.5
2022-06-15 22:00:00,-0.15,-0.01,19.23,52,9.7,333.8
2022-06-15 22:05:00,-0.22,-0.04,19.23,52,12.53,330
2022-06-15 22:10:00,-0.16,0.01,19.18,52,10.88,329.4
2022-06-15 22:15:00,-0.24,0.02,19.14,52,10.5,336.8
2022-06-15 22:20:00,-0.38,0.03,18.99,53,10.79,328.1
2022-06-15 22:25:00,-0.25,0.03,18.86,53,9.75,332.2
2022-06-15 22:30:00,-0.31,0.05,18.79,54,10.23,327.7
2022-06-15 22:35:00,-0.24,0.01,18.76,54,11.16,333.2
2022-06-15 22:40:00,-0.26,-0.01,18.73,54,9.65,339.5
2022-06-15 22:45:00,-0.4,0,18.73,54,10.79,337.8
2022-06-15 22:50:00,-0.38,-0.02,18.8,54,11.83,345.7
2022-06-15 22:55:00,-0.02,0.03,18.7,54,10.89,342.9
2022-06-15 23:00:00,-0.21,-0.01,18.6,55,10.83,349.5
2022-06-15 23:05:00,-0.22,-0.04,18.5,55,10.39,342.1
2022-06-15 23:10:00,-0.16,0.01,18.38,56,8.76,345.6
2022-06-15 23:15:00,-0.25,0.01,18.29,57,10.51,341.2
2022-06-15 23:20:00,-0.16,0,18.26,57,11.66,341.9
2022-06-15 23:25:00,-0.26,-0.02,18.23,57,11.16,337.1
2022-06-15 23:30:00,-0.23,0.02,18.13,57,9.34,338.8
2022-06-15 23:35:00,-0.21,-0.01,18.05,58,9.39,333.8
2022-06-15 23:40:00,-0.25,-0.01,17.97,58,9.58,335.2
2022-06-15 23:45:00,-0.25,0.01,18.02,57,10.79,334.1
2022-06-15 23:50:00,-0.44,0.01,18.17,57,11.8,338.4
2022-06-15 23:55:00,-0.31,0.03,18.19,57,11.38,346.3
2022-06-16 00:00:00,-0.01,-0.04,18.08,57,11.04,346.1
2022-06-16 00:05:00,Z/S,0.01,18.02,58,11.04,344.7
2022-06-16 00:10:00,Z/S,0.02,17.92,58,9.9,347.3
2022-06-16 00:15:00,Z/S,-0.01,17.84,58,10.19,341.4
2022-06-16 00:20:00,Z/S,-0.02,17.68,59,9.03,340.8
2022-06-16 00:25:00,Z/S,0,17.54,60,8.06,338.8
2022-06-16 00:30:00,Z/S,-0.03,17.64,59,11.19,338
2022-06-16 00:35:00,Z/S,0,17.59,59,8.81,337.1
2022-06-16 00:40:00,Z/S,-0.02,17.51,60,10.15,341
2022-06-16 00:45:00,Z/S,0.05,17.43,60,10.58,342.8
2022-06-16 00:50:00,Z/S,0.03,17.38,60,11.24,339.9
2022-06-16 00:55:00,Z/S,-0.01,17.23,61,7.53,336.3
2022-06-16 01:00:00,-0.06,Z/S,17.12,61,8.55,337.5
2022-06-16 01:05:00,-0.18,Z/S,17.15,61,9.13,338.3
2022-06-16 01:10:00,-0.29,Z/S,17.12,61,8.21,338.6
2022-06-16 01:15:00,-0.2,Z/S,17.03,61,7.77,338.6
2022-06-16 01:20:00,-0.18,Z/S,16.96,62,9.1,333.1
2022-06-16 01:25:00,-0.33,Z/S,16.96,61,8.12,334.9
2022-06-16 01:30:00,-0.22,Z/S,16.79,62,7.38,332.8
2022-06-16 01:35:00,-0.15,Z/S,16.7,62,7.02,333
2022-06-16 01:40:00,-0.34,Z/S,16.63,62,7.18,328.4
2022-06-16 01:45:00,-0.31,Z/S,16.61,62,7.36,319.1
2022-06-16 01:50:00,-0.31,Z/S,16.5,62,8.75,317.4
2022-06-16 01:55:00,-0.47,Z/S,16.34,63,7.85,323.2
2022-06-16 02:00:00,0.06,Z/S,16.3,63,7.42,330.6
2022-06-16 02:05:00,-0.17,0.06,16.31,62,8.12,333.6
2022-06-16 02:10:00,-0.4,0.03,16.3,62,7.29,342.4
2022-06-16 02:15:00,-0.11,0.03,16.3,63,8.65,346.5
2022-06-16 02:20:00,-0.4,0.01,16.34,62,10.3,343.6
2022-06-16 02:25:00,-0.26,0.07,16.17,63,8.3,345
2022-06-16 02:30:00,-0.26,0.05,16.25,63,8.68,345.3
2022-06-16 02:35:00,-0.18,0.04,16.2,63,8.63,340.8
2022-06-16 02:40:00,-0.14,0.05,16.1,63,8.08,340.9
2022-06-16 02:45:00,-0.34,0.05,16.05,63,7.88,337
2022-06-16 02:50:00,-0.17,0.05,16,63,7.9,341.1
2022-06-16 02:55:00,-0.28,0.06,15.94,64,7.4,342.2
2022-06-16 03:00:00,-0.33,0.02,15.92,63,8.8,343.4
2022-06-16 03:05:00,-0.21,0.02,16,63,7.99,343.9
2022-06-16 03:10:00,-0.42,0.05,15.9,63,8.38,344.8
2022-06-16 03:15:00,-0.14,0.07,15.83,64,6.47,357.9
2022-06-16 03:20:00,-0.17,0.02,15.76,64,5.92,358.9
2022-06-16 03:25:00,-0.27,0.02,15.7,64,8.1,354.1
2022-06-16 03:30:00,-0.03,0.05,15.66,65,8.36,353.4
2022-06-16 03:35:00,-0.16,0.05,15.55,65,8.26,349.7
2022-06-16 03:40:00,-0.3,0.01,15.55,65,7.37,353.3
2022-06-16 03:45:00,-0.11,0.07,15.44,66,8.4,348.5
2022-06-16 03:50:00,-0.25,0.04,15.4,66,9.56,346.8
2022-06-16 03:55:00,-0.14,0.11,15.35,67,7.07,343.2
2022-06-16 04:00:00,-0.26,0.04,15.22,67,6.59,357.5
2022-06-16 04:05:00,-0.29,0.07,15.21,67,6.82,352.2
2022-06-16 04:10:00,-0.44,0.02,15.16,67,7.63,351.1
2022-06-16 04:15:00,-0.45,0.02,15.09,67,6.32,351.9
2022-06-16 04:20:00,-0.4,0.03,15,68,7.63,344.4
2022-06-16 04:25:00,-0.4,0,14.96,68,7.76,345.9
2022-06-16 04:30:00,-0.32,-0.01,14.9,68,7.28,344.9
2022-06-16 04:35:00,-0.24,0.07,14.88,68,6.2,351.8
2022-06-16 04:40:00,-0.25,0.06,14.89,68,7.43,341.1
2022-06-16 04:45:00,-0.33,0.07,14.93,68,8.39,342.7
2022-06-16 04:50:00,-0.17,0.1,14.88,68,7.49,336.9
2022-06-16 04:55:00,-0.16,0.09,14.89,68,9.55,340.7
2022-06-16 05:00:00,-0.05,0.09,14.96,67,9.68,342.6
2022-06-16 05:05:00,-0.1,0.06,14.98,67,9.51,345.7
2022-06-16 05:10:00,-0.07,0.02,15,67,9.65,346.5
2022-06-16 05:15:00,-0.03,0.05,14.96,67,9.73,353.5
2022-06-16 05:20:00,-0.23,0.08,14.92,68,8.92,353.3
2022-06-16 05:25:00,-0.22,0.03,14.9,68,10,355.2
2022-06-16 05:30:00,-0.22,0.05,14.9,68,7.56,355.6
2022-06-16 05:35:00,-0.21,-0.01,14.9,68,7.73,357.7
2022-06-16 05:40:00,-0.41,0.06,14.9,69,6.89,359.2
2022-06-16 05:45:00,-0.28,0.04,14.9,69,8.35,359.7
2022-06-16 05:50:00,-0.16,0.11,14.93,68,7.73,6.35
2022-06-16 05:55:00,-0.33,0.08,15,68,8.67,1.13
2022-06-16 06:00:00,-0.35,0.07,15,68,8.66,5.21
2022-06-16 06:05:00,-0.4,0.09,15.07,68,8.02,2.83
2022-06-16 06:10:00,-0.28,0.02,15.1,68,9.23,4.13
2022-06-16 06:15:00,-0.28,0.1,15.12,67,7.68,11
2022-06-16 06:20:00,-0.26,0.1,15.2,68,6.57,4.51
2022-06-16 06:25:00,-0.18,0.13,15.2,68,6.8,354.8
2022-06-16 06:30:00,-0.24,0.1,15.2,67,10.04,344.2
2022-06-16 06:35:00,-0.14,0.13,15.22,67,8.45,350.4
2022-06-16 06:40:00,-0.11,0.11,15.33,67,9.68,2.38
2022-06-16 06:45:00,-0.12,0.14,15.48,67,8.91,2.79
2022-06-16 06:50:00,-0.2,0.1,15.62,67,8.31,5.96
2022-06-16 06:55:00,-0.23,0.08,15.74,66,8.45,6.4
2022-06-16 07:00:00,0.02,0.05,15.78,65,11.42,0.21
2022-06-16 07:05:00,-0.25,0.09,15.76,66,8.73,5.06
2022-06-16 07:10:00,-0.28,0.11,16.07,65,9.07,5.48
2022-06-16 07:15:00,-0.17,0.07,15.86,65,10.64,351.9
2022-06-16 07:20:00,-0.03,0.08,15.8,66,10.18,1.96
2022-06-16 07:25:00,-0.2,0.05,15.76,66,8.26,10.21
2022-06-16 07:30:00,-0.11,0,15.83,66,8.82,1.95
2022-06-16 07:35:00,-0.43,0.02,15.95,67,7.16,356.3
2022-06-16 07:40:00,-0.31,0.03,15.86,66,8.44,356
2022-06-16 07:45:00,-0.05,0.09,15.89,67,7,346.8
2022-06-16 07:50:00,-0.15,0.03,15.79,66,10.23,345.9
2022-06-16 07:55:00,-0.23,0.05,15.82,67,9.91,342.4
2022-06-16 08:00:00,0.03,0.05,15.9,66,12.26,346
2022-06-16 08:05:00,-0.22,0.05,16.16,65,12.11,358.8
2022-06-16 08:10:00,-0.38,0.05,16.09,66,8.85,354.8
2022-06-16 08:15:00,-0.05,0.06,16.08,66,9.56,353.3
2022-06-16 08:20:00,-0.2,0.09,16.34,65,11.52,349.4
2022-06-16 08:25:00,-0.21,0.07,16.63,64,8.82,0.22
2022-06-16 08:30:00,-0.08,0.06,16.52,65,7.9,4.27
2022-06-16 08:35:00,0.01,0.15,16.79,64,6.52,15.59
2022-06-16 08:40:00,-0.17,0.13,17.15,62,9.08,6.81
2022-06-16 08:45:00,-0.3,0.11,17.17,63,7.45,19.2
2022-06-16 08:50:00,-0.21,0.06,17.75,62,6.87,18.87
2022-06-16 08:55:00,0.05,0.09,18.03,60,8.06,26.25
2022-06-16 09:00:00,-0.1,0.05,17.84,61,7.15,34.19
2022-06-16 09:05:00,-0.2,0.02,17.91,61,6.45,21.1
2022-06-16 09:10:00,-0.17,0.05,17.64,63,6.13,56.47
2022-06-16 09:15:00,-0.28,0.07,17.61,62,5.09,28.68
2022-06-16 09:20:00,-0.3,0.1,17.5,61,8,23.13
2022-06-16 09:25:00,-0.01,0.1,17.39,62,8.01,5.96
2022-06-16 09:30:00,-0.35,0.01,17.64,61,8.07,13.72
2022-06-16 09:35:00,-0.02,0.07,17.58,61,7.37,7.8
2022-06-16 09:40:00,-0.23,0,17.49,62,9.22,357.1
2022-06-16 09:45:00,-0.18,0.04,17.77,61,8.12,5.46
2022-06-16 09:50:00,-0.16,0.06,18.22,60,9.03,355.3
2022-06-16 09:55:00,-0.34,0.08,18.26,60,10.69,347
2022-06-16 10:00:00,-0.01,0.06,18.4,60,7.43,8.38
2022-06-16 10:05:00,-0.16,0.09,18.97,59,6.38,29.51
2022-06-16 10:10:00,-0.13,0.13,19.68,57,4.05,19.44
2022-06-16 10:15:00,-0.27,0,19.73,56,7.37,0.43
2022-06-16 10:20:00,0.02,0.09,19.01,57,12.93,345.9
2022-06-16 10:25:00,-0.26,0.06,18.99,58,9.21,346.1
2022-06-16 10:30:00,-0.03,0.09,19.26,57,7.56,32.75
2022-06-16 10:35:00,-0.12,0.1,19.29,57,7.23,21.63
2022-06-16 10:40:00,-0.21,0.1,19.6,58,5.65,57.02
2022-06-16 10:45:00,-0.32,0.09,20.2,56,6.12,38.88
2022-06-16 10:50:00,-0.33,0.13,19.89,56,5.99,67.92
2022-06-16 10:55:00,-0.12,0.13,19.91,56,6.02,93
2022-06-16 11:00:00,-0.05,0.1,20.11,56,5.61,45.06
2022-06-16 11:05:00,-0.17,0.12,20.74,55,5.59,67.26
2022-06-16 11:10:00,0.04,0.05,20.78,54,9.13,26.2
2022-06-16 11:15:00,-0.37,0.11,20.47,54,6.41,23.98
2022-06-16 11:20:00,-0.36,0.04,20.21,55,8.27,353.1
2022-06-16 11:25:00,-0.32,0.12,20.32,55,9.61,357.1
2022-06-16 11:30:00,-0.35,0.11,20.31,56,6.38,26.33
2022-06-16 11:35:00,-0.13,0.04,19.72,56,9.48,334.2
2022-06-16 11:40:00,-0.35,0.08,19.03,58,11.47,319.5
2022-06-16 11:45:00,-0.07,0.06,19.36,58,9.73,349.1
2022-06-16 11:50:00,-0.2,0.07,19.98,57,8.98,0.36
2022-06-16 11:55:00,-0.09,0.11,20.42,56,8.19,358.2
2022-06-16 12:00:00,-0.16,0.06,20.3,55,7.86,21.61
2022-06-16 12:05:00,-0.11,0.07,20.34,56,8.23,352.9
2022-06-16 12:10:00,-0.22,0.06,19.94,56,11.98,345.4
2022-06-16 12:15:00,-0.24,0.09,20.07,56,9.53,351.3
2022-06-16 12:20:00,-0.28,0.12,20.02,57,6.11,338.1
2022-06-16 12:25:00,-0.06,0.1,20.44,55,11.54,351.6
2022-06-16 12:30:00,-0.09,0.06,20.33,56,11.56,346
2022-06-16 12:35:00,-0.25,0.09,20.7,55,9.89,353.6
2022-06-16 12:40:00,-0.31,0.05,20.81,54,9.57,358.2
2022-06-16 12:45:00,-0.29,0.1,20.86,54,8.96,344.6
2022-06-16 12:50:00,-0.13,0.07,21.14,54,7.61,14.81
2022-06-16 12:55:00,-0.34,0.08,21.54,53,8.79,351.2
2022-06-16 13:00:00,-0.15,0.08,21.36,52,13.2,332.3
2022-06-16 13:05:00,0.01,0.06,21.03,53,12.25,324.1
2022-06-16 13:10:00,-0.27,0.11,21.29,53,10.37,342.3
2022-06-16 13:15:00,-0.2,0.09,21.31,53,10.1,343.5
2022-06-16 13:20:00,-0.1,0.04,21.79,52,9.3,17.32
2022-06-16 13:25:00,-0.2,0.01,22.11,50,7.82,11.93
2022-06-16 13:30:00,-0.31,0.08,22.18,49,9.96,4.59
2022-06-16 13:35:00,-0.3,0.06,22.11,48,8.45,14.02
2022-06-16 13:40:00,-0.27,0.02,22.65,48,5.56,54.71
2022-06-16 13:45:00,-0.21,0.01,22.85,47,5.75,337.2
2022-06-16 13:50:00,-0.31,0.03,22.69,48,8.74,346.2
2022-06-16 13:55:00,-0.2,0.05,22.32,48,10.22,348.6
2022-06-16 14:00:00,-0.24,0.06,22.67,47,9.15,8.59
2022-06-16 14:05:00,-0.13,0.04,22.9,46,8.78,355.6
2022-06-16 14:10:00,0,0.08,22.66,47,7.25,345
2022-06-16 14:15:00,-0.27,0.03,23.1,47,5.54,22.97
2022-06-16 14:20:00,-0.05,0.07,23.11,45,9.86,327.9
2022-06-16 14:25:00,-0.23,0.08,22.93,46,9.59,2.06
2022-06-16 14:30:00,-0.24,0.09,23.15,45,4.28,302.5
2022-06-16 14:35:00,-0.19,0.13,23.74,44,5.17,13.3
2022-06-16 14:40:00,-0.06,0.1,23.04,47,7.35,140.3
2022-06-16 14:45:00,3.57,0.15,20.99,51,12.09,153.9
2022-06-16 14:50:00,3.96,0.24,20.4,53,12.65,154.6
2022-06-16 14:55:00,3.15,0.3,20.1,56,8.98,148.7
2022-06-16 15:00:00,1.28,0.27,20.02,55,10.26,147
2022-06-16 15:05:00,0.56,0.19,20.18,57,6.97,132
2022-06-16 15:10:00,0.27,0.13,20.19,56,6.75,110.4
2022-06-16 15:15:00,-0.1,0.12,20,58,5.38,137.8
2022-06-16 15:20:00,-0.15,0.06,19.7,60,5.2,111.5
2022-06-16 15:25:00,-0.08,0.08,19.77,60,2.9,121.8
2022-06-16 15:30:00,-0.27,0.04,20.11,60,1.75,68.89
2022-06-16 15:35:00,-0.13,0.05,20.13,59,3.76,174.2
2022-06-16 15:40:00,-0.09,0.08,20.14,60,4.36,159
2022-06-16 15:45:00,-0.3,0.08,20.2,59,5.38,138.3
2022-06-16 15:50:00,-0.16,0.08,20.23,58,4.06,149.1
2022-06-16 15:55:00,-0.25,0.06,20.43,59,4.76,147.8
2022-06-16 16:00:00,-0.14,0.06,20.26,61,6.52,138.4
2022-06-16 16:05:00,-0.25,0.05,20.46,61,5.76,135.6
2022-06-16 16:10:00,-0.11,0.07,20.86,60,6.11,141.4
2022-06-16 16:15:00,-0.19,0.09,20.96,61,6.17,147.8
2022-06-16 16:20:00,-0.19,0.13,21.47,61,5.57,134
2022-06-16 16:25:00,-0.2,0.06,21.79,60,5.38,151.3
2022-06-16 16:30:00,-0.11,0.05,22.06,58,4.57,112.5
2022-06-16 16:35:00,0.58,0.09,22.36,56,4.74,114.6
2022-06-16 16:40:00,1.62,0.11,22.33,55,4.88,119.3
2022-06-16 16:45:00,1.6,0.17,22.38,53,4.6,173.7
2022-06-16 16:50:00,1.36,0.17,22.36,53,6.09,168.4
2022-06-16 16:55:00,1.85,0.2,22.26,57,4.6,125.3
2022-06-16 17:00:00,2.41,0.22,22.22,54,5.08,165.2
2022-06-16 17:05:00,2.33,0.27,21.79,55,4.73,114.7
2022-06-16 17:10:00,2.23,0.31,21.66,55,4.19,107.6
2022-06-16 17:15:00,2.31,0.34,22.04,55,4.13,128.5
2022-06-16 17:20:00,3.84,0.43,22.11,54,4.3,127.7
2022-06-16 17:25:00,4.06,0.39,21.94,52,4.73,170.7
2022-06-16 17:30:00,3.7,0.39,21.66,52,3.17,193.9
2022-06-16 17:35:00,3.69,0.32,21.76,50,2.62,203.2
2022-06-16 17:40:00,3.71,0.32,21.72,51,2.7,158.4
2022-06-16 17:45:00,3.22,0.3,21.61,55,2.3,133.5
2022-06-16 17:50:00,2.55,0.29,21.48,54,2.52,159.9
2022-06-16 17:55:00,2.91,0.33,21.53,51,2.12,168.8
2022-06-16 18:00:00,2.5,0.22,21.63,52,2.05,164.8
2022-06-16 18:05:00,2.67,0.27,21.51,53,3.1,162.4
2022-06-16 18:10:00,2.78,0.23,21.53,54,1.83,148.2
2022-06-16 18:15:00,2.5,0.3,21.61,55,2.15,134.9
2022-06-16 18:20:00,2.35,0.28,21.57,56,1.63,109.4
2022-06-16 18:25:00,2.83,0.31,21.5,54,2.3,91.1
2022-06-16 18:30:00,3.15,0.28,21.26,55,1.31,64.01
2022-06-16 18:35:00,3.15,0.32,21.18,54,1.08,35.03
2022-06-16 18:40:00,2.74,0.25,21.31,58,0.57,43.57
2022-06-16 18:45:00,2.25,0.28,21.47,56,0.73,80.3
2022-06-16 18:50:00,2.17,0.26,21.39,59,2.29,109.1
2022-06-16 18:55:00,1.58,0.24,21.05,60,6.01,131
2022-06-16 19:00:00,1.83,0.26,20.83,62,7.5,142.6
2022-06-16 19:05:00,1.41,0.29,20.8,60,9.06,142.4
2022-06-16 19:10:00,0.9,0.26,20.6,54,8.09,114.6
2022-06-16 19:15:00,0.37,0.12,20.38,52,5.34,120.9
2022-06-16 19:20:00,0.22,0.14,20.15,54,5.91,146.1
2022-06-16 19:25:00,0.23,0.06,19.97,55,3.35,104.8
2022-06-16 19:30:00,0.14,0.11,19.77,57,3.92,112.1
2022-06-16 19:35:00,-0.02,0.14,19.57,56,3.48,108.9
2022-06-16 19:40:00,-0.08,0.11,19.51,59,2.52,75.1
2022-06-16 19:45:00,0.02,0.06,19.37,59,2.46,71.85
2022-06-16 19:50:00,0,0.06,19.15,59,2.85,51.01
2022-06-16 19:55:00,0.06,0.06,18.86,59,1.65,24.4
2022-06-16 20:00:00,-0.02,0.02,18.79,59,2.02,75.68
2022-06-16 20:05:00,-0.08,0.1,18.55,60,2.76,118.6
2022-06-16 20:10:00,0.04,0.08,18.3,63,2.12,10.64
2022-06-16 20:15:00,-0.03,0.1,18.11,63,1.77,314.9
2022-06-16 20:20:00,0.11,0.05,17.93,64,2.7,24.8
2022-06-16 20:25:00,0.1,0.09,18.02,62,1.22,350.2
2022-06-16 20:30:00,0.07,0.08,17.89,62,1.78,110.8
2022-06-16 20:35:00,-0.09,0.05,17.72,62,2.3,118.5
2022-06-16 20:40:00,-0.19,0.07,17.66,62,2.65,133.3
2022-06-16 20:45:00,-0.22,0.03,17.51,63,1.75,114.5
2022-06-16 20:50:00,-0.22,0.01,17.39,64,0.66,88.1
2022-06-16 20:55:00,-0.14,0.02,17.13,64,2.83,198.1
2022-06-16 21:00:00,-0.06,0.03,17.13,64,3.56,193.1
2022-06-16 21:05:00,-0.06,0.08,17.19,63,3.06,174.5
2022-06-16 21:10:00,-0.21,0.09,17.14,63,3.16,196
2022-06-16 21:15:00,-0.08,0.07,17.08,64,3.21,163
2022-06-16 21:20:00,-0.33,0.04,17.24,63,3.94,123.6
2022-06-16 21:25:00,-0.17,0.06,17.24,64,2.78,69.33
2022-06-16 21:30:00,-0.28,0.06,17.14,65,2.14,11.21
2022-06-16 21:35:00,0.01,0.03,16.56,67,0.84,293.5
2022-06-16 21:40:00,-0.23,0.06,16.23,69,1.14,243.9
2022-06-16 21:45:00,-0.05,0.02,16.04,70,1.99,186.9
2022-06-16 21:50:00,-0.14,0,16.04,70,2.03,134.4
2022-06-16 21:55:00,-0.04,0.06,15.95,70,3.39,155.1
2022-06-16 22:00:00,-0.4,0.06,16.03,71,3.08,140.6
2022-06-16 22:05:00,-0.32,0.05,16.03,71,3.17,132.5
2022-06-16 22:10:00,-0.25,0.08,15.95,71,3.82,139.7
2022-06-16 22:15:00,-0.13,0.02,16.26,70,3.67,119.8
2022-06-16 22:20:00,-0.16,0.04,16.25,70,2.93,129.2
2022-06-16 22:25:00,-0.17,0.03,16.26,70,3.68,111.2
2022-06-16 22:30:00,-0.13,0.03,16.27,70,4.15,114.7
2022-06-16 22:35:00,-0.05,0.05,16.34,70,5.83,143.1
2022-06-16 22:40:00,-0.08,0.01,16.37,70,5.6,133.6
2022-06-16 22:45:00,-0.25,0.02,16.4,70,4.42,131.2
2022-06-16 22:50:00,-0.28,0.02,16.33,71,3.98,103.3
2022-06-16 22:55:00,-0.17,0.03,16.35,70,5.24,111.3
2022-06-16 23:00:00,-0.16,0.05,16.45,68,5.95,130.5
2022-06-16 23:05:00,-0.2,0.02,16.5,67,5.76,132.3
2022-06-16 23:10:00,-0.17,0.04,16.54,66,6.32,123.6
2022-06-16 23:15:00,-0.41,0.04,16.51,66,5.03,118.8
2022-06-16 23:20:00,-0.26,0.04,16.37,66,4.9,119.7
2022-06-16 23:25:00,-0.36,0.03,16.29,66,5.25,124
2022-06-16 23:30:00,-0.29,0.03,16.14,66,5.2,138.2
2022-06-16 23:35:00,-0.28,0.01,16,66,6.02,133.6
2022-06-16 23:40:00,-0.27,0,15.92,66,4.42,119.5
2022-06-16 23:45:00,-0.18,0.03,15.74,67,4.92,108
2022-06-16 23:50:00,-0.42,0.02,15.7,66,4.73,110.6
2022-06-16 23:55:00,-0.16,0.07,15.61,68,4.96,110.8
2022-06-17 00:00:00,-0.26,0.03,15.49,68,4.33,107.9
2022-06-17 00:05:00,-0.32,0,15.27,69,4.92,114.5
2022-06-17 00:10:00,-0.21,-0.01,14.99,70,3.4,92.9
2022-06-17 00:15:00,-0.25,0.01,14.76,71,4.67,107.9
2022-06-17 00:20:00,-0.42,0.01,14.9,70,3.98,101
2022-06-17 00:25:00,-0.21,-0.01,14.87,70,4.08,88.8
2022-06-17 00:30:00,-0.22,0.03,14.75,71,3.88,99.8
2022-06-17 00:35:00,-0.27,0.03,14.63,71,4.22,96.4
2022-06-17 00:40:00,-0.24,0,14.5,72,3.54,93
2022-06-17 00:45:00,-0.35,-0.02,14.4,72,4.45,105.3
2022-06-17 04:15:00,-0.04,0.07,11.22,95,2.52,20.34
2022-06-17 04:20:00,-0.26,0.05,11.35,92,2.47,349.9
2022-06-17 04:25:00,-0.49,0.04,11.31,90,2.29,21.61
2022-06-17 04:30:00,-0.21,0.01,11.3,90,1.77,52.9
2022-06-17 04:35:00,-0.25,0.05,11.44,90,1.19,110.4
2022-06-17 04:40:00,-0.35,0.02,11.5,90,1.85,45.52
2022-06-17 04:45:00,-0.3,0.06,11.49,91,1.34,0.47
2022-06-17 04:50:00,-0.28,0.05,11.5,90,2.09,342.9
2022-06-17 04:55:00,-0.1,0.08,11.64,89,1.65,8.42
2022-06-17 05:00:00,-0.36,0.04,11.72,89,2.21,8.73
2022-06-17 05:05:00,-0.21,0.04,11.8,89,1.4,10.72
2022-06-17 05:10:00,-0.31,0.1,11.79,89,0.99,27.58
2022-06-17 05:15:00,-0.07,0.05,11.7,89,1.55,323.8
2022-06-17 05:20:00,-0.11,0.03,11.7,89,1.51,342.9
2022-06-17 05:25:00,-0.43,0.04,11.72,90,1.19,327.1
2022-06-17 05:30:00,-0.15,0.03,11.79,90,1.68,327.8
2022-06-17 05:35:00,-0.15,0.02,11.87,90,1.63,52.42
2022-06-17 05:40:00,-0.17,0.02,11.99,90,3.22,82.2
2022-06-17 05:45:00,-0.14,-0.01,12.03,90,2.57,68.25
