Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS20, L1, 5Mn
Exported On:,2022/08/24,11:04
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), NO (ppb), NO2 (ppb), NOx (ppb), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humitidy (%), Temp (deg. C), Precip (mm)
2022-05-28 10:20:00,0.04,0.44,2.07,-0.15,0.45,0.3,7.24,220.5,95,10.81,0
2022-05-28 10:25:00,-0.17,0.39,2.07,-0.12,0.36,0.24,9.36,220.9,96,10.76,0.05
2022-05-28 10:30:00,0.09,0.51,2.1,-0.13,0.37,0.24,9.73,210.5,95,10.68,0
2022-05-28 10:35:00,-0.06,0.42,2.11,-0.16,0.42,0.26,9.99,217.1,95,10.7,0
2022-05-28 10:40:00,-0.1,0.39,2.07,-0.17,0.47,0.3,7.4,226.8,95,10.82,0
2022-05-28 10:45:00,0.1,0.47,2.05,-0.13,0.39,0.26,7.3,214.4,95,10.86,0
2022-05-28 10:50:00,0.12,0.47,2.05,-0.15,0.39,0.24,7.84,211.2,95,10.95,0
2022-05-28 10:55:00,-0.08,0.43,2.04,-0.15,0.41,0.26,7.73,212.7,94,11.01,0
2022-05-28 11:00:00,-0.13,0.45,2.05,-0.17,0.38,0.22,10.17,200.7,94,10.98,0
2022-05-28 11:05:00,-0.2,0.49,2.05,-0.13,0.37,0.24,9.32,218.1,94,10.85,0
2022-05-28 11:10:00,-0.22,0.34,2.02,-0.16,0.42,0.26,8.62,217.7,94,10.94,0
2022-05-28 11:15:00,-0.07,0.37,2.03,-0.17,0.4,0.24,8.88,226.9,95,11.03,0
2022-05-28 11:20:00,0.19,0.46,2.03,-0.12,0.36,0.24,7.55,235.6,95,11.23,0.05
2022-05-28 11:25:00,-0.17,0.49,2.09,-0.15,0.38,0.24,8.92,220.8,94,11.31,0
2022-05-28 11:30:00,0.04,0.41,2.08,-0.13,0.38,0.24,10.37,235.4,93,11.31,0
2022-05-28 11:35:00,0,0.41,2.04,-0.14,0.38,0.24,6.93,228.5,93,11.39,0
2022-05-28 11:40:00,-0.04,0.37,2.03,-0.12,0.35,0.23,9.93,229.8,93,11.5,0
2022-05-28 11:45:00,0.05,0.47,2.03,-0.14,0.37,0.23,11.09,238.8,91,11.72,0
2022-05-28 11:50:00,-0.09,0.36,2.02,-0.16,0.35,0.2,11.16,231.4,89,11.91,0
2022-05-28 11:55:00,-0.08,0.29,2.02,-0.17,0.36,0.19,11.79,228.2,88,12,0
2022-05-28 12:00:00,-0.05,0.41,2.03,-0.15,0.35,0.2,10.74,229.1,87,12.16,0
2022-05-28 12:05:00,-0.12,0.32,2.03,-0.15,0.36,0.21,12.14,227.7,86,12.3,0
2022-05-28 12:10:00,-0.09,0.36,2.03,-0.14,0.35,0.21,9.8,221.9,85,12.45,0
2022-05-28 12:15:00,0.07,0.33,2.05,-0.11,0.33,0.22,8.83,233.7,84,12.93,0
2022-05-28 12:20:00,-0.11,0.37,2.04,-0.13,0.41,0.28,13.9,242.1,79,13.52,0
2022-05-28 12:25:00,-0.06,0.35,2.03,-0.13,0.37,0.24,8.69,241.8,78,13.95,0
2022-05-28 12:30:00,-0.02,0.41,2.05,-0.14,0.39,0.25,7.14,249,78,13.99,0
2022-05-28 12:35:00,-0.19,0.36,2.04,-0.15,0.4,0.25,10.86,247.3,74,13.58,0
2022-05-28 12:40:00,0,0.36,2.04,-0.15,0.39,0.24,11.61,236.8,73,13.19,0
2022-05-28 12:45:00,0.08,0.37,2.07,-0.17,0.4,0.24,6.24,241.6,75,13.08,0
2022-05-28 12:50:00,0.02,0.37,2.04,-0.15,0.4,0.25,9.87,226.8,75,13.41,0
2022-05-28 12:55:00,0.06,0.26,2.04,-0.18,0.38,0.21,10.69,227.6,74,13.19,0
2022-05-28 13:00:00,0.01,0.27,2.04,-0.16,0.37,0.22,8.6,214.3,77,13,0
2022-05-28 13:05:00,0,0.33,2.03,-0.16,0.36,0.2,8.97,209.8,77,13.06,0
2022-05-28 13:10:00,0,0.32,2.03,-0.15,0.35,0.2,8.25,226.3,79,12.96,0
2022-05-28 13:15:00,-0.1,0.37,2.02,-0.14,0.34,0.2,11,224.5,80,12.57,0
2022-05-28 13:20:00,-0.15,0.28,2.03,-0.16,0.37,0.21,7.27,219.8,85,12.13,0
2022-05-28 13:25:00,-0.16,0.28,2.07,-0.14,0.35,0.21,9.18,225.4,87,12.1,0
2022-05-28 13:30:00,0.12,0.26,2.07,-0.19,0.41,0.22,12.36,227.2,86,12.11,0
2022-05-28 13:35:00,0.09,0.29,2.05,-0.15,0.39,0.24,9.45,214.4,87,12.42,0
2022-05-28 13:40:00,-0.05,0.3,2.05,-0.13,0.36,0.23,7.94,217,85,12.99,0
2022-05-28 13:45:00,-0.13,0.29,2.03,-0.16,0.39,0.23,9.72,226.6,81,13.16,0
2022-05-28 13:50:00,0.03,0.26,2.05,-0.13,0.37,0.25,11.02,221.6,78,13.46,0
2022-05-28 13:55:00,-0.18,0.31,2.03,-0.15,0.37,0.22,10.63,239.5,77,13.8,0
2022-05-28 14:00:00,-0.09,0.32,2.04,-0.16,0.39,0.23,7.73,233.5,75,13.82,0
2022-05-28 14:05:00,0.02,0.35,2.03,-0.15,0.41,0.26,11.29,230.6,75,14.01,0
2022-05-28 14:10:00,0.07,0.29,2.02,-0.14,0.35,0.22,8.55,247,74,14.09,0
2022-05-28 14:15:00,0.18,0.28,2.03,-0.14,0.37,0.22,12.14,233.4,73,14.13,0
2022-05-28 14:20:00,0.08,0.31,2.02,-0.19,0.43,0.24,10.06,258.6,73,14.06,0
2022-05-28 14:25:00,0,0.3,2.04,-0.16,0.41,0.25,10.57,249.9,72,14.06,0
2022-05-28 14:30:00,0.03,0.24,2.05,-0.17,0.41,0.25,8.99,271.2,73,13.75,0
2022-05-28 14:35:00,0.11,0.32,2.04,-0.14,0.37,0.23,8.74,260.9,73,13.4,0
2022-05-28 14:40:00,0.07,0.25,2.04,-0.17,0.43,0.26,7.68,238.3,74,13.21,0
2022-05-28 14:45:00,-0.16,0.17,2.05,-0.14,0.45,0.31,7.76,229.7,73,13.42,0
2022-05-28 14:50:00,-0.11,0.23,2.04,-0.12,0.42,0.3,8.45,230.5,71,14.08,0
2022-05-28 14:55:00,0.11,0.3,2.06,-0.15,0.45,0.3,11.91,226.5,70,14.34,0
2022-05-28 15:00:00,0.02,0.3,2.05,-0.13,0.43,0.29,11.67,242.1,67,14.65,0
2022-05-28 15:05:00,-0.1,0.34,2.05,-0.18,0.5,0.32,11.79,253.6,65,14.42,0
2022-05-28 15:10:00,0.02,0.32,2.05,-0.16,0.48,0.32,10.39,263.5,62,15.5,0
2022-05-28 15:15:00,0.1,0.39,2.05,-0.16,0.45,0.29,10.49,251,59,16.18,0
2022-05-28 15:20:00,0.14,0.33,2.06,-0.13,0.43,0.3,14,241,55,16.5,0
2022-05-28 15:25:00,-0.1,0.29,2.07,-0.12,0.42,0.3,10.9,261,56,16.43,0
2022-05-28 15:30:00,0.07,0.37,2.12,-0.15,0.46,0.3,11.85,255,56,16.19,0
2022-05-28 15:35:00,-0.04,0.37,2.09,-0.17,0.47,0.3,11.05,248.2,57,15.65,0
2022-05-28 15:40:00,-0.09,0.43,2.08,-0.17,0.46,0.29,11.25,266.1,57,16.18,0
2022-05-28 15:45:00,0.09,0.34,2.08,-0.13,0.42,0.3,10.49,266.3,56,16.27,0
2022-05-28 15:50:00,0.15,0.29,2.06,-0.15,0.4,0.25,11.64,260.5,59,15.24,0
2022-05-28 15:55:00,-0.14,0.3,2.08,-0.14,0.37,0.23,12.35,268.1,62,14.44,0
2022-05-28 16:00:00,-0.02,0.36,2.07,-0.15,0.37,0.22,8.88,269.9,63,13.93,0
2022-05-28 16:05:00,0.03,0.36,2.07,-0.15,0.34,0.19,11.73,249.8,63,13.93,0
2022-05-28 16:10:00,0.16,0.33,2.07,-0.16,0.38,0.22,11.38,254.9,64,13.82,0
2022-05-28 16:15:00,-0.09,0.31,2.07,-0.15,0.36,0.21,6.68,246.1,64,14.07,0
2022-05-28 16:20:00,-0.02,0.27,2.06,-0.15,0.35,0.2,9.61,249.7,62,14.35,0
2022-05-28 16:25:00,-0.13,0.29,2.06,-0.15,0.39,0.24,9.75,263.9,62,14.46,0
2022-05-28 16:30:00,-0.05,0.29,2.09,-0.11,0.33,0.22,10.96,287,60,15.31,0
2022-05-28 16:35:00,-0.06,0.39,2.11,-0.15,0.39,0.24,11.64,251.4,58,16.09,0
2022-05-28 16:40:00,-0.02,0.35,2.06,-0.11,0.31,0.19,14.05,285.6,56,15.95,0
2022-05-28 16:45:00,0.02,0.37,2.08,-0.14,0.36,0.23,8.64,276.5,58,15.62,0
2022-05-28 16:50:00,-0.22,0.37,2.06,-0.13,0.35,0.23,12.28,290.6,59,15.54,0
2022-05-28 16:55:00,-0.16,0.32,2.07,-0.13,0.31,0.17,10.7,278.2,61,15.01,0
2022-05-28 17:00:00,-0.22,0.41,2.06,-0.16,0.34,0.18,8.79,254.6,61,14.96,0
2022-05-28 17:05:00,0.02,0.36,2.06,-0.15,0.36,0.21,8.95,263.1,60,14.91,0
2022-05-28 17:10:00,0.1,0.43,2.06,-0.16,0.35,0.19,10.17,265.1,59,14.93,0
2022-05-28 17:15:00,-0.1,0.39,2.07,-0.12,0.34,0.22,8.44,249.8,58,15.3,0
2022-05-28 17:20:00,-0.09,0.29,2.07,-0.14,0.36,0.22,10.07,262.6,56,15.42,0
2022-05-28 17:25:00,-0.04,0.31,2.06,-0.15,0.37,0.22,9.16,280,53,15.89,0
2022-05-28 17:30:00,-0.09,0.29,2.05,-0.14,0.34,0.19,10.82,253.3,51,16.42,0
2022-05-28 17:35:00,-0.06,0.25,2.07,-0.16,0.38,0.22,10.38,281.8,50,16.45,0
2022-05-28 17:40:00,-0.04,0.33,2.07,-0.14,0.34,0.2,11.1,293.4,50,16.24,0
2022-05-28 17:45:00,-0.15,0.32,2.06,-0.15,0.38,0.23,11.2,288.2,51,16.07,0
2022-05-28 17:50:00,0.02,0.35,2.06,-0.14,0.36,0.23,11.55,290.6,52,15.94,0
2022-05-28 17:55:00,0.01,0.36,2.06,-0.16,0.34,0.18,11.25,280.4,52,15.98,0
2022-05-28 18:00:00,-0.12,0.38,2.06,-0.15,0.36,0.21,9.84,274.3,51,16.19,0
2022-05-28 18:05:00,-0.03,0.43,2.04,-0.18,0.42,0.25,9.66,290.7,51,15.99,0
2022-05-28 18:10:00,-0.07,0.31,2.04,-0.15,0.35,0.2,11.04,246.9,51,15.88,0
2022-05-28 18:15:00,-0.05,0.32,2.05,-0.14,0.33,0.19,9.73,265.6,51,15.82,0
2022-05-28 18:20:00,0.12,0.23,2.04,-0.17,0.36,0.2,8.16,285.2,52,15.78,0
2022-05-28 18:25:00,-0.09,0.28,2.06,-0.14,0.35,0.21,11.96,278.8,52,16.01,0
2022-05-28 18:30:00,0.13,0.31,2.06,-0.15,0.34,0.19,10.12,239.5,51,15.8,0
2022-05-28 18:35:00,-0.02,0.3,2.07,-0.16,0.35,0.19,8.29,251.7,52,15.42,0
2022-05-28 18:40:00,-0.02,0.3,2.06,-0.15,0.38,0.23,7.64,266.7,52,15.69,0
2022-05-28 18:45:00,0.05,0.44,2.05,-0.14,0.32,0.18,8.55,253.5,51,15.87,0
2022-05-28 18:50:00,-0.08,0.28,2.06,-0.14,0.32,0.18,9.27,254,51,15.85,0
2022-05-28 18:55:00,0.02,0.31,2.06,-0.16,0.35,0.2,9.3,272.2,51,15.89,0
2022-05-28 19:00:00,0.13,0.34,2.06,-0.14,0.31,0.17,3.88,228.7,51,15.99,0
2022-05-28 19:05:00,0.08,0.31,2.05,-0.15,0.31,0.16,6.66,270.5,51,16.1,0
2022-05-28 19:10:00,-0.16,0.18,2.06,-0.16,0.32,0.17,5.8,272.1,51,16.09,0
2022-05-28 19:15:00,0.04,0.29,2.05,-0.15,0.3,0.15,7.08,261.6,51,15.72,0
2022-05-28 19:20:00,-0.04,0.35,2.06,-0.16,0.34,0.18,7.15,259.5,52,15.31,0
2022-05-28 19:25:00,-0.09,0.34,2.11,-0.15,0.32,0.17,7.87,272.4,52,15.28,0
2022-05-28 19:30:00,-0.06,0.31,2.09,-0.16,0.34,0.18,7.32,270.8,52,15.28,0
2022-05-28 19:35:00,0.07,0.35,2.05,-0.16,0.31,0.15,5.71,270.7,52,15.38,0
2022-05-28 19:40:00,0,0.38,2.06,-0.15,0.37,0.22,4.89,279.8,53,15.07,0
2022-05-28 19:45:00,-0.11,0.35,2.05,-0.18,0.34,0.16,4.53,287.9,54,14.9,0
2022-05-28 19:50:00,0.07,0.33,2.05,-0.18,0.33,0.15,4.82,292.4,54,14.88,0
2022-05-28 19:55:00,0.02,0.2,2.05,-0.13,0.31,0.18,5.52,295.8,55,14.65,0
2022-05-28 20:00:00,-0.03,0.28,2.07,-0.13,0.37,0.24,5.39,307.1,56,14.42,0
2022-05-28 20:05:00,-0.13,0.3,2.04,-0.17,0.36,0.18,7.22,301.5,57,14.19,0
2022-05-28 20:10:00,0.11,0.26,2.03,-0.15,0.35,0.2,6.21,295.1,57,14.05,0
2022-05-28 20:15:00,-0.03,0.29,2.06,-0.15,0.31,0.17,6.13,306.4,58,13.83,0
2022-05-28 20:20:00,0.1,0.38,2.06,-0.15,0.31,0.16,5.68,299.9,59,13.51,0
2022-05-28 20:25:00,-0.02,0.27,2.06,-0.17,0.33,0.16,5.52,299,60,13.35,0
2022-05-28 20:30:00,-0.08,0.26,2.09,-0.16,0.39,0.22,4.28,312,61,13.07,0
2022-05-28 20:35:00,0.09,0.41,2.07,-0.16,0.35,0.19,3.06,314.2,63,12.56,0
2022-05-28 20:40:00,0.11,0.38,2.07,-0.14,0.29,0.15,1.48,312.5,66,12.02,0
2022-05-28 20:45:00,0.03,0.24,2.07,-0.17,0.28,0.11,0.62,298,70,11.25,0
2022-05-28 20:50:00,0.06,0.31,2.06,-0.18,0.28,0.11,0.64,221.5,72,10.71,0
2022-05-28 20:55:00,-0.05,0.28,2.08,-0.19,0.26,0.07,1.23,279.5,74,10.31,0
2022-05-28 21:00:00,-0.05,0.38,2.11,-0.15,0.29,0.14,0.13,321.4,76,9.93,0
2022-05-28 21:05:00,-0.08,0.52,2.11,-0.17,0.3,0.13,0.59,284.9,79,9.61,0
2022-05-28 21:10:00,0.03,0.59,2.17,-0.16,0.28,0.12,0.55,264.7,79,9.35,0
2022-05-28 21:15:00,0.03,0.76,2.17,-0.18,0.29,0.11,0.91,199.2,80,9.02,0
2022-05-28 21:20:00,-0.11,0.71,2.15,-0.19,0.29,0.11,2.28,284.7,81,8.74,0
2022-05-28 21:25:00,0.1,0.69,2.17,-0.16,0.24,0.08,1.42,283.3,81,8.45,0
2022-05-28 21:30:00,-0.01,0.46,2.12,-0.18,0.24,0.07,1.23,209.9,82,8.23,0
2022-05-28 21:35:00,0.03,0.38,2.11,-0.15,0.22,0.07,1.52,202.2,83,7.92,0
2022-05-28 21:40:00,0.1,0.26,2.09,-0.17,0.24,0.07,1.59,176.1,83,7.68,0
2022-05-28 21:45:00,-0.18,0.32,2.1,-0.15,0.22,0.07,1.17,161.4,84,7.42,0
2022-05-28 21:50:00,0,0.42,2.11,-0.18,0.25,0.07,0.96,157.2,85,7.21,0
2022-05-28 21:55:00,-0.06,0.58,2.08,-0.18,0.22,0.04,1.48,160.3,84,6.99,0
2022-05-28 22:00:00,-0.07,0.44,2.06,-0.14,0.16,0.02,1.32,211.2,85,6.74,0
2022-05-28 22:05:00,-0.1,0.39,2.08,-0.15,0.18,0.03,1.24,169.4,86,6.49,0
2022-05-28 22:10:00,0.08,0.62,2.12,-0.17,0.19,0.01,2.17,120.7,88,6.3,0
2022-05-28 22:15:00,-0.01,0.41,2.07,-0.18,0.2,0.03,1.94,131.8,86,6.18,0
2022-05-28 22:20:00,0.1,0.39,2.08,-0.17,0.18,0.01,0.99,143.9,86,6.04,0
2022-05-28 22:25:00,0.02,0.38,2.09,-0.17,0.17,0,1.8,168.9,87,5.81,0
2022-05-28 22:30:00,-0.26,0.46,2.07,-0.19,0.18,-0.01,2.22,165.9,88,5.57,0
2022-05-28 22:35:00,-0.08,0.49,2.1,-0.16,0.13,-0.02,2.28,150.3,88,5.44,0
2022-05-28 22:40:00,-0.1,0.41,2.09,-0.15,0.15,-0.01,2.18,146.3,87,5.4,0
2022-05-28 22:45:00,-0.31,0.44,2.08,-0.16,0.13,-0.03,1.89,137.6,86,5.33,0
2022-05-28 22:50:00,0.09,0.4,2.08,-0.17,0.15,-0.02,1.67,145.1,86,5.17,0
2022-05-28 22:55:00,0.05,0.4,2.09,-0.14,0.11,-0.04,2.23,148,87,4.97,0
2022-05-28 23:00:00,-0.02,0.44,2.07,-0.15,0.16,0,2.44,148.5,87,4.83,0
2022-05-28 23:05:00,0.07,0.48,2.08,-0.14,0.12,-0.02,2.85,145.8,87,4.66,0
2022-05-28 23:10:00,0.03,0.34,2.1,-0.15,0.13,-0.02,2.6,145,87,4.52,0
2022-05-28 23:15:00,-0.01,0.45,2.1,-0.13,0.13,0,2.66,148.1,87,4.36,0
2022-05-28 23:20:00,-0.05,0.42,2.08,-0.16,0.17,0.01,2.49,144.1,88,4.2,0
2022-05-28 23:25:00,-0.08,0.39,2.13,-0.15,0.12,-0.03,2.9,144.8,88,4.13,0
2022-05-28 23:30:00,-0.15,0.35,2.14,-0.12,0.1,-0.02,3.41,143.3,87,4.01,0
2022-05-28 23:35:00,-0.16,0.36,2.12,-0.17,0.12,-0.05,4.1,148.8,87,3.9,0
2022-05-28 23:40:00,-0.04,0.39,2.12,-0.15,0.13,-0.02,4.88,152.5,87,3.74,0
2022-05-28 23:45:00,0.11,0.37,2.08,-0.15,0.12,-0.03,4.51,149.4,88,3.53,0
2022-05-28 23:50:00,0.04,0.32,2.08,-0.17,0.11,-0.06,4.33,144.8,89,3.41,0
2022-05-28 23:55:00,-0.06,0.28,2.12,-0.16,0.13,-0.03,3.97,143.8,90,3.4,0
2022-05-29 00:00:00,0.05,0.29,Z/S,-0.13,0.11,-0.02,3.67,147.3,89,3.35,0
2022-05-29 00:05:00,Z/S,0.39,Z/S,-0.17,0.13,-0.04,3.5,145.8,89,3.28,0
2022-05-29 00:10:00,Z/S,0.4,Z/S,-0.15,0.11,-0.04,3.09,136.5,89,3.12,0
2022-05-29 00:15:00,Z/S,0.43,Z/S,-0.13,0.09,-0.04,2.41,144.9,90,2.95,0
2022-05-29 00:20:00,Z/S,0.41,Z/S,-0.17,0.17,0,2.82,143.7,90,2.79,0
2022-05-29 00:25:00,786.9,0.33,17.21,-0.15,0.14,-0.02,3.31,148.1,90,2.79,0
2022-05-29 00:30:00,Z/S,0.37,Z/S,-0.15,0.13,-0.03,1.34,142.2,90,2.66,0
2022-05-29 00:35:00,Z/S,0.39,Z/S,-0.12,0.1,-0.02,0.2,143.1,91,2.46,0
2022-05-29 00:40:00,199.3,0.29,4.21,-0.15,0.14,-0.01,0,0,91,2.16,0
2022-05-29 00:45:00,Z/S,0.35,Z/S,-0.09,0.12,0.03,2.03,117.5,92,1.98,0
2022-05-29 00:50:00,Z/S,0.35,Z/S,-0.17,0.13,-0.04,2.74,128.3,92,1.88,0
2022-05-29 00:55:00,0.08,0.41,1.71,-0.15,0.08,-0.07,2.93,137.8,90,1.86,0
2022-05-29 01:00:00,Z/S,0.33,Z/S,-0.16,0.1,-0.06,2.58,175.3,91,1.76,0
2022-05-29 01:05:00,-0.05,Z/S,2.12,-0.14,0.12,-0.02,2.41,177.6,91,1.67,0
2022-05-29 01:10:00,-0.13,Z/S,2.11,-0.14,0.1,-0.04,3.22,155.8,92,1.68,0
2022-05-29 01:15:00,0.05,Z/S,2.12,-0.16,0.1,-0.06,3.93,147.4,91,1.64,0
2022-05-29 01:20:00,0.01,Z/S,2.14,-0.17,0.12,-0.05,4.81,153.4,91,1.67,0
2022-05-29 01:25:00,-0.11,79.71,2.14,-0.17,0.13,-0.04,4.15,141.8,91,1.53,0
2022-05-29 01:30:00,-0.05,Z/S,2.13,-0.19,0.14,-0.05,4.11,155,90,1.31,0
2022-05-29 01:35:00,-0.19,Z/S,2.13,-0.16,0.1,-0.06,4.18,151.1,91,1.22,0
2022-05-29 01:40:00,0.03,23.64,2.13,-0.15,0.11,-0.03,4.85,165.1,91,1.1,0
2022-05-29 01:45:00,0,Z/S,2.12,-0.15,0.12,-0.03,4.7,161.7,92,1.33,0
2022-05-29 01:50:00,-0.08,Z/S,2.12,-0.17,0.1,-0.06,4.21,184.3,91,1.36,0
2022-05-29 01:55:00,0.1,0.46,2.14,-0.14,0.08,-0.06,4.9,182.2,92,1.36,0
2022-05-29 02:00:00,0.05,Z/S,2.13,-0.15,0.09,-0.06,2.8,207.4,93,1.38,0
2022-05-29 02:05:00,-0.31,0.46,2.14,-0.13,0.13,0,3.13,224.9,93,1.31,0
2022-05-29 02:10:00,-0.11,0.38,2.19,-0.13,0.12,-0.01,4.28,197.9,93,1.36,0
2022-05-29 02:15:00,-0.05,0.51,2.18,-0.15,0.12,-0.03,3.13,175.8,93,1.14,0
2022-05-29 02:20:00,0.13,0.51,2.15,-0.12,0.1,-0.02,2.63,167,92,1.03,0
2022-05-29 02:25:00,0.06,0.29,2.14,-0.12,0.09,-0.03,2.84,164.6,92,0.99,0
2022-05-29 02:30:00,-0.03,0.38,2.12,-0.15,0.12,-0.03,2.58,147.1,92,0.81,0
2022-05-29 02:35:00,-0.07,0.35,2.15,-0.12,0.1,-0.02,3.03,150.8,91,0.7,0
2022-05-29 02:40:00,-0.02,0.31,2.15,-0.11,0.09,-0.02,4.13,169.1,91,0.66,0
2022-05-29 02:45:00,-0.17,0.31,2.15,-0.15,0.11,-0.04,4.6,173.3,91,0.6,0
2022-05-29 02:50:00,0.02,0.43,2.15,-0.14,0.09,-0.06,4.74,167.9,91,0.5,0
2022-05-29 02:55:00,-0.04,0.41,2.15,-0.16,0.11,-0.06,5.57,181.1,91,0.53,0
2022-05-29 03:00:00,-0.03,0.4,2.16,-0.15,0.14,-0.02,6.48,188,92,0.72,0
2022-05-29 03:05:00,-0.17,0.46,2.19,-0.14,0.15,0.01,5.2,194.6,94,1.49,0
2022-05-29 03:10:00,-0.1,0.36,2.15,-0.14,0.16,0.01,4.68,195.8,93,1.45,0
2022-05-29 03:15:00,0.06,0.46,2.14,-0.14,0.11,-0.03,4.44,193.6,92,1.04,0
2022-05-29 03:20:00,0.05,0.28,2.13,-0.15,0.13,-0.02,4.62,189.8,93,1.03,0
2022-05-29 03:25:00,-0.18,0.26,2.17,-0.15,0.13,-0.02,4.51,195.3,93,0.93,0
2022-05-29 03:30:00,0,0.23,2.15,-0.16,0.17,0.01,5.79,203.1,94,1.44,0
2022-05-29 03:35:00,-0.17,0.24,2.13,-0.17,0.19,0.01,5.89,206.4,94,1.75,0
2022-05-29 03:40:00,-0.04,0.27,2.12,-0.15,0.21,0.06,6.18,204.9,95,2.48,0
2022-05-29 03:45:00,0.05,0.35,2.13,-0.14,0.19,0.05,5.61,207.4,92,2.76,0
2022-05-29 03:50:00,0.02,0.31,2.14,-0.16,0.21,0.05,5.8,202.4,91,2.25,0
2022-05-29 03:55:00,0.04,0.3,2.16,-0.16,0.18,0.02,6.08,191,92,2.16,0
2022-05-29 04:00:00,0,0.32,2.13,-0.14,0.19,0.05,6.11,195.7,93,2.51,0
2022-05-29 04:05:00,-0.08,0.32,2.14,Z/S,Z/S,Z/S,5.41,195.3,92,2.94,0
2022-05-29 04:10:00,0.05,0.26,2.15,Z/S,Z/S,Z/S,4.77,203.3,91,2.68,0
2022-05-29 04:15:00,0.09,0.3,2.15,Z/S,Z/S,Z/S,4.92,196.9,91,2.67,0
2022-05-29 04:20:00,-0.07,0.24,2.15,Z/S,Z/S,Z/S,4.8,198.3,92,2.92,0
2022-05-29 04:25:00,-0.1,0.27,2.15,Z/S,Z/S,Z/S,4.57,194.2,92,3.22,0
2022-05-29 04:30:00,0.21,0.29,2.13,Z/S,Z/S,Z/S,5.62,189.9,90,3.09,0
2022-05-29 04:35:00,0,0.36,2.12,Z/S,Z/S,Z/S,4.51,187.2,92,3.49,0
2022-05-29 04:40:00,0,0.31,2.12,Z/S,Z/S,Z/S,5.08,185.2,91,3.44,0
2022-05-29 04:45:00,0.2,0.31,2.11,Z/S,Z/S,Z/S,5.73,180.6,92,3.79,0
2022-05-29 04:50:00,-0.15,0.4,2.12,Z/S,Z/S,Z/S,5.61,200.2,92,4.33,0
2022-05-29 04:55:00,-0.11,0.28,2.13,Z/S,Z/S,Z/S,4.59,209,90,4.63,0
2022-05-29 05:00:00,-0.07,0.2,2.13,Z/S,Z/S,Z/S,4.29,220.2,90,4.94,0
2022-05-29 05:05:00,-0.11,0.2,2.12,-0.13,0.32,0.19,3.77,231.9,89,4.97,0
2022-05-29 05:10:00,-0.09,0.26,2.12,-0.1,0.31,0.21,3.29,218,89,4.96,0
2022-05-29 05:15:00,-0.16,0.2,2.11,-0.12,0.3,0.18,2.71,216,89,4.7,0
2022-05-29 05:20:00,0.03,0.25,2.12,-0.16,0.24,0.08,3.71,193.2,89,4.22,0
2022-05-29 05:25:00,0.02,0.31,2.14,-0.14,0.25,0.11,4.2,194.3,89,4.52,0
2022-05-29 05:30:00,-0.11,0.26,2.15,-0.12,0.23,0.11,3.83,189.8,88,5.08,0
2022-05-29 05:35:00,-0.1,0.23,2.14,-0.13,0.25,0.13,3.69,204,86,5.65,0
2022-05-29 05:40:00,-0.24,0.18,2.13,-0.13,0.27,0.15,6.06,212.9,84,6.33,0
2022-05-29 05:45:00,-0.11,0.25,2.13,-0.14,0.33,0.18,4.13,217,82,6.91,0
2022-05-29 05:50:00,-0.03,0.31,2.12,-0.11,0.26,0.16,3.83,216.3,81,7.27,0
2022-05-29 05:55:00,0.08,0.31,2.15,-0.13,0.31,0.18,4.46,214,81,7.14,0
2022-05-29 06:00:00,0.02,0.29,2.13,-0.12,0.32,0.2,5.26,217.8,80,7.46,0
2022-05-29 06:05:00,0.13,0.41,2.12,-0.14,0.32,0.18,6.47,219.9,78,7.84,0
2022-05-29 06:10:00,-0.06,0.27,2.12,-0.11,0.32,0.21,6.75,224.9,77,8.09,0
2022-05-29 06:15:00,-0.1,0.33,2.13,-0.1,0.31,0.22,5.55,240.1,76,8.45,0
2022-05-29 06:20:00,-0.03,0.33,2.15,-0.1,0.3,0.2,6.03,227.9,75,8.7,0
2022-05-29 06:25:00,0.21,0.33,2.14,-0.13,0.34,0.21,6.62,228,75,8.67,0
2022-05-29 06:30:00,0.01,0.38,2.12,-0.11,0.31,0.2,8,229.8,75,8.7,0
2022-05-29 06:35:00,-0.08,0.33,2.12,-0.15,0.33,0.19,6.52,258.3,74,8.95,0
2022-05-29 06:40:00,-0.01,0.37,2.13,-0.12,0.31,0.19,7.25,273.4,73,9.25,0
2022-05-29 06:45:00,-0.05,0.34,2.11,-0.14,0.35,0.21,8.16,251.3,72,9.29,0
2022-05-29 06:50:00,-0.13,0.37,2.1,-0.14,0.35,0.21,5.84,217,72,9.35,0
2022-05-29 06:55:00,0.01,0.37,2.11,-0.11,0.33,0.22,6.68,242.4,72,9.6,0
2022-05-29 07:00:00,-0.09,0.29,2.1,-0.1,0.33,0.23,5.21,284,71,9.77,0
2022-05-29 07:05:00,-0.04,0.31,2.1,-0.13,0.34,0.21,6.25,289.4,71,9.92,0
2022-05-29 07:10:00,0.1,0.39,2.11,-0.11,0.36,0.24,6.9,242.6,71,9.86,0
2022-05-29 07:15:00,-0.09,0.3,2.11,-0.11,0.33,0.23,6.33,245,70,10.22,0
